@relation 'nyc_listings - cleaned-weka.filters.unsupervised.attribute.Remove-R1-4'

@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Private room',253,117,2.81,1,198,9,0.194665,7.804824,2.218057,130
'Entire home/apt',73,2145,0.72,1,0,0,0.301167,7.096538,6.205477,79
'Entire home/apt',0,-1,0,1,0,0,0.231014,6.922233,9.990547,50
'Private room',90,165,0.9,3,201,1,0.261277,5.730731,7.929844,37
'Private room',0,-1,0,1,69,0,0.305913,7.164759,2.572534,275
'Entire home/apt',47,156,0.48,1,2,7,0.081258,6.854975,1.665664,250
'Entire home/apt',14,374,0.14,1,310,1,0.181027,7.408664,2.846552,156
'Private room',50,1106,0.5,2,5,0,0.25744,3.739337,3.644548,60
'Entire home/apt',29,281,0.29,5,175,1,0.184992,5.280484,2.455408,175
'Entire home/apt',1,168,0.3,3,98,1,0.112969,7.624013,5.961306,230
'Private room',63,1049,0.97,1,0,0,0.165655,4.832516,3.439196,88
'Entire home/apt',1,3132,0.01,1,0,0,2.4147,6.941138,10.312614,75
'Entire home/apt',13,2390,0.14,1,0,0,0.252508,4.101858,2.412224,90
'Entire home/apt',6,2384,0.06,1,0,0,0.063051,7.418418,1.41694,250
'Shared room',11,2556,0.11,2,0,0,0.308653,8.015671,5.975615,45
'Shared room',0,-1,0,2,0,0,0.284013,4.629059,4.327336,100
'Private room',145,1127,1.45,3,218,0,0.182289,5.758121,8.026209,44
'Entire home/apt',9,1249,0.09,1,365,0,0.195749,5.756888,5.737193,60
'Private room',8,86,0.21,18,318,3,0.467658,3.009231,4.848941,39
'Entire home/apt',211,72,2.09,1,13,31,0.373499,6.638296,0.519088,245
'Private room',1,1025,0.03,1,0,0,0.134787,6.130706,0.659273,65
'Entire home/apt',2,2760,0.02,1,0,0,0.160413,9.107308,4.959811,175
'Entire home/apt',9,440,0.14,3,6,0,0.210939,7.469161,5.817166,120
'Entire home/apt',0,-1,0,1,0,0,0.151355,5.269829,1.036491,140
'Entire home/apt',3,442,0.03,1,2,0,0.309476,4.666721,1.643487,89
'Entire home/apt',61,1263,0.67,3,160,0,0.576851,7.091612,5.536118,93
'Entire home/apt',24,107,0.39,1,360,6,0.228572,9.682278,6.133614,495
'Entire home/apt',2,2529,0.02,1,0,0,0.255257,3.931596,3.313552,140
'Private room',13,243,0.17,2,281,2,0.227373,5.401547,2.94007,54
'Entire home/apt',2,1727,0.03,1,0,0,0.071909,5.806368,1.828404,75
'Private room',567,73,5.59,1,206,58,0.122923,6.442656,0.155985,131
'Private room',57,102,0.64,1,0,11,0.143764,7.101536,1.479604,235
'Entire home/apt',1,2964,0.01,1,0,0,0.315724,6.544575,0.533235,189
'Private room',1,2628,0.01,1,0,0,0.12489,2.838715,4.61007,55
'Shared room',7,2820,0.07,1,0,0,0.333302,7.802545,4.597498,40
'Private room',21,320,0.22,1,35,4,0.470384,3.506162,6.618957,65
'Private room',6,1288,0.06,2,0,0,0.283831,5.814358,4.82204,59
'Private room',2,1777,0.03,1,0,0,0.23262,6.136568,4.107903,100
'Entire home/apt',6,2285,0.06,1,0,0,0.315352,6.600764,1.538637,200
'Private room',1,2761,0.01,1,0,0,0.146109,5.375094,3.441605,100
'Entire home/apt',7,164,0.07,1,50,3,0.169529,6.064229,3.422612,220
'Entire home/apt',13,2032,0.13,1,0,0,0.243333,5.662802,3.218546,270
'Entire home/apt',2,2707,0.02,1,0,0,0.204112,8.60875,5.483282,200
'Private room',314,975,3.18,1,365,0,0.118991,4.144106,3.286742,350
'Entire home/apt',11,1264,0.14,1,0,0,0.096666,7.670797,2.986474,125
'Private room',257,79,2.52,3,202,20,0.178742,5.369181,5.7213,68
'Entire home/apt',4,959,0.06,31,311,0,0.153774,4.651142,1.77329,117
'Private room',117,86,1.17,2,321,10,0.178587,4.716775,3.549019,85
'Entire home/apt',0,-1,0,1,0,0,0.318484,6.415148,1.289875,269
'Private room',43,170,0.43,1,303,8,0.213918,5.531459,2.807953,175
'Entire home/apt',10,1523,0.1,1,0,0,0.064206,8.613031,4.395439,150
'Entire home/apt',89,1830,0.92,2,0,0,0.288697,3.640736,4.59165,120
'Entire home/apt',7,97,0.07,31,323,2,0.226797,4.551481,1.924969,100
'Entire home/apt',9,185,0.1,31,312,2,0.239014,4.543006,1.882229,119
'Entire home/apt',259,80,2.55,1,294,23,0.306748,7.474825,5.608113,164
'Entire home/apt',1,3045,0.01,1,0,0,0.038173,5.973054,1.38641,200
'Private room',23,206,0.24,6,0,2,0.102594,5.482501,5.723091,48
'Entire home/apt',4,1178,0.04,33,332,0,0.637097,5.043485,3.263656,145
'Private room',30,2557,0.29,1,129,0,0.288765,2.808902,3.589942,65
'Private room',62,115,0.6,2,75,1,0.212281,4.972034,7.05999,40
'Private room',45,995,0.44,2,0,0,0.185236,6.247489,3.818145,51
'Entire home/apt',232,71,2.27,3,0,20,0.277176,9.977584,6.939153,128
'Private room',70,1050,0.69,1,336,0,0.230612,1.794415,6.086742,50
'Private room',74,79,0.75,2,270,17,0.044275,5.923969,0.547916,175
'Entire home/apt',7,1052,0.07,1,0,0,0.396407,3.278645,3.58177,95
'Entire home/apt',3,187,0.03,31,294,2,0.187578,4.646897,1.792147,119
'Entire home/apt',431,84,4.32,1,122,64,0.273522,6.874678,6.073812,175
'Entire home/apt',154,115,1.51,1,280,5,0.112281,4.893001,3.541929,100
'Entire home/apt',1,3022,0.01,1,0,0,0.367191,6.852511,3.539727,330
'Entire home/apt',18,2233,0.18,1,0,0,0.190147,4.529348,1.832102,100
'Entire home/apt',52,133,0.51,1,103,4,0.117504,7.698649,2.066,105
'Private room',16,82,0.21,6,65,1,0.111712,5.644138,5.798963,50
'Private room',10,366,0.1,2,322,2,0.351317,7.834312,6.666268,125
'Entire home/apt',60,95,0.6,1,36,1,0.125415,9.316506,7.534847,125
'Entire home/apt',194,1204,1.92,1,81,0,0.063683,5.580483,2.930808,170
'Entire home/apt',7,1138,0.07,33,340,0,0.628569,5.095167,3.331105,199
'Private room',34,2249,0.34,1,0,0,0.202157,7.696792,2.128712,80
'Entire home/apt',1,1554,0.02,1,0,0,0.263884,7.603023,5.291906,130
'Entire home/apt',32,86,0.33,1,40,7,0.262482,8.625466,5.782183,400
'Private room',6,2591,0.06,1,0,0,0.165606,4.893517,5.231461,74
'Private room',174,75,1.72,1,77,27,0.273412,5.768128,5.94442,45
'Entire home/apt',33,288,0.33,2,272,2,0.062239,6.243405,3.228805,350
'Entire home/apt',0,-1,0,1,0,0,0.145144,6.613249,0.740695,450
'Entire home/apt',2,316,0.15,3,172,1,0.072518,4.167365,2.720966,550
'Entire home/apt',1,3025,0.01,1,0,0,0.260891,5.182008,1.78084,200
'Entire home/apt',0,-1,0,2,0,0,0.25361,6.448837,1.240899,125
'Entire home/apt',11,1490,0.11,1,0,0,0.07457,7.528918,1.68063,190
'Private room',49,93,0.49,1,5,12,0.166192,4.967321,3.505239,130
'Private room',187,93,1.84,4,3,22,0.362639,5.86181,7.797122,45
'Entire home/apt',0,-1,0,1,0,0,0.057503,9.500533,5.440353,150
'Private room',1,130,0.48,1,365,1,0.133275,8.791393,5.174269,299
'Private room',120,72,1.18,3,318,21,0.163448,4.798248,4.000252,131
'Private room',133,71,1.32,3,302,17,0.241782,4.761095,3.870729,102
'Entire home/apt',27,107,0.26,1,1,5,0.152541,5.573511,5.218769,175
'Entire home/apt',5,1198,0.05,33,341,0,0.64485,5.04009,3.274714,149
'Private room',25,681,0.26,4,143,0,0.137985,4.513867,6.279413,30
'Entire home/apt',5,3009,0.05,1,0,0,0.107909,5.672023,5.729072,130
'Entire home/apt',5,410,0.08,33,160,1,0.564534,5.085302,3.168553,169
'Private room',0,-1,0,1,0,0,0.230549,6.225859,5.502706,55
'Entire home/apt',4,1508,0.05,1,0,0,0.120734,7.645837,2.986096,185
'Entire home/apt',97,333,1.27,3,246,3,0.046467,4.101429,2.801455,429
'Entire home/apt',6,438,0.06,31,269,0,0.184163,4.588696,1.827533,101
'Entire home/apt',2,2653,0.02,1,0,0,0.166965,10.719833,7.754578,499
'Entire home/apt',4,1508,0.04,1,0,0,0.268261,4.491335,2.038003,150
'Entire home/apt',34,675,0.7,2,93,0,0.696928,8.853912,5.678453,250
'Entire home/apt',0,-1,0,79,362,0,0.11621,6.046828,0.553609,619
'Entire home/apt',40,101,0.46,3,2,6,0.212961,2.880801,4.928174,92
'Private room',14,1778,0.16,1,0,0,0.223525,2.015075,4.363993,48
'Entire home/apt',26,491,0.27,6,0,0,0.169231,5.648351,2.427318,110
'Private room',1,2695,0.01,1,0,0,0.131304,9.264667,7.12937,95
'Private room',0,-1,0,3,0,0,0.406772,6.345569,2.902293,95
'Entire home/apt',1,3116,0.01,1,0,0,0.224525,6.168416,0.527971,250
'Private room',22,441,0.34,1,72,0,0.298586,8.947116,4.543015,70
'Entire home/apt',6,106,0.08,1,215,2,0.284863,9.429299,7.147948,125
'Entire home/apt',10,126,0.1,2,2,6,0.290805,9.787574,7.471907,119
'Private room',2,1779,0.03,2,0,0,0.175561,6.689029,5.610818,45
'Entire home/apt',0,-1,0,1,0,0,0.038417,7.259589,1.453557,110
'Entire home/apt',3,2755,0.03,1,0,0,0.055633,8.452709,4.804185,106
'Private room',2,2145,0.02,1,0,0,0.378957,4.066012,2.373911,55
'Entire home/apt',8,76,0.08,1,323,2,0.277992,9.59724,6.118438,220
'Private room',100,72,0.99,2,280,15,0.200873,6.279488,6.810552,65
'Entire home/apt',9,94,0.13,31,254,4,0.223529,4.563662,1.90145,119
'Private room',74,1015,0.94,2,0,0,0.050756,6.169061,3.271829,68
'Entire home/apt',5,2209,0.05,1,0,0,0.084497,7.919658,2.239859,120
'Entire home/apt',1,1926,0.02,1,0,0,0.130898,5.539308,3.07393,100
'Entire home/apt',38,1933,0.39,2,0,0,0.342534,8.002807,4.652997,175
'Entire home/apt',1,2994,0.01,2,0,0,0.213132,3.61855,7.708851,100
'Private room',6,383,0.12,6,170,1,0.108673,5.616591,5.804145,45
'Private room',18,976,0.26,2,0,0,0.098691,7.720685,2.587675,125
'Shared room',43,128,0.43,8,76,3,0.649152,3.270444,9.047287,30
'Entire home/apt',21,94,0.23,19,363,1,0.257674,7.058189,0.840016,107
'Entire home/apt',3,1782,0.04,1,0,0,0.11069,6.83501,1.978516,150
'Private room',68,703,0.76,2,0,0,0.154151,5.734472,3.91517,100
'Private room',2,2508,0.02,1,318,0,0.246201,5.115097,4.840454,50
'Private room',1,2664,0.01,1,0,0,0.117732,4.151062,3.287781,28
'Entire home/apt',25,2517,0.25,1,0,0,0.409371,5.235565,5.023867,95
'Entire home/apt',7,406,0.08,33,280,1,0.523367,5.141072,3.193761,169
'Private room',12,1192,0.12,2,0,0,0.127234,5.806785,3.880645,100
'Entire home/apt',13,1220,0.28,1,0,0,0.058723,7.185693,1.937978,207
'Entire home/apt',6,2330,0.06,1,0,0,0.203092,5.256892,3.081293,150
'Entire home/apt',53,90,0.53,1,56,5,0.163712,9.310082,6.849143,130
'Entire home/apt',228,84,2.28,2,24,16,0.41198,7.595164,6.908473,101
'Entire home/apt',0,-1,0,1,0,0,0.217711,4.598229,1.98378,750
'Entire home/apt',20,101,0.2,31,270,4,0.157109,4.620731,1.79498,100
'Entire home/apt',12,128,0.14,31,270,5,0.164993,4.614223,1.80292,117
'Entire home/apt',10,2736,0.1,2,0,0,0.156823,6.486174,5.851359,77
'Private room',6,2541,0.07,1,0,0,0.098821,6.659181,3.979861,75
'Entire home/apt',4,2586,0.04,1,0,0,0.19199,8.656989,6.015797,135
'Entire home/apt',214,82,2.73,2,300,27,0.156765,9.995579,7.870559,105
'Private room',54,191,0.54,8,139,2,0.596436,3.217884,9.03348,48
'Entire home/apt',4,3014,0.04,1,0,0,0.277941,6.216584,4.042067,220
'Private room',293,201,2.9,1,0,2,3.095369,5.926737,9.408411,85
'Private room',2,2953,0.02,2,354,0,0.096774,9.268061,7.660448,75
'Entire home/apt',257,88,2.85,2,236,25,0.291187,7.440895,6.956141,113
'Entire home/apt',18,159,0.18,1,217,2,0.205944,7.32016,2.77487,107
'Private room',294,981,2.9,1,0,0,0.097262,6.996589,1.794025,113
'Private room',194,98,1.91,4,280,31,0.289333,2.495616,3.84405,50
'Entire home/apt',90,71,0.9,1,25,25,0.35435,6.825703,2.224233,1294
'Entire home/apt',2,2764,0.02,1,0,0,0.183772,6.062779,0.738438,225
'Private room',35,2145,0.36,1,363,0,0.340117,2.337559,8.32142,59
'Entire home/apt',8,2704,0.08,1,0,0,0.156497,6.028988,1.223419,215
'Entire home/apt',2,1276,0.04,1,0,0,0.16564,4.592697,4.915946,150
'Entire home/apt',1,3050,0.01,1,0,0,0.233074,5.767121,1.628664,120
'Entire home/apt',6,2706,0.06,1,0,0,0.255171,7.260112,2.493682,160
'Entire home/apt',5,2885,0.05,1,0,0,0.258679,5.237002,3.793011,100
'Entire home/apt',2,2657,0.02,1,0,0,0.208667,9.449766,5.583021,149
'Entire home/apt',10,2071,0.1,1,261,0,0.036897,5.087163,5.162368,129
'Entire home/apt',0,-1,0,1,0,0,0.294768,5.431922,2.336389,200
'Shared room',8,2238,0.08,1,0,0,0.252357,4.311048,4.246949,207
'Entire home/apt',4,2442,0.04,1,0,0,0.166601,6.341574,3.217939,50
'Private room',0,-1,0,1,0,0,0.205339,4.75898,4.577222,125
'Entire home/apt',4,1543,0.05,1,364,0,0.082761,10.828596,10.251091,219
'Private room',12,90,1.84,1,124,12,0.098464,2.462177,3.846751,216
'Entire home/apt',4,164,0.08,1,0,2,0.195362,8.881226,5.484686,250
'Entire home/apt',10,1879,0.1,1,0,0,0.372469,4.851856,1.453948,150
'Private room',12,1234,0.12,1,0,0,0.185785,8.634067,5.8864,57
'Entire home/apt',29,665,0.29,1,0,0,0.039907,9.136659,5.529621,68
'Entire home/apt',10,1775,0.1,1,0,0,0.30994,9.089177,5.723611,88
'Entire home/apt',79,143,0.91,1,0,11,0.221215,8.943993,5.443847,425
'Entire home/apt',32,80,0.32,2,44,11,0.029492,9.147486,5.577464,250
'Entire home/apt',13,686,0.2,2,0,0,0.251407,4.796575,1.523327,274
'Entire home/apt',14,1835,0.14,1,256,0,0.328228,7.989135,2.047315,220
'Entire home/apt',0,-1,0,1,365,0,0.38819,6.477981,1.442541,5143
'Entire home/apt',13,1218,0.13,1,0,0,0.314406,8.555054,5.64291,170
'Private room',64,164,0.64,1,84,4,0.147757,6.448564,3.806691,65
'Private room',0,-1,0,1,0,0,0.14082,10.175969,8.243627,40
'Entire home/apt',29,991,0.37,1,364,0,0.29608,7.739511,5.3004,700
'Entire home/apt',5,2506,0.05,1,0,0,0.312596,8.400697,5.575073,125
'Entire home/apt',3,1570,0.04,1,0,0,0.205273,8.99133,5.525677,105
'Entire home/apt',0,-1,0,1,363,0,0.174493,5.991715,3.80834,1200
'Entire home/apt',74,88,0.75,3,161,1,0.423588,6.923684,5.135086,446
'Private room',6,1896,0.08,1,0,0,0.209057,6.287125,3.932686,60
'Entire home/apt',2,1830,0.02,1,0,0,0.070892,7.935357,2.251554,125
'Entire home/apt',5,2258,0.05,1,0,0,0.227568,6.483153,7.119988,175
'Entire home/apt',9,107,0.09,1,117,1,0.116378,8.8275,5.971427,105
'Private room',3,2719,0.03,1,0,0,0.220063,4.226497,3.760544,136
'Private room',4,2266,0.04,1,0,0,0.246138,10.778294,11.22651,45
'Entire home/apt',2,199,0.02,1,132,1,0.149563,4.249254,2.626561,299
'Entire home/apt',196,142,2.02,1,87,4,0.252384,7.067904,0.818568,150
'Private room',4,2603,0.04,2,0,0,0.232843,6.050592,3.809001,75
'Entire home/apt',1,1988,0.02,1,0,0,0.205741,4.970364,1.573358,195
'Entire home/apt',12,2717,0.12,1,0,0,0.150562,8.810776,4.942552,167
'Entire home/apt',319,130,3.17,1,315,41,0.175409,4.29706,15.062797,145
'Entire home/apt',1,2833,0.01,1,0,0,0.545019,7.117218,5.300066,75
'Entire home/apt',2,2648,0.02,1,0,0,0.20581,8.881334,5.271762,190
'Entire home/apt',67,79,0.68,1,74,7,0.147415,7.191231,4.803275,125
'Entire home/apt',12,2270,0.16,1,0,0,0.086354,6.124229,3.276693,175
'Entire home/apt',171,93,1.75,1,182,30,0.168635,6.790317,5.915675,195
'Entire home/apt',33,169,0.35,2,0,7,0.34187,9.148478,5.819516,545
'Entire home/apt',7,2557,0.07,1,0,0,0.039912,4.283238,2.328052,125
'Entire home/apt',10,94,0.1,6,125,1,0.115471,7.510393,2.638826,118
'Private room',5,1569,0.05,2,0,0,0.387799,7.909086,4.57002,100
'Entire home/apt',46,107,0.48,1,301,6,0.082799,8.678711,6.243751,160
'Private room',0,-1,0,1,250,0,0.214338,5.613175,3.149476,135
'Entire home/apt',0,-1,0,1,0,0,0.241051,5.226431,8.771097,250
'Entire home/apt',40,75,0.41,1,0,7,0.321636,8.473475,5.713643,400
'Entire home/apt',1,3060,0.01,1,0,0,0.098659,6.854853,1.916586,171
'Entire home/apt',11,1247,0.11,1,249,0,0.105477,8.559761,5.997295,98
'Entire home/apt',0,-1,0,1,0,0,0.273597,6.373457,3.08341,250
'Entire home/apt',4,2245,0.04,1,0,0,0.132229,7.667598,1.823928,200
'Entire home/apt',216,85,2.19,1,94,23,0.161115,7.210237,7.100273,105
'Entire home/apt',0,-1,0,1,0,0,0.053863,6.236259,3.242367,250
'Entire home/apt',71,168,0.72,1,285,1,0.152166,7.915109,5.804719,220
'Entire home/apt',81,1537,0.81,3,249,0,0.529769,7.052952,5.543305,81
'Entire home/apt',22,1186,0.22,1,78,0,0.301764,6.456278,3.457848,130
'Entire home/apt',188,122,1.92,1,7,14,0.137719,5.0089,3.591982,275
'Entire home/apt',143,85,1.44,1,274,21,0.182374,3.920059,5.198182,80
'Entire home/apt',45,2179,0.53,1,0,0,0.101326,8.149795,5.176073,100
'Entire home/apt',4,2508,0.04,1,0,0,0.005161,4.713712,1.663812,250
'Entire home/apt',104,136,1.04,1,30,17,0.074465,7.035888,1.123127,182
'Entire home/apt',51,1046,0.51,4,320,0,0.24877,7.687869,5.630534,161
'Entire home/apt',1,2508,0.01,1,0,0,0.223288,6.51632,7.682073,100
'Entire home/apt',0,-1,0,1,0,0,0.226566,6.340459,3.51428,200
'Entire home/apt',0,-1,0,1,0,0,0.302466,5.171691,4.425515,200
'Entire home/apt',78,92,0.79,6,348,7,0.570375,7.283164,11.310882,90
'Entire home/apt',1,3020,0.01,1,0,0,0.161577,7.434722,2.546097,110
'Private room',4,2672,0.04,2,0,0,0.025734,10.060259,7.5319,60
'Private room',2,2329,0.03,1,0,0,0.138258,5.357757,3.114605,31
'Entire home/apt',94,83,0.95,2,297,15,0.169664,4.679285,4.551681,138
'Entire home/apt',11,2661,0.12,1,0,0,0.132166,9.824412,7.354469,79
'Entire home/apt',118,86,1.25,1,132,10,0.143739,7.77789,2.895484,635
'Private room',3,2599,0.03,1,0,0,0.224862,4.072003,3.8959,75
'Entire home/apt',251,72,2.54,2,306,35,0.488387,4.284794,6.348136,110
'Entire home/apt',287,93,2.88,1,1,29,0.22381,2.960604,4.288665,115
'Private room',43,173,0.47,3,311,2,0.547441,8.407375,10.675282,80
'Entire home/apt',0,-1,0,1,0,0,0.181482,6.156903,0.599006,150
'Entire home/apt',153,72,1.79,2,3,31,0.273329,9.038137,5.676275,325
'Entire home/apt',190,85,1.94,1,342,23,0.111411,4.870951,3.395436,310
'Entire home/apt',1,2375,0.01,1,0,0,0.154754,4.168019,2.943808,100
'Entire home/apt',0,-1,0,1,0,0,0.114269,8.61109,4.869884,1057
'Entire home/apt',18,87,0.21,19,96,4,0.259493,7.057728,0.842367,115
'Entire home/apt',20,86,0.22,22,225,3,0.231312,7.960753,2.135055,150
'Entire home/apt',7,1175,0.07,1,218,0,0.059328,8.361847,5.035853,375
'Entire home/apt',52,81,0.55,1,244,9,0.129351,7.816742,2.687727,181
'Private room',206,100,2.07,1,258,21,8.94495,10.419621,17.847435,73
'Private room',2,1548,0.04,2,0,0,0.479321,3.135848,7.331914,35
'Entire home/apt',224,88,2.25,3,214,18,0.300657,7.5788,6.658351,147
'Private room',11,2692,0.11,1,0,0,0.376597,10.322282,7.592759,41
'Private room',87,69,0.87,1,291,17,0.327144,5.019959,1.290223,130
'Entire home/apt',1,3032,0.01,1,0,0,0.116522,3.992108,4.010622,70
'Entire home/apt',201,79,2.03,1,262,29,0.123298,5.367486,5.523199,388
'Entire home/apt',97,137,0.97,2,322,3,0.090014,8.449238,6.291712,220
'Entire home/apt',289,86,2.92,2,297,59,1.074104,8.451145,5.871903,207
'Entire home/apt',254,92,2.53,3,55,31,0.247383,6.384382,5.534466,143
'Entire home/apt',1,2142,0.01,1,0,0,0.07875,7.104387,1.006652,179
'Entire home/apt',80,104,0.81,3,342,14,0.136299,4.128367,4.036859,400
'Private room',84,77,1.01,2,262,26,0.163083,5.881848,5.607093,46
'Entire home/apt',40,1051,0.46,1,0,0,0.146262,6.507939,3.729349,150
'Entire home/apt',17,1698,0.17,1,0,0,0.544232,4.175031,2.171258,280
'Entire home/apt',152,107,1.53,1,20,4,0.211354,7.856793,5.179062,168
'Private room',133,100,1.37,1,129,17,0.099119,9.08844,5.066934,125
'Private room',37,2082,0.37,2,0,0,0.088047,8.615249,6.152916,52
'Entire home/apt',44,1075,0.52,1,0,0,0.19511,8.20695,5.081299,115
'Entire home/apt',0,-1,0,1,0,0,0.093045,7.847312,2.636946,175
'Private room',1,1270,0.02,2,154,0,0.073964,5.428606,5.966536,45
'Entire home/apt',8,1550,0.08,1,0,0,0.065344,9.46255,5.409658,360
'Entire home/apt',1,2877,0.01,1,0,0,0.128325,4.572648,3.955117,150
'Private room',0,-1,0,1,0,0,0.171994,6.11876,3.767625,70
'Private room',343,86,3.41,2,175,50,0.264279,7.519117,2.98218,91
'Entire home/apt',4,2606,0.05,1,0,0,0.098195,8.733621,4.789832,120
'Private room',44,78,2.99,4,169,33,0.08026,5.524599,7.769685,104
'Entire home/apt',268,75,3.14,1,64,18,0.10025,6.55273,3.680426,235
'Entire home/apt',11,246,0.11,3,331,1,0.523166,9.450869,10.494086,250
'Private room',44,1122,0.45,1,0,0,0.04419,4.801984,2.203947,75
'Entire home/apt',4,1298,0.04,1,167,0,0.249463,9.807284,6.332929,200
'Entire home/apt',9,1923,0.1,1,0,0,0.194728,10.204544,7.228484,85
'Entire home/apt',119,1718,1.19,1,0,0,0.070174,7.979865,2.783559,220
'Entire home/apt',3,2506,0.03,1,0,0,0.163717,5.879712,0.845874,189
'Private room',9,1857,0.11,1,0,0,0.158641,7.432778,2.563716,68
'Private room',0,-1,0,1,0,0,0.07862,5.794074,3.827552,30
'Entire home/apt',0,-1,0,1,0,0,0.510277,4.145869,2.230258,350
'Entire home/apt',11,2403,0.11,1,0,0,0.345905,7.51988,1.345044,300
'Hotel room',18,379,0.19,33,332,1,0.554023,5.141157,3.261107,145
'Entire home/apt',3,2625,0.03,1,0,0,0.228265,4.97343,5.296784,135
'Entire home/apt',0,-1,0,1,18,0,0.122985,8.742117,4.922708,279
'Private room',193,106,1.93,3,34,1,0.171724,5.262509,4.616098,35
'Entire home/apt',12,93,1.03,1,248,12,0.204026,9.379496,6.929109,500
'Entire home/apt',12,1171,0.12,1,0,0,0.317893,9.94825,6.415503,145
'Entire home/apt',0,-1,0,1,0,0,0.289651,9.96257,6.935127,250
'Private room',0,-1,0,18,338,0,0.47467,3.001486,4.865443,39
'Private room',8,1252,0.08,18,338,0,0.355085,2.970051,3.342065,43
'Entire home/apt',345,74,3.48,1,277,48,0.146569,6.650544,5.740096,249
'Entire home/apt',6,2864,0.06,1,0,0,0.107366,8.332929,5.283203,115
'Entire home/apt',167,92,1.7,4,197,31,0.230615,5.002166,3.847059,196
'Entire home/apt',0,-1,0,1,0,0,0.144424,7.625269,2.765252,200
'Entire home/apt',178,72,1.8,3,42,23,0.247383,6.384382,5.534466,65
'Entire home/apt',22,1050,0.22,1,0,0,0.344542,6.28814,2.931182,350
'Entire home/apt',4,2846,0.04,1,0,0,0.079462,7.400413,2.731825,125
'Entire home/apt',218,93,2.39,2,319,31,0.229015,5.634963,4.063421,181
'Entire home/apt',3,2692,0.03,1,0,0,0.090348,8.014931,5.000928,200
'Entire home/apt',6,1141,0.06,1,33,0,0.19856,9.193824,5.152672,425
'Entire home/apt',7,101,0.07,1,275,2,0.199764,6.314027,7.595739,29
'Entire home/apt',2,1963,0.03,1,0,0,0.202038,6.792681,2.074244,175
'Entire home/apt',0,-1,0,1,0,0,0.193321,6.070914,3.050249,270
'Private room',0,-1,0,1,0,0,0.443153,8.966794,7.519205,150
'Private room',1,317,0.12,1,246,1,0.095636,5.813179,5.826716,200
'Private room',2,2976,0.02,1,365,0,0.384839,1.826763,4.552078,100
'Entire home/apt',17,1940,0.17,1,0,0,0.042709,6.181055,3.268377,158
'Private room',0,-1,0,1,0,0,0.138662,9.938956,7.382173,30
'Entire home/apt',17,1478,0.17,2,159,0,0.217861,9.68278,7.33039,100
'Private room',2,3049,0.02,1,0,0,0.277407,6.521014,1.342909,80
'Entire home/apt',36,1050,0.37,1,0,0,0.099138,8.405388,4.771385,300
'Private room',33,89,0.33,1,279,4,0.186091,7.733562,5.804355,105
'Private room',11,2432,0.11,1,364,0,0.029523,2.931283,5.808051,99
'Private room',17,134,0.17,1,249,2,0.351222,6.344061,1.279719,90
'Entire home/apt',298,82,2.99,1,237,57,0.097133,8.777363,5.440604,158
'Entire home/apt',12,2242,0.12,1,291,0,0.122032,7.252198,1.820481,275
'Entire home/apt',33,2509,0.37,1,0,0,0.526557,2.887543,3.484529,90
'Entire home/apt',1,1961,0.02,1,0,0,0.079198,10.129214,7.87791,85
'Private room',13,2509,0.13,1,0,0,0.113142,5.59841,5.808829,50
'Entire home/apt',112,965,1.14,1,88,0,0.12029,5.128488,1.232581,250
'Entire home/apt',10,1863,0.11,1,0,0,0.269402,5.599096,4.076149,119
'Entire home/apt',5,1933,0.05,1,0,0,0.352949,5.330171,2.221116,85
'Private room',0,-1,0,1,0,0,0.204804,5.599309,5.278172,84
