@relation 'nyc_listings - cleaned-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute neighbourhood_group {Brooklyn,Queens,Bronx,Manhattan,'Staten Island'}
@attribute neighbourhood {Greenpoint,Kensington,Ridgewood,'Mott Haven','Morningside Heights','East Village','Prospect Heights',Bedford-Stuyvesant,Midtown,'Sunset Park','Park Slope','Upper West Side','South Slope',Williamsburg,Gowanus,Bushwick,'Upper East Side','Crown Heights','Ditmars Steinway','Middle Village','East Harlem','Fort Greene',Harlem,Jamaica,'Hells Kitchen','Clinton Hill',Flatbush,Chelsea,'Long Island City','Brooklyn Heights','Lower East Side','Flatiron District','Rockaway Beach','Windsor Terrace',Chi0town,Tribeca,'Washington Heights','Greenwich Village','Fi0ncial District','Kips Bay','Clason Point',Eastchester,'Carroll Gardens','West Village',Nolita,'Forest Hills','Murray Hill','East Flatbush','Boerum Hill',Astoria,Sunnyside,'St. George',Gravesend,Kingsbridge,Gramercy,Allerton,'University Heights','Richmond Hill','East New York','Little Italy','Prospect-Lefferts Gardens',Arrochar,SoHo,'Stuyvesant Town',Elmhurst,'Theater District','Sheepshead Bay','Rego Park','Emerson Hill',Bayside,Bensonhurst,Woodside,'Shore Acres','Spuyten Duyvil',Briarwood,'Battery Park City',Maspeth,'Brighton Beach','Two Bridges','Fort Hamilton','Cobble Hill','Jackson Heights','New Springville',Longwood,Inwood,NoHo,Flushing,DUMBO,'Columbia St',Tottenville,'Cypress Hills','Mariners Harbor','East Elmhurst','Kew Gardens','Downtown Brooklyn',Concord,Melrose,'College Point','City Island','Bay Ridge','Red Hook','Vinegar Hill',Glendale,Concourse,'Port Morris',Flatlands,Arverne,Ca0rsie,'Queens Village',Williamsbridge,Soundview,Woodhaven,Parkchester,Bronxdale,'Ozone Park','Bay Terrace',Fordham,Norwood,Clifton,'Claremont Village','Concourse Village','Borough Park',Fieldston,Huguenot,'Mount Hope','Howard Beach',Wakefield,Midwood,'0vy Yard',Brownsville,'Civic Center','Lighthouse Hill','Roosevelt Island','South Ozone Park',Unionport,'Randall Manor','Jamaica Estates','Kew Gardens Hills',Bellerose,'Fresh Meadows','Morris Park','East Morrisania','Springfield Gardens',Tremont,'Far Rockaway','St. Albans',Coro0,'West Brighton','Manhattan Beach','Marble Hill','Dongan Hills',Belmont,'Castleton Corners',Laurelton,'Hunts Point','Great Kills','Pelham Bay','Silver Lake',Riverdale,Morrisania,'Grymes Hill',Holliswood,Tompkinsville,'Morris Heights',Edgemere,'New Brighton','Pelham Gardens',Baychester,'Mill Basin','Sea Gate','Bergen Beach',Stapleton,'Cambria Heights',Richmondtown,'Dyker Heights',Olinville,'Throgs Neck','Coney Island',Rosedale,'Howland Hook',Highbridge,'South Beach','Bath Beach','Midland Beach',Oakwood,Eltingville,Hollis,Schuylerville,Edenwald,'North Riverdale','Mount Eden',Neponsit,'Fort Wadsworth','Westchester Square','Van Nest',Rosebank,Woodlawn,'Grant City','New Dorp','Port Richmond','Country Club',Bayswater,Willowbrook,Douglaston,'New Dorp Beach','Todt Hill','West Farms','Little Neck',Whitestone,'Arden Heights','Co-op City','Jamaica Hills','Princes Bay','Bulls Head','Castle Hill','Belle Harbor',Westerleigh,'Chelsea, Staten Island','Gerritsen Beach','Breezy Point',Graniteville,Woodrow,'Hollis Hills','Port Ivory','Rockaway Park','Freshkills Park','Floral Park','Ellis Island',Bloomfield,'Ferry Point Park','Park Hill','Pelham Islands','Broad Channel','Pelham Bay Park','Van Cortlandt Park','LaGuardia Airport','Marine Park','Flushing Meadows Coro0 Park','Forest Park','Bronx Park','Croto0 Park','Green-Wood Cemetery','Prospect Park','Central Park'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
Manhattan,Harlem,40.80384,-73.95123,'Entire home/apt',173,137,1.26,1,45,2,0.148752,4.670336,3.674981,70
Manhattan,Harlem,40.82782,-73.9473,'Private room',3,1121,0.06,1,0,0,0.18863,5.36996,5.249696,99
Manhattan,Chelsea,40.74187,-74.00223,'Private room',36,1031,0.24,2,282,0,0.073579,7.485982,1.439829,85
Bronx,Eastchester,40.881,-73.83511,'Entire home/apt',53,80,0.46,6,360,6,0.249252,7.44899,11.809086,99
Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,'Entire home/apt',89,101,0.67,1,254,5,0.375447,7.090351,5.930401,120
Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,'Entire home/apt',268,1073,1.88,2,0,0,0.213288,7.577896,5.702168,135
Manhattan,'East Village',40.72219,-73.98245,'Entire home/apt',153,1047,1.08,2,159,0,0.380977,7.098058,2.476495,390
Brooklyn,'Carroll Gardens',40.67747,-74.00146,'Entire home/apt',285,80,1.9,3,334,19,0.402781,9.190069,5.624485,248
Manhattan,'West Village',40.72961,-74.00308,'Entire home/apt',55,114,0.45,2,23,3,0.156159,7.844678,2.181439,600
Brooklyn,Williamsburg,40.71983,-73.95992,'Entire home/apt',57,460,0.43,1,29,0,0.255286,6.196908,2.981143,175
Brooklyn,Williamsburg,40.70705,-73.95489,'Private room',14,1408,0.1,3,310,0,0.077341,6.604328,3.892603,55
Brooklyn,'Park Slope',40.6755,-73.98137,'Entire home/apt',28,106,0.2,2,74,2,0.15723,9.193113,5.696965,165
Manhattan,'East Village',40.72863,-73.9842,'Entire home/apt',0,-1,0,1,0,0,0.212365,6.954278,2.027773,200
Brooklyn,'Crown Heights',40.67582,-73.94316,'Private room',308,1047,2.16,1,1,0,0.309479,7.985972,6.123554,100
Brooklyn,'Park Slope',40.67115,-73.98026,'Entire home/apt',93,98,0.62,1,81,3,0.338467,9.386141,5.999476,220
Brooklyn,Williamsburg,40.71649,-73.94865,'Entire home/apt',29,1634,0.26,1,0,0,0.188279,5.898327,3.500253,83
Manhattan,Harlem,40.8104,-73.94309,'Private room',190,1049,1.32,1,0,0,0.224892,4.47909,4.293542,100
Manhattan,'Hells Kitchen',40.75603,-73.99294,'Private room',461,86,3.07,2,257,60,0.195956,6.731121,0.428363,85
Manhattan,Harlem,40.80617,-73.94757,'Entire home/apt',223,83,1.62,1,265,33,0.157421,4.555541,3.916137,102
Brooklyn,'South Slope',40.6686,-73.98723,'Entire home/apt',479,168,3.21,3,129,3,0.165702,9.763432,6.169323,90
Brooklyn,'Crown Heights',40.67634,-73.95143,'Private room',45,997,0.32,1,306,0,0.288027,8.182805,5.933672,75
Brooklyn,'Crown Heights',40.67579,-73.95072,'Private room',251,74,1.81,2,289,7,0.321113,8.19486,5.981914,60
Manhattan,'East Village',40.72497,-73.98356,'Private room',243,84,1.71,2,36,23,0.364665,7.049381,2.28153,79
Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,'Private room',62,84,0.57,2,325,12,0.460495,7.014511,5.844194,99
Brooklyn,Bedford-Stuyvesant,40.68305,-73.95195,'Private room',63,1410,0.47,1,162,0,0.19851,7.808568,5.486395,75
Manhattan,Harlem,40.82682,-73.94948,'Entire home/apt',232,70,1.73,1,283,18,0.051508,5.417044,5.139736,190
Manhattan,'East Village',40.72761,-73.98951,'Entire home/apt',516,71,3.77,3,255,60,0.188926,7.242655,2.108309,459
Manhattan,Nolita,40.72021,-73.99426,'Entire home/apt',11,71,0.08,2,350,10,0.024869,7.719411,2.651014,568
Manhattan,'Upper West Side',40.79907,-73.96517,'Private room',3,2931,0.02,1,0,0,0.177122,5.27496,3.043474,85
Brooklyn,Williamsburg,40.7106,-73.95178,'Entire home/apt',56,801,0.4,1,0,0,0.15126,6.30942,3.753201,85
Manhattan,'East Village',40.72421,-73.98509,'Entire home/apt',25,3993,0.17,1,0,0,0.270513,7.147986,2.331617,100
Brooklyn,Gowanus,40.66895,-73.99136,'Entire home/apt',3,3025,0.02,1,221,0,0.125571,9.818231,6.152775,260
Manhattan,'Upper East Side',40.77827,-73.94669,'Entire home/apt',21,1918,0.14,1,250,0,0.278849,4.046153,2.538983,150
Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,'Private room',70,214,0.48,5,262,3,0.105668,7.957431,5.420375,80
Brooklyn,'Clinton Hill',40.68292,-73.96381,'Private room',325,76,2.18,1,251,39,0.11323,8.192739,5.31416,89
Brooklyn,Williamsburg,40.70797,-73.94792,'Entire home/apt',162,142,1.14,2,82,4,0.182318,6.303301,4.015837,106
Queens,'Forest Hills',40.7106,-73.85246,'Entire home/apt',69,77,1.12,3,212,22,0.873833,4.725032,7.966322,123
Manhattan,Harlem,40.82899,-73.94345,'Private room',20,1413,0.17,1,244,0,0.149297,5.266529,5.409689,75
Manhattan,'Lower East Side',40.72314,-73.99108,'Entire home/apt',118,255,0.79,2,304,2,0.064915,7.467504,2.424558,185
Manhattan,'Hells Kitchen',40.7672,-73.98464,'Private room',68,410,0.46,4,254,1,0.164709,6.15633,0.636534,171
Manhattan,'Hells Kitchen',40.75587,-73.99399,'Private room',81,149,0.85,1,41,7,0.249381,6.789481,0.486295,62
Brooklyn,'Carroll Gardens',40.68028,-73.99328,'Entire home/apt',68,968,0.53,1,218,0,0.091018,9.388303,5.379478,190
Manhattan,'Murray Hill',40.74564,-73.97782,'Private room',145,76,1.06,1,26,5,0.234361,6.14401,0.950354,68
Manhattan,'East Village',40.72547,-73.98619,'Entire home/apt',144,82,1.6,1,49,32,0.24949,7.155901,2.244886,368
Brooklyn,Williamsburg,40.71771,-73.95849,'Entire home/apt',27,1074,0.28,1,0,0,0.106287,6.232393,3.146956,250
Brooklyn,'Fort Greene',40.68646,-73.97548,'Entire home/apt',119,79,0.9,1,265,9,0.045831,8.411618,4.966485,170
Brooklyn,'Park Slope',40.67548,-73.98315,'Entire home/apt',281,71,1.99,2,252,28,0.12668,9.257242,5.695326,174
Manhattan,'West Village',40.73405,-74.00281,'Entire home/apt',32,598,0.23,1,0,0,0.043648,7.707856,1.903729,120
Brooklyn,'Park Slope',40.67494,-73.97792,'Entire home/apt',35,86,0.29,1,0,7,0.314331,9.102479,5.746064,325
Brooklyn,'East Flatbush',40.6327,-73.93184,'Private room',4,1128,0.03,1,0,0,0.857342,8.340758,9.12864,80
Brooklyn,Gowanus,40.68088,-73.99102,'Entire home/apt',194,86,1.55,2,242,58,0.218461,9.272393,5.329808,210
Brooklyn,'Crown Heights',40.67478,-73.95165,'Entire home/apt',80,420,0.6,1,0,1,0.326181,8.280798,6.032289,70
Manhattan,'East Harlem',40.79544,-73.94836,'Entire home/apt',42,115,0.34,1,20,7,0.22627,4.323899,3.284189,130
Brooklyn,'Clinton Hill',40.68818,-73.96383,'Private room',513,96,3.46,2,296,28,0.162052,7.908322,4.960746,97
Brooklyn,'Clinton Hill',40.68513,-73.96648,'Private room',92,1010,0.63,2,345,0,0.133507,8.162939,5.134155,139
Brooklyn,Williamsburg,40.71512,-73.95899,'Entire home/apt',284,108,1.92,1,272,17,0.190266,6.371702,3.293801,195
Brooklyn,Williamsburg,40.71347,-73.96035,'Entire home/apt',178,142,1.32,1,241,5,0.325271,6.503303,3.365462,153
Brooklyn,Williamsburg,40.71516,-73.96448,'Entire home/apt',74,142,0.53,1,119,5,0.448758,6.594901,3.170946,155
Manhattan,'East Village',40.72334,-73.97719,'Entire home/apt',82,88,0.6,1,264,4,0.581082,6.813491,2.4342,215
Manhattan,Harlem,40.80332,-73.95741,'Private room',105,1050,0.76,1,0,0,0.186349,4.969173,3.482945,120
Manhattan,'Upper West Side',40.78763,-73.96862,'Entire home/apt',20,762,0.15,1,163,0,0.125198,5.292028,2.242608,139
Brooklyn,'Boerum Hill',40.6857,-73.98131,'Entire home/apt',263,979,1.95,1,187,0,0.186759,8.665581,4.993943,100
Manhattan,'East Harlem',40.79128,-73.94125,'Private room',59,78,0.41,1,276,25,0.305656,3.872324,3.333224,76
Brooklyn,'Park Slope',40.67487,-73.97637,'Entire home/apt',39,86,0.31,2,353,2,0.246174,9.053017,5.757591,900
Manhattan,'East Village',40.72506,-73.97906,'Entire home/apt',22,2927,0.16,1,0,0,0.432493,6.836098,2.299898,100
Manhattan,'West Village',40.73271,-74.00367,'Entire home/apt',141,167,0.96,1,230,5,0.064449,7.787171,2.007308,200
Brooklyn,Williamsburg,40.71371,-73.96203,'Entire home/apt',27,1419,0.19,1,3,0,0.378069,6.560106,3.313811,150
Manhattan,Harlem,40.80687,-73.95333,'Entire home/apt',29,114,0.21,2,108,7,0.1485,4.860256,3.80208,599
Brooklyn,'Boerum Hill',40.68442,-73.98068,'Entire home/apt',39,72,0.32,1,222,12,0.114603,8.706787,5.083836,900
Brooklyn,Williamsburg,40.710651,-73.950874,'Private room',245,124,1.66,2,5,13,0.149503,6.273043,3.774634,150
Manhattan,'East Village',40.72297,-73.9851,'Private room',32,2506,0.33,1,0,0,0.265829,7.192593,2.417169,67
Manhattan,'Hells Kitchen',40.76203,-73.98869,'Private room',44,1412,0.3,2,6,0,0.150643,6.424511,0.328115,139
Queens,Astoria,40.76336,-73.92099,'Private room',0,-1,0,1,0,0,0.237394,2.809509,3.54161,55
Manhattan,'West Village',40.7304,-74.00228,'Entire home/apt',18,3455,0.13,1,0,0,0.16547,7.782254,2.113324,175
Manhattan,'Upper West Side',40.78846,-73.97459,'Entire home/apt',34,306,0.26,1,323,1,0.089791,5.622764,2.184526,210
Queens,Sunnyside,40.74523,-73.92318,'Private room',29,1059,0.2,1,183,0,0.109908,3.53462,3.514906,78
Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,'Entire home/apt',337,1069,2.3,2,0,0,0.272234,7.68372,5.661216,135
Brooklyn,Williamsburg,40.71345,-73.94289,'Entire home/apt',90,73,0.74,1,327,8,0.096686,5.83769,3.8551,330
Manhattan,'Upper West Side',40.79999,-73.96338,'Entire home/apt',269,78,2.13,2,205,36,0.275514,5.20023,3.13896,173
Brooklyn,Greenpoint,40.73094,-73.95484,'Private room',7,1116,0.07,1,249,0,0.031977,5.509296,2.50771,100
Manhattan,'Upper East Side',40.78422,-73.95133,'Entire home/apt',0,-1,0,1,0,0,0.101189,4.326033,2.598827,250
Manhattan,Nolita,40.72,-73.99487,'Entire home/apt',234,117,1.67,1,65,11,0.060493,7.755454,2.671445,596
Manhattan,'Upper West Side',40.77845,-73.98295,'Entire home/apt',59,167,0.47,1,5,3,0.053508,6.025892,1.417902,160
Manhattan,'Lower East Side',40.71992,-73.99167,'Entire home/apt',71,105,0.48,1,261,8,0.118835,7.608436,2.649028,671
Brooklyn,'Carroll Gardens',40.67813,-74.00062,'Entire home/apt',188,93,1.29,3,344,18,0.343242,9.230638,5.572521,203
'Staten Island','St. George',40.64633,-74.08156,'Private room',178,103,1.28,1,265,2,3.267372,5.725986,9.320906,70
Manhattan,Harlem,40.81862,-73.94518,'Entire home/apt',0,-1,0,1,0,0,0.137699,4.886109,4.726746,100
Manhattan,Midtown,40.7449,-73.98499,'Entire home/apt',4,1669,0.07,1,219,0,0.132346,6.52881,0.904329,185
Brooklyn,'Fort Greene',40.69287,-73.97108,'Private room',231,1008,1.59,2,365,0,0.404118,7.922831,4.562418,110
Brooklyn,Williamsburg,40.70894,-73.95234,'Entire home/apt',126,100,0.87,1,112,3,0.154716,6.414041,3.838908,98
Manhattan,'Washington Heights',40.83403,-73.93951,'Entire home/apt',36,177,0.32,2,305,1,0.138408,5.359533,5.816068,332
Manhattan,Chi0town,40.7159,-73.99156,'Entire home/apt',58,122,0.41,2,64,4,0.16004,7.751112,2.923683,155
Manhattan,'Lower East Side',40.7203,-73.98424,'Entire home/apt',38,85,0.28,1,36,5,0.221076,7.250612,2.60221,250
Manhattan,'Greenwich Village',40.72997,-74.00196,'Entire home/apt',44,177,0.35,1,341,1,0.181608,7.778744,2.132678,225
Manhattan,Harlem,40.82569,-73.93842,'Entire home/apt',18,1429,0.37,1,0,0,0.164114,4.910324,5.331268,100
Brooklyn,'Fort Greene',40.68834,-73.97578,'Private room',339,74,2.32,3,118,59,0.087103,8.32659,4.83575,65
Brooklyn,Williamsburg,40.71584,-73.96355,'Entire home/apt',19,282,0.14,1,0,1,0.387026,6.525819,3.146243,140
Brooklyn,Greenpoint,40.72919,-73.95588,'Entire home/apt',50,3108,0.36,1,0,0,0.163859,5.625918,2.562657,229
Queens,Astoria,40.75684,-73.91286,'Entire home/apt',507,78,3.79,1,252,38,0.051069,2.608863,3.966952,151
Brooklyn,Gravesend,40.60602,-73.97076,'Entire home/apt',0,-1,0,2,0,0,0.209514,10.70423,10.517457,184
Brooklyn,'Park Slope',40.67231,-73.97878,'Entire home/apt',0,-1,0,1,0,0,0.418555,9.273143,5.923984,150
Bronx,Kingsbridge,40.87069,-73.90113,'Entire home/apt',15,116,0.3,2,249,5,0.295851,6.636332,9.037748,90
Manhattan,Harlem,40.80494,-73.94998,'Entire home/apt',299,87,2.24,3,278,40,0.197054,4.638476,3.77511,350
Manhattan,'Upper West Side',40.77743,-73.97691,'Entire home/apt',37,1369,0.27,1,0,0,0.135498,5.695512,1.420342,110
Manhattan,'East Harlem',40.79179,-73.93972,'Entire home/apt',15,2465,0.11,1,0,0,0.332937,3.800686,3.418169,79
Brooklyn,'Fort Greene',40.68876,-73.97758,'Private room',113,72,1.11,3,121,41,0.157428,8.372252,4.79709,85
Manhattan,'East Village',40.72752,-73.98581,'Private room',211,82,1.55,1,231,22,0.328115,7.068256,2.103188,175
Brooklyn,Greenpoint,40.72744,-73.953,'Private room',35,413,0.3,1,0,1,0.22706,5.573165,2.755941,85
Manhattan,'East Harlem',40.80834,-73.94075,'Entire home/apt',38,138,0.28,2,286,2,0.262213,4.296978,4.24675,120
Manhattan,Harlem,40.8241,-73.94415,'Private room',38,1652,0.3,2,341,0,0.046104,5.073049,5.089112,75
Manhattan,'Hells Kitchen',40.75523,-73.99792,'Entire home/apt',52,2919,0.37,1,218,0,0.234006,7.00853,0.704552,299
Queens,Astoria,40.77507,-73.93367,'Entire home/apt',237,111,1.73,1,301,12,0.877703,3.33782,3.065244,119
Brooklyn,Bedford-Stuyvesant,40.68096,-73.94062,'Entire home/apt',92,739,0.68,1,235,0,0.073005,7.60857,5.853375,65
Manhattan,Chelsea,40.74937,-73.99467,'Entire home/apt',26,132,0.19,1,2,6,0.164885,6.936272,0.777989,240
Brooklyn,Bedford-Stuyvesant,40.68511,-73.91927,'Private room',27,1864,0.2,4,365,0,0.169557,6.846106,6.194478,165
Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,'Private room',76,1047,0.57,3,2,0,0.089552,7.604799,5.911988,81
Brooklyn,Bedford-Stuyvesant,40.68048,-73.93938,'Private room',59,84,0.44,3,1,7,0.089552,7.604799,5.911988,70
Manhattan,Chelsea,40.74389,-74.00068,'Private room',27,1065,0.46,2,218,0,0.200279,7.361316,1.278606,150
Brooklyn,'Crown Heights',40.66946,-73.94638,'Entire home/apt',8,3682,0.06,2,286,0,0.223375,8.45538,6.471889,94
Manhattan,Harlem,40.80874,-73.94926,'Entire home/apt',47,1412,0.34,1,90,0,0.216535,4.717767,4.021528,149
Brooklyn,Greenpoint,40.72364,-73.95013,'Entire home/apt',3,1112,0.02,1,0,0,0.081639,5.619439,3.057846,75
Brooklyn,Williamsburg,40.71174,-73.95798,'Entire home/apt',47,150,0.55,1,119,4,0.231774,6.491051,3.527926,582
Manhattan,'Lower East Side',40.71911,-73.98588,'Entire home/apt',350,85,2.49,1,245,28,0.100251,7.370382,2.68349,175
Brooklyn,Williamsburg,40.71407,-73.96657,'Private room',3,3767,0.02,3,336,0,0.581679,6.730548,3.202542,100
Brooklyn,Greenpoint,40.72852,-73.95655,'Private room',262,982,1.94,1,23,0,0.222235,5.682729,2.576075,78
Manhattan,'Upper West Side',40.7751,-73.98595,'Entire home/apt',26,2491,0.2,11,364,0,0.234182,6.190768,1.180156,2500
Brooklyn,'Crown Heights',40.67188,-73.95097,'Entire home/apt',28,1149,0.23,1,0,0,0.137237,8.433309,6.234195,130
Manhattan,'Upper West Side',40.80244,-73.96541,'Entire home/apt',5,3681,0.04,2,365,0,0.131367,5.35852,3.256652,187
Brooklyn,Williamsburg,40.70652,-73.93991,'Entire home/apt',49,138,0.4,1,308,7,0.060443,6.106671,4.337481,146
Manhattan,'Upper West Side',40.79824,-73.96863,'Private room',0,-1,0,1,0,0,0.084335,5.440687,2.925357,50
Manhattan,'East Village',40.72641,-73.98711,'Entire home/apt',411,87,3.06,3,266,49,0.258707,7.167547,2.181482,179
Manhattan,'Upper West Side',40.79864,-73.96209,'Entire home/apt',191,89,1.41,1,85,2,0.182258,5.105371,3.081732,250
Bronx,Kingsbridge,40.8666,-73.90061,'Private room',114,209,0.97,2,257,2,0.203966,6.35546,8.811028,49
Manhattan,Chelsea,40.74088,-73.99538,'Entire home/apt',5,1240,0.09,1,0,0,0.136456,7.157029,1.298625,550
Manhattan,'Kips Bay',40.74045,-73.9749,'Private room',115,91,0.86,1,314,8,0.542294,6.134347,1.342149,189
Brooklyn,Bushwick,40.68478,-73.9066,'Private room',62,1143,0.56,1,0,0,0.151256,6.641673,6.639493,55
Manhattan,'East Village',40.72113,-73.98213,'Private room',127,108,0.95,1,62,10,0.347934,7.12276,2.550675,175
Manhattan,Nolita,40.72212,-73.99638,'Entire home/apt',19,110,0.14,2,234,1,0.043387,7.753802,2.545993,399
Manhattan,'East Harlem',40.78923,-73.946,'Entire home/apt',121,107,0.91,1,310,3,0.124291,4.092875,3.048741,100
Brooklyn,Bedford-Stuyvesant,40.68921,-73.95439,'Entire home/apt',245,84,1.85,1,276,29,0.055443,7.536857,5.041291,134
Brooklyn,'Carroll Gardens',40.68194,-73.99708,'Entire home/apt',6,2656,0.04,1,0,0,0.163671,9.398798,5.286089,350
Manhattan,Gramercy,40.73693,-73.98129,'Entire home/apt',5,2647,0.04,1,0,0,0.353567,6.552887,1.47189,139
Bronx,Allerton,40.86502,-73.85496,'Entire home/apt',328,87,2.45,2,320,16,0.416984,6.135689,10.263045,173
Brooklyn,'Windsor Terrace',40.65891,-73.98556,'Entire home/apt',118,104,0.88,1,72,8,0.327349,10.230288,6.837211,100
Bronx,'University Heights',40.85981,-73.9063,'Private room',157,95,1.16,1,257,15,0.163844,5.989832,8.249171,40
Manhattan,Chelsea,40.73862,-73.99758,'Entire home/apt',2,2636,0.01,1,0,0,0.061332,7.324885,1.491036,250
Queens,'Richmond Hill',40.7012,-73.83151,'Private room',42,84,0.32,3,348,16,0.17956,5.126086,9.276429,66
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',38,982,0.29,30,102,0,0.349582,5.195507,2.2454,339
Brooklyn,Williamsburg,40.70829,-73.96564,'Entire home/apt',98,972,0.72,2,5,0,0.426365,6.958108,3.597313,85
Brooklyn,'Crown Heights',40.67265,-73.94486,'Entire home/apt',26,2937,0.2,1,0,0,0.263695,8.222379,6.293314,250
Brooklyn,Bushwick,40.69913,-73.93107,'Private room',43,1902,0.35,2,341,0,0.22624,6.261793,5.033105,82
Manhattan,'West Village',40.73273,-74.00041,'Entire home/apt',6,1966,0.08,1,0,0,0.027443,7.623356,1.924313,246
Manhattan,'East Village',40.73345,-73.98809,'Entire home/apt',63,1768,0.48,1,0,0,0.132083,6.991211,1.699842,165
Brooklyn,'Fort Greene',40.68915,-73.97686,'Private room',20,81,0.23,3,0,7,0.161905,8.325729,4.774015,90
Manhattan,'West Village',40.73853,-74.00292,'Entire home/apt',1,3696,0.01,1,0,0,0.088024,7.599431,1.646043,200
Manhattan,Harlem,40.8078,-73.95232,'Private room',121,160,1.45,1,258,3,0.225779,4.837957,3.884516,130
Manhattan,'Hells Kitchen',40.76263,-73.99401,'Private room',101,1053,0.79,1,307,0,0.435123,6.704937,0.563877,142
Manhattan,Chelsea,40.74907,-74.00281,'Private room',1,3131,0.01,1,0,0,0.339799,7.369799,1.128241,282
Manhattan,'Washington Heights',40.85099,-73.92822,'Private room',4,2692,0.04,1,0,0,0.299375,5.928545,7.137942,125
Brooklyn,Williamsburg,40.71065,-73.94102,'Entire home/apt',21,313,0.16,1,164,4,0.069985,5.919653,4.070922,150
Brooklyn,Bedford-Stuyvesant,40.68532,-73.91881,'Private room',7,1500,0.05,4,365,0,0.140584,6.823332,6.197443,100
Manhattan,Chi0town,40.7159,-73.99103,'Entire home/apt',77,198,0.59,1,82,1,0.148593,7.726878,2.92055,121
Manhattan,Chi0town,40.71643,-73.99931,'Entire home/apt',49,2904,0.4,1,0,0,0.123587,8.089982,2.965784,122
Brooklyn,'East New York',40.67346,-73.87263,'Entire home/apt',273,102,2.04,1,298,34,0.135332,5.609441,8.485624,183
Brooklyn,'Park Slope',40.6732,-73.97998,'Private room',284,106,2.18,1,299,28,0.331438,9.26661,5.858957,135
Brooklyn,'Crown Heights',40.66941,-73.94988,'Entire home/apt',103,1049,0.77,1,0,0,0.047091,8.551081,6.414645,108
Manhattan,Harlem,40.81146,-73.94469,'Private room',11,1877,0.08,2,280,0,0.259464,4.591603,4.3095,125
Manhattan,Harlem,40.81128,-73.9433,'Entire home/apt',0,-1,0,2,327,0,0.24594,4.520236,4.338698,400
Manhattan,'Hells Kitchen',40.75981,-73.99138,'Entire home/apt',10,1304,0.12,1,0,0,0.194605,6.595605,0.344484,175
Manhattan,'Upper West Side',40.78615,-73.97394,'Private room',164,81,1.25,1,297,34,0.212329,5.56769,2.042329,156
Manhattan,'Upper East Side',40.7688,-73.95825,'Entire home/apt',45,73,0.34,1,83,4,0.006106,4.712425,1.664037,179
Brooklyn,'Crown Heights',40.67223,-73.95556,'Entire home/apt',310,70,2.39,1,244,33,0.171597,8.542713,6.139754,110
Brooklyn,'Prospect Heights',40.67914,-73.96443,'Entire home/apt',37,1053,0.28,1,0,0,0.294691,8.421445,5.561623,175
Brooklyn,'Prospect Heights',40.67882,-73.97224,'Private room',5,1109,0.05,1,0,0,0.123161,8.699317,5.511182,55
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',48,124,0.44,30,229,9,0.349582,5.195507,2.2454,339
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',28,181,0.25,30,221,3,0.349582,5.195507,2.2454,339
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',81,82,0.63,30,230,11,0.349582,5.195507,2.2454,339
Manhattan,Harlem,40.80748,-73.95589,'Private room',101,2572,0.78,1,0,0,0.177431,5.004799,3.777559,75
Manhattan,'Upper West Side',40.79846,-73.96512,'Private room',23,424,0.21,1,173,1,0.190504,5.260452,3.005332,205
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',33,90,0.25,30,232,4,0.349582,5.195507,2.2454,339
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',28,72,0.22,30,224,3,0.349582,5.195507,2.2454,339
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',48,144,0.37,30,232,2,0.349582,5.195507,2.2454,339
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',64,116,0.49,30,229,10,0.349582,5.195507,2.2454,339
Brooklyn,Greenpoint,40.73756,-73.9535,'Entire home/apt',75,122,0.59,30,223,18,0.349582,5.195507,2.2454,339
Brooklyn,Greenpoint,40.73756,-73.9535,'Private room',11,99,0.09,30,87,3,0.349582,5.195507,2.2454,529
Brooklyn,Greenpoint,40.73756,-73.9535,'Private room',6,72,0.05,30,222,2,0.349582,5.195507,2.2454,372
Brooklyn,Greenpoint,40.73756,-73.9535,'Private room',7,836,0.07,30,219,0,0.349582,5.195507,2.2454,336
