neighbourhood_group,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,dist_from_subway_in_miles,dist_from_airport_in_miles,dist_from_city_center,price
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92263,-77.04492,Entire home/apt,66,0.61,1,365,0,1481,0.443378959,4.882523511,1.151204418,120
NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87182,-77.01231,Private room,605,5.14,14,149,52,47,0.428324633,1.942371487,2.786066661,91
NA,"Colonial Village, Shepherd Park, North Portal Estates",38.98661,-77.03505,Private room,54,0.53,1,331,1,387,0.552646031,9.282315209,5.480220974,140
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92398,-77.0312,Entire home/apt,19,0.19,1,349,0,920,0.276798809,4.972389793,1.198918279,114
NA,"Capitol Hill, Lincoln Park",38.89013,-77.00026,Entire home/apt,69,0.88,19,288,17,159,0.439237132,3.326247956,2.321521011,201
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90641,-77.01277,Private room,268,2.59,4,156,26,69,0.499413888,3.986889949,1.318625163,89
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93118,-77.03811,Entire home/apt,393,3.62,2,153,31,52,0.380711221,5.456566595,1.655938423,179
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90588,-77.01133,Private room,276,2.66,4,338,31,54,0.460394325,3.980294363,1.399089777,88
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93605,-77.04289,Entire home/apt,16,0.18,2,2,3,48,0.799325638,5.799485252,2.017337786,60
NA,"Capitol Hill, Lincoln Park",38.88981,-76.98762,Private room,81,0.79,1,261,9,36,0.580746653,3.774417116,2.946113698,95
NA,"Union Station, Stanton Park, Kingman Park",38.89707,-76.9881,Entire home/apt,696,5.81,1,323,30,38,0.933604555,4.118424214,2.754634773,125
NA,"Friendship Heights, American University Park, Tenleytown",38.9499,-77.09267,Entire home/apt,2,0.02,4,358,0,2265,0.717789603,7.385618482,4.237093871,59
NA,"Mayfair, Hillbrook, Mahaning Heights",38.90038,-76.94362,Private room,27,0.26,3,364,21,64,0.18933115,6.122286799,5.114781609,46
NA,"Shaw, Logan Circle",38.90807,-77.03174,Entire home/apt,23,0.22,1,263,0,2180,0.475735486,3.875602188,0.288060366,130
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91415,-77.04986,Private room,5,0.05,1,365,0,2623,0.471253027,4.332648456,0.854803256,275
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,18,0.16,5,127,0,411,0.1014897,5.911881652,2.31488691,70
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92986,-77.04216,Entire home/apt,47,0.47,8,59,4,54,0.542567888,5.370970698,1.58969773,90
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92479,-77.04149,Entire home/apt,268,2.24,1,345,6,86,0.531494754,5.019883781,1.239314061,150
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92696,-77.05303,Private room,6,0.08,2,160,4,65,0.133059144,5.232744087,1.623144356,275
NA,"Union Station, Stanton Park, Kingman Park",38.89259,-76.99799,Private room,186,1.85,8,0,0,954,0.559844776,3.536326888,2.351528484,98
NA,"Shaw, Logan Circle",38.91175,-77.02832,Entire home/apt,172,1.67,1,343,24,37,0.365716284,4.147571463,0.563938711,497
NA,"Douglas, Shipley Terrace",38.84348,-76.97886,Private room,145,1.41,1,148,30,82,0.26503524,3.26709669,5.419709828,34
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91545,-77.0305,Entire home/apt,206,1.78,1,344,19,38,0.196092316,4.388777381,0.66794751,145
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92986,-77.04207,Entire home/apt,63,0.63,8,32,0,956,0.537819315,5.370749994,1.588817315,361
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,379,3.23,1,341,43,52,1.33652598,5.192404093,2.34943947,125
NA,"Shaw, Logan Circle",38.90881,-77.02255,Entire home/apt,160,1.39,3,273,1,79,0.166835598,3.999432844,0.791346263,69
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92865,-77.04022,Entire home/apt,121,1.2,1,314,33,55,0.422203946,5.283746063,1.4911095,105
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92365,-76.99386,Entire home/apt,23,1.98,1,163,23,43,0.211283473,5.486557984,2.609743915,294
NA,"Takoma, Brightwood, Manor Park",38.96696,-77.0249,Private room,18,0.18,5,215,2,141,0.728840241,7.956080596,4.175169993,65
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91435,-77.04064,Private room,17,0.19,12,342,1,164,0.360748855,4.298254661,0.533941473,73
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92245,-77.04053,Entire home/apt,132,1.28,1,45,32,44,0.572926282,4.856613911,1.070753244,330
NA,"Cathedral Heights, McLean Gardens, Glover Park",38.91905,-77.07867,Private room,18,0.57,1,110,7,205,1.492652984,5.132735533,2.422783411,56
NA,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,92,0.8,1,201,10,49,0.477944036,6.535617142,3.11251957,150
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92098,-77.03805,Entire home/apt,13,0.13,1,0,6,184,0.560769733,4.752759081,0.952890999,95
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91767,-77.01549,Private room,17,0.24,46,209,2,258,0.454339339,4.68398586,1.374202814,35
NA,"Brightwood Park, Crestwood, Petworth",38.9383,-77.02306,Private room,28,0.29,46,333,6,49,0.063135332,6.001251022,2.275063711,29
NA,"Capitol Hill, Lincoln Park",38.88488,-76.98904,Private room,543,5.37,2,209,69,38,0.315307763,3.489088261,3.033221173,68
NA,"Georgetown, Burleith/Hillandale",38.9147,-77.06922,Entire home/apt,52,0.51,1,338,10,81,1.164311131,4.649687479,1.83898709,350
NA,"Capitol Hill, Lincoln Park",38.88196,-76.99618,Entire home/apt,113,1.11,2,331,4,66,0.184485607,3.063251704,2.824207408,176
NA,"Georgetown, Burleith/Hillandale",38.91262,-77.07049,Entire home/apt,1,0.01,1,363,0,2833,1.14791543,4.54355105,1.871755431,854
NA,"Brightwood Park, Crestwood, Petworth",38.93639,-77.04329,Entire home/apt,232,2.44,2,140,50,49,0.813324575,5.824021628,2.044105211,79
NA,"Brookland, Brentwood, Langdon",38.91969,-76.98726,Entire home/apt,44,0.44,1,348,0,1098,0.483321421,5.416081329,2.844060666,95
NA,"Shaw, Logan Circle",38.90982,-77.03225,Entire home/apt,236,3.47,1,50,54,44,0.559867946,3.993768951,0.311675377,168
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90343,-77.02692,Private room,168,1.77,6,349,15,68,0.343358973,3.590317224,0.603814827,59
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91391,-77.04235,Entire home/apt,389,3.95,16,104,54,107,0.302642832,4.272450122,0.550370462,250
NA,"Capitol Hill, Lincoln Park",38.88488,-76.98904,Private room,547,5.4,2,262,90,37,0.315307763,3.489088261,3.033221173,68
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93345,-77.02832,Entire home/apt,263,2.97,1,116,43,46,0.382372812,5.636451077,1.870852434,114
NA,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.8636,-76.95032,Entire home/apt,82,0.92,1,118,3,87,0.908064653,4.836323411,5.603350186,79
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,10,0.11,13,356,2,52,0.102244457,3.3085761,0.543242491,294
NA,"Union Station, Stanton Park, Kingman Park",38.89267,-76.9939,Entire home/apt,40,0.4,1,330,18,38,0.566519506,3.681662888,2.552902553,134
NA,"Georgetown, Burleith/Hillandale",38.90506,-77.06255,Entire home/apt,1,0.01,1,0,0,2852,0.734223792,3.898056935,1.408252717,180
NA,"Takoma, Brightwood, Manor Park",38.96614,-77.0319,Entire home/apt,53,0.59,2,110,2,63,1.015999345,7.875123265,4.076012667,60
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92184,-77.04594,Entire home/apt,67,0.75,1,322,15,89,0.419012221,4.833061397,1.124299066,180
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90353,-76.99023,Entire home/apt,328,3.26,1,318,30,55,0.738918833,4.394309767,2.560733672,87
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91564,-77.01268,Entire home/apt,286,3.09,1,251,40,39,0.525652425,4.592112324,1.444962514,120
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91347,-77.01582,Entire home/apt,405,4.41,6,205,43,66,0.332733392,4.399776906,1.229591824,317
NA,"Brightwood Park, Crestwood, Petworth",38.94417,-77.03488,Private room,122,1.28,1,299,20,41,0.777212598,6.35469165,2.553313179,60
NA,"Union Station, Stanton Park, Kingman Park",38.90501,-76.99994,Entire home/apt,523,5.28,1,321,48,73,0.218270889,4.192634331,2.023665686,150
NA,"Brookland, Brentwood, Langdon",38.92383,-76.9837,Entire home/apt,98,1.03,1,364,22,101,0.694913503,5.76093396,3.123153163,161
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92569,-77.05502,Entire home/apt,1,0.06,1,0,0,500,0.147800347,5.165050262,1.6144685,600
NA,"Union Station, Stanton Park, Kingman Park",38.90164,-77.00206,Entire home/apt,738,7.8,2,204,147,50,0.375196433,3.933263532,1.940563829,179
NA,"Union Station, Stanton Park, Kingman Park",38.89784,-77.00262,Entire home/apt,324,3.47,1,234,50,39,0.261932518,3.691709882,1.97998113,161
NA,"Georgetown, Burleith/Hillandale",38.91134,-77.06211,Entire home/apt,135,1.51,2,292,62,38,0.977554297,4.299407159,1.40579525,147
NA,"Union Station, Stanton Park, Kingman Park",38.89407,-76.97545,Entire home/apt,29,0.43,1,308,5,81,0.515217527,4.465140362,3.475334138,105
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92434,-76.99732,Entire home/apt,107,2.52,1,160,22,43,0.238057514,5.450323833,2.463513665,175
NA,"Shaw, Logan Circle",38.90708,-77.02728,Entire home/apt,111,1.22,1,268,29,43,0.296101606,3.836020069,0.525317258,151
NA,"Georgetown, Burleith/Hillandale",38.90806,-77.05656,Entire home/apt,53,0.58,1,89,0,416,0.612427064,3.996236871,1.075074919,125
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91421,-77.00732,Entire home/apt,8,1.29,16,237,8,60,0.548546292,4.595343643,1.685942069,370
NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90593,-76.99748,Entire home/apt,155,1.63,1,191,28,60,0.31190528,4.314806015,2.154115144,243
NA,"Friendship Heights, American University Park, Tenleytown",38.94285,-77.07665,Entire home/apt,95,1.05,1,152,15,107,0.444618042,6.613088165,3.28043917,95
NA,"Union Station, Stanton Park, Kingman Park",38.89703,-76.99279,Entire home/apt,26,0.28,1,137,23,67,0.80025825,3.952591113,2.508554256,104
NA,"Shaw, Logan Circle",38.90977,-77.01967,Entire home/apt,222,2.42,1,81,23,49,0.260184509,4.099154436,0.957325203,113
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91587,-77.01432,Entire home/apt,354,3.67,1,53,58,89,0.446104176,4.581517286,1.370343985,108
NA,"West End, Foggy Bottom, GWU",38.90743,-77.04929,Entire home/apt,374,4.13,6,27,43,122,0.354088865,3.869887423,0.676680123,153
NA,"Capitol View, Marshall Heights, Benning Heights",38.88296,-76.941,Entire home/apt,275,5.87,1,148,69,40,0.571978255,5.692877869,5.496782609,74
NA,"Shaw, Logan Circle",38.91061,-77.02235,Private room,285,3.12,3,297,64,48,0.199775039,4.123233795,0.828541133,110
NA,"Shaw, Logan Circle",38.91038,-77.02221,Entire home/apt,245,2.68,3,289,56,49,0.214830359,4.109262383,0.831545451,382
NA,"Capitol Hill, Lincoln Park",38.89034,-77.00329,Entire home/apt,65,0.76,19,365,10,138,0.377404964,3.23901532,2.172780244,145
NA,"Capitol Hill, Lincoln Park",38.88426,-76.97856,Entire home/apt,144,1.57,1,124,24,45,0.187537646,3.91788283,3.556963535,130
NA,"Capitol Hill, Lincoln Park",38.89053,-77.00139,Entire home/apt,30,0.32,19,350,0,557,0.428811207,3.310757267,2.254363073,224
NA,"Union Station, Stanton Park, Kingman Park",38.89243,-76.98575,Entire home/apt,35,0.38,1,0,0,2256,0.615557697,3.973467218,2.972928176,175
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91936,-77.03817,Entire home/apt,11,0.11,1,0,1,143,0.604818942,4.641011857,0.84190049,99
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90834,-77.01523,Private room,85,0.94,1,345,11,45,0.387809734,4.069832231,1.185793844,120
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92264,-77.0455,Entire home/apt,318,3.37,1,165,6,313,0.414024783,4.885870775,1.164250198,124
NA,"Georgetown, Burleith/Hillandale",38.91356,-77.06409,Entire home/apt,244,3.34,1,133,43,38,1.019427282,4.478897557,1.548076389,121
NA,"Brookland, Brentwood, Langdon",38.9266,-76.98704,Entire home/apt,40,0.53,1,318,2,323,0.613276577,5.8373615,3.033656564,60
NA,"Union Station, Stanton Park, Kingman Park",38.89282,-77.00072,Entire home/apt,201,2.19,3,278,53,44,0.500524008,3.459831988,2.210614465,179
NA,"Shaw, Logan Circle",38.91131,-77.02105,Entire home/apt,576,6.32,1,284,72,44,0.157292203,4.185376372,0.910690813,145
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92921,-77.02745,Entire home/apt,544,6.01,1,180,63,35,0.294168433,5.349925491,1.603946494,120
NA,"Capitol Hill, Lincoln Park",38.88900627,-76.9699067,Private room,0,NA,4,365,0,-1,0.422884418,4.492752282,3.867259769,105
NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89239,-76.91329,Private room,2,0.05,2,0,0,1173,0.21683986,6.171155664,6.826030396,45
NA,"Friendship Heights, American University Park, Tenleytown",38.94522,-77.07513,Entire home/apt,77,1.04,1,32,5,69,0.349778307,6.742515286,3.352489529,148
NA,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.8923,-76.91462,Shared room,0,NA,2,0,0,-1,0.248124133,6.195615426,6.755181835,60
NA,"Shaw, Logan Circle",38.90744,-77.03171,Private room,333,3.91,1,81,57,56,0.433805195,3.832426643,0.28385746,70
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91502,-77.04245,Entire home/apt,48,0.52,2,0,2,199,0.37728626,4.349229357,0.618848735,127
NA,"Brightwood Park, Crestwood, Petworth",38.93641,-77.02515,Private room,14,0.16,46,284,2,199,0.116434897,5.857588421,2.115132701,39
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92372,-77.0289,Private room,302,3.2,2,12,0,951,0.347640302,4.965067293,1.220704983,65
NA,"Union Station, Stanton Park, Kingman Park",38.89997,-76.99972,Entire home/apt,76,0.97,3,154,6,53,0.446719843,3.899947786,2.09042698,273
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93026,-77.02364,Entire home/apt,233,2.66,1,12,38,38,0.495680997,5.447380602,1.748112327,91
NA,"Brightwood Park, Crestwood, Petworth",38.93712,-77.02311,Private room,13,0.14,46,282,5,48,0.029441594,5.920198242,2.197495683,35
NA,"Union Station, Stanton Park, Kingman Park",38.89314,-77.00069,Entire home/apt,227,2.51,3,262,66,38,0.486947417,3.478737864,2.202262834,179
NA,"Capitol Hill, Lincoln Park",38.88642,-77.0029,Entire home/apt,15,0.23,1,364,0,1092,0.153799561,3.036031036,2.345647193,180
NA,"Union Station, Stanton Park, Kingman Park",38.89426,-76.98875,Entire home/apt,60,0.61,4,130,0,779,0.773537345,3.950291522,2.776470313,120
NA,"Capitol Hill, Lincoln Park",38.88947,-77.00112,Entire home/apt,104,1.3,1,0,12,240,0.374671486,3.261478522,2.305024996,164
NA,"Capitol Hill, Lincoln Park",38.88171707,-76.99548676,Entire home/apt,236,2.52,1,16,37,44,0.202965419,3.080220141,2.864359358,199
NA,"Georgetown, Burleith/Hillandale",38.90673,-77.05918,Entire home/apt,90,1.02,1,106,3,42,0.639467003,3.947754669,1.216920194,196
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91585,-77.01159,Entire home/apt,21,2.06,1,358,21,118,0.586841761,4.623947126,1.505307076,175
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93014,-77.03819,Entire home/apt,228,3.48,2,353,24,160,0.34603608,5.384827279,1.584426309,150
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9245,-77.04133,Entire home/apt,30,0.33,8,279,5,80,0.531862022,4.999536655,1.217959218,95
NA,"Shaw, Logan Circle",38.91223,-77.0242,Entire home/apt,23,0.38,4,55,2,68,0.151900302,4.213908758,0.775428192,150
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93505,-77.04363,Entire home/apt,35,0.37,1,180,3,207,0.782812887,5.732709908,1.956467251,106
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91701,-77.01559,Private room,9,0.1,7,365,3,38,0.4223682,4.638589305,1.3460954,99
NA,"Union Station, Stanton Park, Kingman Park",38.90116,-77.00373,Entire home/apt,111,1.21,1,263,0,1232,0.308393696,3.859884364,1.85841516,90
NA,"Eastland Gardens, Kenilworth",38.90724,-76.94329,Private room,44,0.5,1,364,1,75,0.443325109,6.406681492,5.111106745,50
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91551,-77.01356,Shared room,5,0.06,7,365,1,206,0.477055816,4.569460669,1.397418941,78
NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92838,-77.10186,Private room,9,0.1,1,258,0,1433,1.864221568,6.322629746,3.836098559,95
NA,"Brookland, Brentwood, Langdon",38.9263,-76.9802,Entire home/apt,74,1.86,1,218,29,38,0.916867477,6.005645995,3.36466371,100
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91512,-77.01401,Private room,21,0.22,7,360,4,74,0.446065802,4.536635306,1.364047445,100
NA,"Takoma, Brightwood, Manor Park",38.96822937,-77.02384085,Entire home/apt,61,0.7,4,137,0,525,0.624076298,8.048562176,4.270966592,78
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91518,-77.01494,Private room,2,0.03,7,331,1,176,0.39834314,4.526402172,1.319402044,115
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93084,-77.03265,Private room,1,0.01,1,0,0,2730,0.206668474,5.440043906,1.647583123,200
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90821,-77.01388,Private room,0,NA,15,0,0,-1,0.455396162,4.084148701,1.258822543,48
NA,"Takoma, Brightwood, Manor Park",38.96849,-77.02665,Private room,21,0.22,5,318,4,103,0.699036442,8.053528723,4.265880179,80
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91503,-77.0406,Entire home/apt,165,1.68,2,97,9,50,0.404631171,4.345061998,0.576804779,145
NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92256,-77.05624,Entire home/apt,103,1.14,1,240,8,116,0.272103478,4.966041318,1.496101866,145
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91173,-77.00862,Entire home/apt,79,0.82,1,228,2,189,0.445911684,4.410141775,1.575407172,200
NA,"Capitol Hill, Lincoln Park",38.88559,-76.99939,Entire home/apt,479,5.62,1,262,89,46,0.196413803,3.116805302,2.53334597,118
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,57,0.68,29,362,44,51,0.102244457,3.3085761,0.543242491,364
NA,"Brightwood Park, Crestwood, Petworth",38.94223,-77.02337,Entire home/apt,10,0.16,3,0,0,831,0.330382203,6.267974912,2.527441635,112
NA,"Shaw, Logan Circle",38.90593,-77.02447,Entire home/apt,92,0.95,32,306,8,61,0.14386254,3.783829554,0.68431195,147
NA,"Brightwood Park, Crestwood, Petworth",38.94027,-77.02253,Private room,1,0.01,3,88,0,2245,0.201646504,6.139833098,2.412954299,350
NA,"Capitol Hill, Lincoln Park",38.88414,-76.99663,Entire home/apt,7,0.22,3,1,3,104,0.048102339,3.148838137,2.714073117,110
NA,"Dupont Circle, Connecticut Avenue/K Street",38.91502,-77.04245,Entire home/apt,50,0.52,2,48,9,82,0.37728626,4.349229357,0.618848735,104
NA,"Capitol Hill, Lincoln Park",38.88974,-76.99921,Private room,90,1,3,333,12,41,0.39366281,3.340820384,2.384584632,126
NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89537,-77.02303,Entire home/apt,4,0.04,1,89,0,1792,0.131930921,3.091164228,1.113464428,80
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9116,-77.01055,Entire home/apt,196,2.22,1,13,3,121,0.518272307,4.364873968,1.470394309,143
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91244,-77.01396,Entire home/apt,405,4.54,6,228,41,59,0.440229132,4.360518246,1.303664836,158
NA,"Brookland, Brentwood, Langdon",38.92153,-76.98008,Entire home/apt,22,0.24,1,46,3,89,0.86649968,5.731241717,3.256129319,75
NA,"Brightwood Park, Crestwood, Petworth",38.94068,-77.02655,Entire home/apt,9,0.09,1,363,0,2762,0.279839444,6.142248312,2.378235423,275
NA,"Capitol Hill, Lincoln Park",38.88306,-77.00267,Entire home/apt,12,0.14,1,28,1,72,0.19352798,2.867242387,2.503483022,395
NA,"Brightwood Park, Crestwood, Petworth",38.94967,-77.02193,Entire home/apt,124,1.35,1,322,27,52,0.847845808,6.787148039,3.042285428,295
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91575,-77.00901,Entire home/apt,595,6.22,1,151,26,70,0.685116067,4.662796807,1.633077637,115
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9115,-77.00941,Entire home/apt,70,1.05,1,179,0,1094,0.4658408,4.379944082,1.529997974,58
NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91897,-77.01203,Entire home/apt,0,NA,1,0,0,-1,0.659160639,4.822161944,1.582230381,129
NA,"Union Station, Stanton Park, Kingman Park",38.89715,-76.98665,Private room,183,2.03,3,268,10,60,0.889172129,4.175015788,2.829927247,77
NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93025,-77.04366,Entire home/apt,36,0.4,8,326,3,53,0.596157981,5.402170002,1.632716466,108
NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9139,-77.04834,Entire home/apt,37,0.39,4,337,6,86,0.400066223,4.303613356,0.777094866,395
NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.9145,-77.0169,Entire home/apt,120,1.34,1,306,2,151,0.282585979,4.452818029,1.202571283,105
NA,"Capitol Hill, Lincoln Park",38.88458,-76.9825,Private room,1,0.59,2,0,1,84,0.280919808,3.75570836,3.35534795,76
NA,"Union Station, Stanton Park, Kingman Park",38.89453,-76.99797,Entire home/apt,419,4.52,1,349,54,46,0.562253608,3.643654934,2.298338514,138
