@relation 'nyc_listings - full-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R6-8'

@attribute host_is_superhost {f,t}
@attribute host_listings_count numeric
@attribute host_total_listings_count numeric
@attribute host_has_profile_pic {t,f}
@attribute host_identity_verified {t,f}
@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute accommodates numeric
@attribute bedrooms numeric
@attribute beds numeric
@attribute minimum_nights numeric
@attribute maximum_nights numeric
@attribute has_availability {t,f}
@attribute availability_30 numeric
@attribute availability_60 numeric
@attribute availability_90 numeric
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute number_of_reviews_l30d numeric
@attribute review_scores_rating numeric
@attribute review_scores_accuracy numeric
@attribute review_scores_cleanliness numeric
@attribute review_scores_checkin numeric
@attribute review_scores_communication numeric
@attribute review_scores_location numeric
@attribute review_scores_value numeric
@attribute instant_bookable {f,t}
@attribute calculated_host_listings_count numeric
@attribute calculated_host_listings_count_entire_homes numeric
@attribute calculated_host_listings_count_private_rooms numeric
@attribute calculated_host_listings_count_shared_rooms numeric
@attribute reviews_per_month numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
t,2,2,t,t,'Entire home/apt',4,2,2,30,1125,t,0,0,11,286,3,2,1,5,5,5,5,5,5,4.67,f,1,1,0,0,0.21,0.253147,8.028073,5.299988,250
f,4,5,t,f,'Entire home/apt',9,4,9,3,400,t,3,4,10,228,46,39,2,4.67,4.8,4.74,4.93,4.91,4.87,4.76,t,2,2,0,0,3.12,0.105303,4.858823,2.077585,300
t,6,7,t,t,'Private room',4,1,2,1,28,t,22,44,52,138,30,20,0,4.63,4.6,4.63,4.67,4.6,4.6,4.43,t,6,0,6,0,1.93,0.16846,6.709114,0.404087,209
f,1,3,t,t,'Entire home/apt',2,1,1,3,1125,t,0,0,8,72,10,6,0,5,5,5,5,5,4.9,4.9,f,1,1,0,0,0.62,0.104274,7.348715,2.439601,200
t,6,7,t,t,'Private room',2,1,1,1,28,t,12,17,33,137,44,21,0,4.82,4.91,4.95,4.86,4.93,4.89,4.82,t,6,0,6,0,2.82,0.210493,6.853813,0.555181,159
t,1,1,t,t,'Private room',2,1,1,2,4,t,13,27,49,130,46,30,3,4.96,5,4.93,4.96,4.98,4.98,4.83,f,1,0,1,0,2.88,0.290021,9.232752,5.811903,140
f,4022,4338,t,t,'Entire home/apt',4,2,2,31,1125,t,28,58,88,363,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.203038,5.60453,2.378784,673
f,49,49,t,t,'Entire home/apt',2,?,1,30,100,t,0,4,34,124,3,3,0,4.67,5,5,4.33,4.33,5,4.33,f,48,48,0,0,0.33,0.100472,5.075171,3.00961,67
t,3,3,t,t,'Entire home/apt',6,2,3,30,30,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,3,1,2,0,?,0.094241,9.805182,6.142006,399
f,1,2,t,t,'Entire home/apt',2,1,1,3,1125,t,4,17,36,36,32,25,2,4.44,4.72,4.34,4.72,4.75,4.69,4.56,t,1,1,0,0,2.16,0.149342,5.308885,4.840353,83
t,6,7,t,t,'Private room',2,1,1,1,28,t,17,20,20,94,7,4,0,4.86,5,5,5,4.86,5,4.71,t,6,0,6,0,0.48,0.199036,6.739999,0.434984,199
f,1,1,t,t,'Private room',1,1,?,2,16,t,7,20,20,20,24,21,4,5,4.96,5,5,4.92,4.88,4.96,f,1,0,1,0,1.57,0.553558,5.261808,3.393833,98
f,2,3,t,t,'Entire home/apt',2,?,1,5,68,t,0,0,0,0,23,20,2,4.91,5,4.91,4.96,5,5,4.96,t,1,1,0,0,1.59,0.189803,5.277824,1.035972,242
t,1,1,t,f,'Entire home/apt',4,2,2,2,30,t,8,28,58,333,58,43,2,4.98,5,5,5,4.98,4.83,4.83,f,1,1,0,0,3.69,0.388509,7.204809,5.188004,354
t,6,7,t,t,'Private room',2,1,1,1,28,t,19,41,50,124,226,91,2,4.83,4.89,4.91,4.88,4.81,4.81,4.75,t,6,0,6,0,14.52,0.264932,6.805849,0.500886,159
f,19,34,t,t,'Entire home/apt',6,4,4,2,1125,t,13,31,59,149,28,19,1,3.86,4.11,3.46,4.46,4.25,4.46,4.14,t,19,10,9,0,1.75,0.217479,7.018766,0.713663,500
t,6,7,t,t,'Private room',2,1,1,1,28,t,18,21,22,91,8,4,0,4.88,4.75,4.88,4.75,4.75,4.88,4.75,t,6,0,6,0,0.52,0.18942,6.729123,0.424482,179
f,3,3,t,f,'Private room',2,1,1,5,1125,t,18,42,72,341,12,12,2,4.5,4.67,4.5,3.75,4.33,4.92,4.42,f,3,1,2,0,1.46,0.169212,7.251758,2.252894,147
f,1,1,t,f,'Entire home/apt',2,1,2,30,1125,t,0,0,4,279,0,0,0,?,?,?,?,?,?,?,t,1,1,0,0,?,0.296995,9.015534,5.176347,89
f,1,4,t,t,'Entire home/apt',2,?,?,200,1125,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.114232,8.362978,4.537536,69
t,6,7,t,t,'Private room',4,1,2,1,28,t,3,3,3,103,1,1,0,5,5,5,5,5,5,4,t,6,0,6,0,0.09,0.192026,6.832716,0.53689,209
f,15,82,t,t,'Private room',2,?,2,30,120,t,0,0,0,135,2,2,1,4,3.5,4,4.5,4.5,4.5,4.5,f,14,0,14,0,0.33,0.185293,5.455515,2.737793,72
t,3,3,t,t,'Private room',2,1,1,3,1125,t,0,5,35,35,26,16,1,4.73,4.88,4.62,4.92,4.85,4.92,4.77,f,3,1,2,0,1.61,0.182992,5.72551,5.429609,109
f,1,1,t,t,'Private room',2,1,1,1,1125,t,1,7,17,197,44,28,3,4.75,4.84,4.77,4.91,4.93,4.8,4.82,t,1,0,1,0,2.74,0.115648,9.428121,7.28425,65
f,49,49,t,t,'Entire home/apt',2,?,1,30,100,t,0,0,0,85,5,4,0,4.6,4.6,4.8,4.4,4.6,4.6,4.6,f,48,48,0,0,0.34,0.134366,5.145941,2.958378,100
f,2,3,t,t,'Entire home/apt',4,1,2,1,365,t,8,8,8,8,42,35,1,4.55,4.69,4.81,4.55,4.62,4.79,4.33,t,2,2,0,0,2.68,0.165196,8.739506,4.681279,446
f,1,2,t,f,'Entire home/apt',6,2,2,3,28,t,0,0,0,0,9,0,0,4.44,4.78,4.33,4.89,4.89,4.89,4.44,f,1,1,0,0,0.55,0.367918,7.092801,6.011195,150
f,4,4,t,t,'Entire home/apt',4,1,2,30,1125,t,5,5,5,69,6,5,0,5,4.83,5,4.83,5,5,4.83,f,4,4,0,0,0.45,0.20061,7.966453,2.529786,152
f,1,2,t,t,'Entire home/apt',2,?,1,4,12,t,0,0,0,0,3,2,0,4.67,4.33,4.33,5,5,3.67,4.67,t,1,1,0,0,0.2,0.156538,6.972574,4.871286,155
t,10,12,t,t,'Entire home/apt',2,?,1,30,365,t,0,0,0,125,3,2,0,5,5,5,5,5,5,4.67,f,10,10,0,0,0.22,0.143897,7.62378,2.426732,179
t,4,4,t,t,'Private room',2,1,1,2,21,t,22,47,47,47,25,17,3,5,4.96,4.84,5,4.96,4.72,4.96,f,4,1,3,0,1.67,0.313155,7.247635,10.708398,79
t,4,4,t,t,'Private room',2,1,1,1,21,t,25,50,50,50,24,11,1,4.75,4.75,4.71,4.96,4.83,4.46,4.75,f,4,1,3,0,1.55,0.21829,7.236387,10.767728,79
f,1,2,t,t,'Entire home/apt',3,3,2,90,180,t,6,14,14,154,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.237587,6.327969,5.465301,128
f,2,2,t,t,'Entire home/apt',4,3,2,4,1125,t,0,0,0,0,4,1,0,5,5,5,5,5,5,5,t,2,2,0,0,0.28,0.117052,8.150705,2.570641,540
f,74,79,t,t,'Entire home/apt',6,3,4,30,1125,t,0,0,0,37,0,0,0,?,?,?,?,?,?,?,f,73,73,0,0,?,0.211709,5.378308,2.69685,295
f,1,2,t,t,'Private room',1,2,1,30,365,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,t,1,0,1,0,0.08,0.286634,3.650285,2.767699,50
t,2,4,t,t,'Entire home/apt',4,2,4,2,30,t,0,0,0,0,14,1,0,5,4.93,4.93,4.93,4.93,4.71,5,f,1,1,0,0,0.9,0.31788,9.659916,7.376611,125
f,69,75,t,t,'Private room',2,?,1,1,27,t,0,0,0,0,1,1,0,5,5,5,3,5,5,5,t,61,0,61,0,0.1,0.114842,5.699533,0.657924,285
t,3,3,t,t,'Private room',2,1,1,1,30,t,12,35,65,65,54,33,2,4.91,4.96,5,5,4.94,4.87,4.76,f,3,0,3,0,3.37,3.166111,6.234372,10.416101,86
f,1,1,t,t,'Entire home/apt',7,3,3,2,1125,t,18,38,61,331,23,22,2,4.39,4.3,4.48,4.61,4.65,4.91,4.48,t,1,1,0,0,1.84,0.048949,6.3783,0.8065,629
t,4,4,t,t,'Private room',1,1,1,2,5,t,7,7,7,7,9,1,0,4.89,5,5,5,5,5,4.78,f,4,1,3,0,0.61,0.194828,7.147973,10.687591,69
f,1,1,t,t,'Entire home/apt',5,2,3,3,365,t,0,0,6,11,8,5,1,5,5,5,4.88,5,5,4.88,f,1,1,0,0,0.56,0.194444,5.651604,3.632163,295
f,1,2,t,f,'Entire home/apt',2,?,1,7,60,t,0,0,0,0,2,2,0,5,5,5,5,5,5,5,f,1,1,0,0,0.17,0.552089,6.698807,3.190007,215
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,13,43,73,348,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.200446,5.317642,2.580766,505
f,1,1,t,t,'Entire home/apt',4,2,2,5,1125,t,6,9,9,9,7,4,0,5,5,4.86,5,5,5,5,f,1,1,0,0,0.51,0.397418,6.748851,3.422887,341
t,4,4,t,t,'Private room',2,1,1,3,1125,t,1,5,9,211,72,68,0,4.93,4.93,4.89,4.99,4.94,4.89,4.96,f,3,0,3,0,4.53,0.116458,5.057579,2.822656,75
f,3,3,t,t,'Private room',1,1,2,6,1125,f,0,0,0,0,5,1,0,4.6,4.6,4.4,4.8,4.8,5,5,f,3,0,3,0,0.33,0.305834,6.813577,0.526929,110
f,3,5,t,t,'Private room',2,1,1,1,5,t,18,48,78,168,3,0,0,3.33,4.33,3.67,3.67,4.33,5,3.33,f,3,0,3,0,0.19,0.3806,2.648905,3.748495,70
f,6,6,t,t,'Entire home/apt',2,?,1,30,1125,t,22,23,53,143,6,5,0,4.33,4.83,4.83,5,5,4,3.83,f,6,6,0,0,0.46,0.286944,6.950132,0.64534,300
t,3,3,t,t,'Entire home/apt',2,2,1,30,1125,t,0,26,56,331,6,5,0,5,4.83,4.83,5,5,4.67,4.67,f,3,3,0,0,0.42,0.153361,9.699179,7.30208,185
f,110,213,t,t,'Entire home/apt',2,1,?,30,365,t,3,6,6,249,3,1,0,5,4.67,4.67,5,4.67,5,5,f,109,109,0,0,0.2,0.253453,6.678723,0.428964,120
f,1,1,t,t,'Entire home/apt',2,1,1,2,30,t,0,0,0,249,0,0,0,?,?,?,?,?,?,?,t,1,1,0,0,?,0.017331,8.734172,3.530618,501
f,1,2,t,t,'Entire home/apt',2,1,?,14,1125,t,0,0,0,0,1,1,0,5,5,5,5,5,5,5,f,1,1,0,0,0.11,0.151514,7.62789,1.712837,160
f,8,13,t,t,'Entire home/apt',16,5,17,30,117,t,0,0,6,253,0,0,0,?,?,?,?,?,?,?,t,3,3,0,0,?,0.123931,4.635241,4.620402,3500
t,1,1,t,t,'Entire home/apt',2,1,1,2,11,t,5,5,5,69,13,9,0,4.77,4.85,4.77,4.92,4.85,4.62,4.85,f,1,1,0,0,0.88,0.102142,10.128724,7.564228,142
f,2,2,t,f,'Entire home/apt',4,2,3,2,90,t,3,14,34,251,47,39,2,4.47,4.55,4.64,4.49,4.72,4.47,4.43,t,1,1,0,0,3.02,0.171331,5.957024,6.704624,123
f,186,194,t,t,'Private room',2,?,1,1,1125,t,0,0,0,0,1,0,0,2,2,1,3,1,3,2,f,157,5,152,0,0.07,0.303527,2.213521,6.210782,35
f,2,2,t,t,'Entire home/apt',6,2,3,1,15,t,17,44,74,161,126,88,10,4.74,4.82,4.76,4.9,4.8,4.73,4.75,t,2,2,0,0,7.88,2.783681,2.087788,13.18653,175
f,6,10,t,t,'Private room',1,1,1,1,90,t,13,29,59,334,13,11,0,4.46,4.62,4.46,4.54,4.46,4.46,4.62,t,5,2,3,0,0.88,0.238326,9.065347,8.601587,60
t,9,10,t,t,'Private room',3,1,1,1,30,t,12,34,64,154,30,17,2,4.87,4.83,4.77,4.8,4.83,4.77,4.7,f,1,0,1,0,1.97,0.323427,5.375099,6.247823,90
t,2,2,t,t,'Entire home/apt',4,2,2,1,29,t,6,6,6,6,44,39,1,4.93,4.98,4.98,4.93,4.98,4.93,4.86,f,2,1,1,0,2.95,0.213862,6.087391,4.099107,244
f,1,2,t,t,'Private room',1,1,?,1,75,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.084351,4.850824,2.191428,750
f,1,1,t,t,'Private room',1,1,1,30,365,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.236566,6.109572,3.828459,50
t,119,280,t,t,'Private room',2,1,1,30,365,t,6,36,66,341,4,2,0,4.75,5,4.25,5,5,5,5,f,111,5,106,0,0.28,0.355451,2.630686,5.353483,90
f,6,12,t,t,'Entire home/apt',3,1,1,2,1125,t,30,60,90,91,2,1,0,5,5,5,5,5,5,5,f,5,4,0,1,0.15,0.368967,5.971318,1.005867,450
f,14,14,t,t,'Entire home/apt',5,2,2,30,45,t,30,60,90,365,1,0,0,5,5,5,5,5,5,5,t,14,14,0,0,0.07,0.387623,9.016101,7.179814,241
f,222,954,t,t,'Entire home/apt',3,1,1,30,270,t,0,0,5,275,1,1,0,2,3,2,4,2,4,1,t,131,131,0,0,0.23,0.12328,7.388819,1.472416,186
f,14,14,t,t,'Entire home/apt',5,2,2,30,45,t,0,6,36,311,1,0,0,5,5,5,5,5,5,5,t,14,14,0,0,0.07,0.447761,8.983505,7.195274,220
f,32,53,t,t,'Private room',2,1,1,3,1125,t,24,54,84,359,11,9,0,4.73,4.91,4.91,5,5,4.73,4.82,t,32,0,32,0,0.71,0.497546,5.573845,8.68467,63
t,1,2,t,t,'Private room',1,1,1,30,180,t,0,5,5,195,3,2,0,5,4.67,4.33,5,5,5,4.67,f,1,0,1,0,0.24,0.299579,8.316039,5.568257,50
t,4,4,t,t,'Entire home/apt',3,1,2,30,1125,t,0,0,28,113,6,5,0,5,5,4.67,5,5,5,4.17,f,4,3,1,0,0.43,0.349134,4.778188,9.17242,90
f,1,2,t,f,'Entire home/apt',3,1,2,1,1125,t,0,0,0,0,46,29,0,4.65,4.5,4.65,4.8,4.93,4.93,4.5,f,1,1,0,0,2.86,0.190271,6.728005,0.42448,266
f,1,5,t,t,'Entire home/apt',5,4,4,2,365,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,1,0,0,?,0.094926,6.865928,1.811433,600
f,3,8,t,t,'Private room',2,1,?,2,1125,t,0,0,0,64,8,5,0,5,5,4.75,5,5,4.88,5,f,2,0,2,0,0.51,0.107164,5.465013,4.844431,84
f,1,1,t,t,'Entire home/apt',3,?,2,30,40,t,3,29,32,119,3,2,1,5,5,4.67,5,5,5,5,f,1,1,0,0,0.24,0.214141,7.942245,2.102326,200
f,1,1,t,t,'Entire home/apt',4,3,3,3,365,t,3,4,13,62,5,3,0,4.8,4.8,4.2,4.8,4.8,5,5,f,1,1,0,0,0.32,0.048728,4.985732,3.299644,149
f,1,1,t,t,'Entire home/apt',6,?,1,1,30,t,4,34,64,339,64,42,2,4.52,4.64,4.31,4.83,4.73,4.67,4.61,t,1,1,0,0,4.04,1.962118,2.641171,12.382948,111
f,3,3,t,t,'Entire home/apt',2,1,1,30,1125,t,0,2,2,2,3,2,0,5,5,5,5,5,5,5,f,2,2,0,0,0.22,0.554114,7.885629,4.332997,68
t,1,3,t,t,'Entire home/apt',3,1,2,3,1125,t,9,39,69,159,4,2,0,5,5,5,5,5,4.5,4.5,f,1,1,0,0,0.26,0.399151,6.894834,5.256379,275
f,1,1,t,t,'Private room',4,2,3,5,1125,t,24,54,84,359,3,2,0,5,5,5,5,5,5,5,f,1,0,1,0,0.22,0.253906,5.052822,8.86337,115
f,1,2,t,t,'Entire home/apt',2,1,1,8,1125,t,0,0,0,0,11,7,0,5,5,5,5,5,5,4.91,f,1,1,0,0,0.68,0.543555,6.727115,3.270846,200
t,9,9,t,t,'Private room',1,1,1,1,1125,t,0,0,0,249,30,23,0,4.63,4.63,4.67,4.87,4.87,5,4.7,f,8,0,8,0,1.92,0.270481,7.207961,2.543969,65
f,3,3,t,t,'Private room',1,1,1,1,29,t,0,0,0,0,4,1,0,4.5,5,4.75,5,5,4.75,4.25,f,3,0,3,0,0.3,0.154458,5.105519,8.844853,36
t,9,9,t,t,'Private room',1,1,?,30,1125,t,0,0,0,0,3,1,0,5,5,4.67,5,5,5,4.67,t,9,0,9,0,0.21,0.237782,6.94753,6.332314,95
t,1,2,t,t,'Private room',2,1,?,1,3,t,0,10,29,119,49,35,3,4.73,4.76,4.57,4.92,4.98,4.98,4.65,f,1,0,1,0,3.13,0.021584,6.201548,3.241251,109
f,4,8,t,t,'Entire home/apt',4,1,2,30,90,t,6,31,36,62,10,7,0,4.9,4.9,5,5,4.9,5,4.6,t,2,1,1,0,0.67,0.215976,6.211987,0.636938,169
f,1,2,t,t,'Private room',1,1,?,1,10,t,0,0,0,0,2,0,0,5,5,4.5,5,5,5,5,t,1,0,1,0,0.13,0.178807,3.940877,2.676023,70
f,1,2,t,t,'Entire home/apt',7,2,2,1,1125,t,11,26,31,300,38,31,6,4.71,4.53,4.68,4.55,4.79,4.89,4.61,f,1,1,0,0,2.41,0.356275,7.034055,0.785622,873
f,69,75,t,t,'Private room',2,?,1,1,27,t,0,0,0,0,6,2,0,3.67,3,4.33,4.17,4.33,4.83,3.83,t,61,0,61,0,0.44,0.065288,5.780702,0.587066,275
f,69,75,t,t,'Private room',2,?,1,1,27,t,0,0,0,0,7,6,0,4.14,4.14,4.14,4.71,4.43,4.86,4.14,t,61,0,61,0,0.52,0.073648,5.72881,0.644901,275
f,1,1,t,t,'Entire home/apt',2,2,?,30,1125,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.07,0.189546,5.889157,3.599257,220
f,69,75,t,t,'Private room',2,?,1,1,27,t,0,0,0,0,25,11,0,4.4,4.48,4.44,4.64,4.64,4.88,4.6,t,61,0,61,0,1.61,0.027767,5.787854,0.599223,275
t,2,3,t,t,'Entire home/apt',4,1,2,1,1125,t,25,55,85,111,39,20,2,4.97,4.97,4.95,5,5,4.9,4.9,t,2,2,0,0,2.65,0.98757,8.251604,9.366048,187
t,1,1,t,t,'Entire home/apt',5,2,4,1,30,t,2,9,24,110,83,75,4,5,4.98,5,4.99,5,4.88,4.92,f,1,1,0,0,6.35,0.322986,6.294878,5.689089,227
f,69,75,t,t,'Private room',2,?,1,1,27,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,t,61,0,61,0,?,0.053113,5.794286,0.580656,275
f,2,2,t,t,'Entire home/apt',3,2,2,28,365,t,0,19,44,317,0,0,0,?,?,?,?,?,?,?,t,2,2,0,0,?,0.22967,6.016438,3.039833,220
f,69,75,t,t,'Private room',2,?,1,1,27,t,0,0,0,0,2,1,0,3,2.5,3.5,3.5,3.5,4.5,3.5,t,61,0,61,0,0.15,0.14282,5.817519,0.507715,275
t,1,1,t,t,'Entire home/apt',8,4,5,2,30,t,6,6,15,183,90,65,4,4.81,4.88,4.78,4.98,4.88,4.78,4.79,t,1,1,0,0,5.6,0.189828,6.501401,3.578265,566
t,1,1,t,t,'Entire home/apt',3,1,1,30,1125,t,0,1,1,56,4,2,1,5,5,5,5,5,5,4.75,t,1,1,0,0,0.28,0.293039,10.584916,12.617945,75
f,1,2,t,t,'Entire home/apt',4,2,2,3,1125,t,0,6,6,6,5,5,0,4.8,5,4.8,5,5,5,5,f,1,1,0,0,0.6,0.047827,7.965776,2.428561,390
t,1,1,t,t,'Entire home/apt',3,?,1,1,30,t,0,10,38,123,152,124,8,4.89,4.88,4.69,4.93,4.92,4.95,4.74,t,1,1,0,0,10.56,0.165355,8.098174,5.239123,182
f,74,79,t,t,'Entire home/apt',3,1,1,30,1125,t,0,0,0,261,2,2,1,5,5,4,5,4.5,5,4,f,73,73,0,0,0.44,0.098572,6.103158,0.4257,230
t,3,3,t,t,'Private room',2,1,1,4,30,t,0,19,35,35,12,12,1,4.58,4.5,4.75,5,4.92,4.83,4.5,f,3,2,1,0,0.99,0.215797,5.806026,4.962025,173
f,1,4,t,t,'Entire home/apt',4,2,2,15,30,t,0,0,0,0,1,0,0,5,5,5,5,5,3,4,t,1,1,0,0,0.07,0.183346,6.579572,6.635733,166
t,45,48,t,t,'Entire home/apt',5,2,3,30,1125,t,0,0,0,192,2,1,0,5,4,5,5,5,5,3.5,f,44,44,0,0,0.16,0.402111,4.323703,2.056647,170
t,2,2,t,t,'Entire home/apt',3,1,1,1,365,t,4,14,32,113,83,67,4,4.77,4.86,4.78,4.94,4.86,4.8,4.7,t,2,1,1,0,5.42,0.108364,6.388403,3.982812,170
t,2,3,t,t,'Entire home/apt',2,1,1,2,60,t,11,41,71,251,14,14,2,4.79,4.93,4.86,4.93,4.86,4.86,4.93,f,1,1,0,0,1.47,0.427097,5.139667,10.427472,61
f,1,1,t,t,'Entire home/apt',3,1,1,5,29,t,0,5,35,114,24,20,1,4.71,4.67,4.79,4.88,4.92,4.63,4.67,t,1,1,0,0,1.57,0.224809,5.278072,5.341656,175
f,1,1,t,t,'Entire home/apt',3,1,1,6,25,f,0,0,0,0,2,0,0,5,5,5,5,5,5,4.5,f,1,1,0,0,0.15,0.104444,5.573508,2.885581,189
t,2,2,t,f,'Entire home/apt',8,3,4,3,90,t,2,7,18,175,56,49,2,4.93,4.91,4.91,4.95,4.96,4.96,4.86,f,2,2,0,0,4.15,0.09946,8.094352,2.949766,763
t,11,11,t,t,'Entire home/apt',2,?,1,29,365,t,3,33,63,338,8,8,0,5,4.75,5,5,5,4,4.25,t,7,7,0,0,0.75,0.098219,3.790044,2.802843,150
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,28,303,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.02783,6.213731,0.16351,363
f,3,7,t,t,'Private room',2,1,1,7,1125,t,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,3,1,2,0,?,1.077531,3.378355,8.711363,60
t,4,4,t,t,'Private room',2,1,1,1,1125,t,22,52,82,357,67,55,2,4.93,4.96,4.96,4.94,4.94,4.76,4.93,f,4,0,4,0,4.47,0.169252,6.556745,6.189922,97
f,1,4,t,t,'Private room',5,1,3,2,27,t,20,50,80,80,19,8,0,4.42,4.42,4.47,4.05,4.37,4,4.32,f,1,0,1,0,1.26,0.166127,9.630674,7.241611,99
f,1,2,t,t,'Entire home/apt',5,4,5,2,25,t,14,44,74,164,40,40,2,4.58,4.68,4.58,4.8,4.88,4.68,4.68,f,1,1,0,0,3.77,0.149477,5.10033,10.982049,170
t,1,1,t,f,'Entire home/apt',2,?,2,30,1125,t,6,6,6,94,31,21,1,4.84,4.97,4.61,4.97,5,4.84,4.84,f,1,1,0,0,2.03,0.518489,9.706406,11.94837,65
f,1,1,t,f,'Private room',2,1,2,30,365,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.162917,9.908228,7.357176,90
f,1,1,t,t,'Entire home/apt',3,?,2,90,1125,t,1,11,11,224,10,6,0,5,5,5,5,5,4.9,4.9,t,1,1,0,0,0.64,0.364645,4.165649,2.264292,350
f,4022,4338,t,t,'Entire home/apt',2,1,1,31,1125,t,0,0,0,190,0,0,0,?,?,?,?,?,?,?,t,453,453,0,0,?,0.323277,6.373503,1.268928,403
t,3,3,t,f,'Private room',2,1,1,3,1125,t,0,0,0,260,15,15,1,5,4.87,4.93,4.93,5,4.53,4.93,f,3,0,3,0,1.45,0.326401,5.008362,7.484836,57
f,10,11,t,t,'Shared room',1,1,2,1,28,t,11,41,71,346,23,16,1,4.78,4.74,4.74,4.78,4.78,4.43,4.7,f,10,0,4,6,1.54,0.528654,2.704514,6.823797,41
t,3,4,t,t,'Entire home/apt',16,4,7,1,1125,t,14,33,56,305,41,41,2,4.8,4.88,4.85,4.88,4.9,4.71,4.8,f,3,3,0,0,5,0.136843,7.484451,11.114702,403
f,2,3,t,t,'Entire home/apt',2,1,1,5,1125,t,3,10,23,89,22,19,1,4.32,4.55,4.68,4.95,4.68,4.55,4.27,t,1,1,0,0,1.48,0.049077,6.54917,3.887325,217
f,1,3,t,t,'Private room',1,1,1,3,30,t,0,0,0,0,14,7,0,4.93,4.86,4.79,4.86,4.79,4.79,4.79,t,1,0,1,0,1.02,0.173807,8.635863,6.273515,80
f,7,9,t,t,'Private room',2,1,?,1,1125,t,2,7,25,258,89,67,1,4.08,4.51,3.71,4.57,4.45,4.76,4.35,t,6,0,6,0,5.53,0.153139,5.081014,3.226776,96
f,1,1,t,f,'Entire home/apt',4,2,2,3,365,t,4,8,9,78,18,18,1,4.89,4.89,4.89,4.78,4.78,4.78,4.56,f,1,1,0,0,3.38,0.199341,9.373822,5.715048,300
f,1,3,t,t,'Entire home/apt',4,1,2,4,20,t,8,8,17,17,3,3,3,4.67,4.67,5,5,5,5,5,f,1,1,0,0,3,0.390506,5.583704,3.362511,126
t,19,24,t,t,'Entire home/apt',2,?,2,365,730,t,0,0,0,263,2,1,0,5,5,5,5,5,5,5,f,19,19,0,0,0.16,0.182373,7.087808,0.917924,102
f,4,8,t,t,'Private room',4,1,1,5,30,t,1,1,1,1,3,2,0,4.67,4.67,5,4.67,4.67,5,5,t,2,1,1,0,0.19,0.093806,6.052711,0.510392,159
f,1,1,t,t,'Entire home/apt',2,1,1,1,30,t,10,38,68,158,45,38,2,4.53,4.76,4.71,4.67,4.78,3.96,4.56,f,1,1,0,0,3.23,0.862422,4.120717,4.04528,86
f,1,1,t,t,'Entire home/apt',5,2,1,6,31,t,0,0,0,0,5,3,0,5,5,5,4.6,5,5,4.8,t,1,1,0,0,0.38,0.296747,9.119527,6.039163,279
f,2,4,t,t,'Private room',2,2,2,4,15,f,0,0,0,0,0,0,0,?,?,?,?,?,?,?,f,1,0,1,0,?,0.283462,8.603861,8.593818,249
f,2,7,t,t,'Entire home/apt',2,?,1,1,1125,t,30,60,90,365,1,1,0,1,1,1,1,1,1,1,t,2,1,1,0,0.28,0.53828,5.385695,8.377296,200
f,1,3,t,t,'Entire home/apt',3,1,2,6,31,t,2,2,7,31,22,21,2,4.64,4.82,4.41,4.59,4.91,5,4.77,t,1,1,0,0,1.77,0.1955,3.243715,3.212726,135
f,49,49,t,t,'Entire home/apt',2,?,1,30,100,t,0,0,19,109,0,0,0,?,?,?,?,?,?,?,f,48,48,0,0,?,0.124256,5.082063,3.03209,57
f,1,2,t,t,'Entire home/apt',2,1,1,28,30,t,0,0,0,0,1,1,0,5,5,4,5,5,5,5,f,1,1,0,0,0.11,0.157147,8.373885,4.453051,196
t,1,1,t,f,'Entire home/apt',4,2,2,2,365,t,4,9,17,261,70,61,6,4.93,4.91,4.9,4.96,4.97,4.99,4.83,f,1,1,0,0,4.48,0.138733,8.94862,5.700381,352
t,2,2,t,t,'Private room',1,1,1,2,1125,t,5,5,10,100,11,10,0,4.91,4.91,5,5,5,4.82,4.91,f,2,0,2,0,0.74,0.046101,8.643814,6.522055,100
