@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R1-5,10-18,22-30,32-34-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute calculated_host_listings_count numeric
@attribute reviews_per_month numeric
@attribute days_since_last_review numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',272,1,1,156,0.91,44,0.166391,4.118315,0.406837,88
'Entire home/apt',0,8,8,96,0.91,445,0.075295,3.083993,2.695537,150
'Private room',365,1,1,11,0.91,1881,1.278955,3.911823,6.706343,30
'Entire home/apt',330,26,5,2,0.91,2590,0.636936,8.904326,5.20159,49
'Private room',278,44,5,3,0.91,957,0.307539,9.309972,5.857058,60
'Entire home/apt',51,1,1,2,0.91,58,0.419213,10.140212,6.345323,206
'Entire home/apt',289,161,5,1,1.14,1151,0.389744,5.709642,1.929178,99
'Private room',138,153,20,1,1.14,1936,0.45191,5.760904,2.145836,47
'Entire home/apt',240,103,8,1,1.14,-1,0.267448,4.960078,1.474424,145
'Private room',299,95,15,6,1.14,44,0.318421,3.673434,0.525377,59
'Entire home/apt',160,75,20,1,1.14,57,0.603109,4.636833,1.501183,145
'Entire home/apt',113,58,16,1,1.14,50,0.569977,4.549018,1.576384,95
'Entire home/apt',161,41,17,79,1.14,399,0.351398,4.42235,1.233076,96
'Entire home/apt',157,40,24,1,1.14,90,0.644338,5.499819,1.727468,103
'Entire home/apt',171,5,5,4,1.14,110,0.273138,3.519046,2.233551,269
'Entire home/apt',332,29,16,1,1.14,48,1.129477,4.973405,3.788461,650
'Entire home/apt',0,42,7,16,0.34,82,0.6316,4.580439,1.553457,126
'Shared room',354,28,1,3,0.34,53,1.182484,5.930915,2.840551,28
'Entire home/apt',0,28,0,1,0.34,48,0.18879,4.589025,0.997294,99
'Entire home/apt',29,26,0,1,0.34,43,1.034767,4.521396,2.49047,120
'Entire home/apt',248,26,4,8,0.34,1033,0.551963,4.998022,1.221112,119
'Private room',232,27,6,3,0.34,75,0.627061,4.757863,0.986632,68
'Entire home/apt',348,26,0,1,0.34,84,0.218609,3.211604,3.133963,225
'Entire home/apt',364,3,3,2,0.34,49,0.57144,3.507667,2.290011,170
'Private room',348,22,1,12,0.34,75,0.18336,5.860422,4.960277,43
'Entire home/apt',0,18,0,1,0.34,66,0.207442,3.589534,0.914347,130
'Entire home/apt',144,20,3,8,0.34,2402,0.548718,4.99829,1.222413,97
'Private room',0,20,0,2,0.34,95,0.42848,8.37116,4.647116,66
'Entire home/apt',0,17,0,2,0.34,39,0.296793,3.592456,0.960885,99
'Entire home/apt',7,16,5,1,0.34,52,0.45888,5.210027,1.519949,199
'Private room',179,12,5,15,0.34,109,0.230678,5.16562,1.412657,177
'Private room',171,12,8,15,0.34,51,0.1826,5.318102,1.549832,100
'Entire home/apt',127,5,3,1,0.34,37,0.328869,4.516416,2.053333,200
'Entire home/apt',0,9,3,1,0.34,143,1.190762,6.719804,3.943568,446
'Entire home/apt',365,6,0,8,0.34,1108,0.55672,3.454514,2.255737,298
'Private room',27,6,1,39,0.34,2033,0.19234,4.01256,0.754377,112
'Entire home/apt',266,3,3,33,0.34,60,0.508196,4.440968,0.638996,104
'Private room',343,1,1,4,0.34,47,0.255983,3.281574,1.670966,326
'Entire home/apt',364,3,3,1,0.34,38,0.167065,3.49431,0.672384,139
'Private room',365,1,1,3,0.34,130,0.448551,6.318616,5.776546,422
'Private room',95,2,2,15,0.34,108,0.172441,3.463403,1.53405,198
'Private room',360,3,3,1,0.34,95,0.613133,2.830155,4.316375,50
'Entire home/apt',311,3,3,2,0.34,58,0.484884,9.9902,6.189271,100
'Private room',269,10,0,3,0.07,307,0.891205,4.546526,2.679492,500
'Entire home/apt',260,11,1,2,0.07,36,0.907721,8.065455,4.398468,65
'Entire home/apt',365,1,0,1,0.07,52,0.415927,4.057124,0.784198,125
'Entire home/apt',244,6,1,2,0.07,221,0.651005,3.797865,1.42945,295
'Entire home/apt',0,6,0,1,0.07,57,0.341266,3.979219,1.93805,200
'Private room',0,5,0,1,0.07,1088,0.252422,5.174478,2.158552,41
'Entire home/apt',290,5,2,2,0.07,408,0.520069,4.919089,1.130715,85
'Private room',208,5,4,9,0.07,38,0.545871,3.734122,1.248233,222
'Entire home/apt',0,5,0,1,0.07,246,0.402938,3.77582,0.363531,175
'Private room',101,4,0,3,0.07,40,0.373199,2.797875,2.754806,55
'Entire home/apt',0,5,0,1,0.07,80,1.019191,6.310394,2.515438,425
'Entire home/apt',0,4,0,1,0.07,1003,0.628729,3.6965,2.319218,130
'Private room',0,4,0,1,0.07,508,0.265697,3.657049,1.467025,85
'Entire home/apt',0,4,0,4,0.07,43,0.312578,3.671893,0.388136,165
'Entire home/apt',0,4,0,1,0.07,290,0.695665,5.883797,2.081731,60
'Private room',0,4,0,1,0.07,475,0.305831,4.23641,0.671681,62
'Entire home/apt',356,1,0,11,0.07,44,0.10207,3.308045,0.541044,342
'Entire home/apt',361,4,2,8,0.07,108,0.734852,4.727707,1.633831,999
'Private room',0,4,0,1,0.07,2627,1.550616,6.341897,4.242771,65
'Entire home/apt',362,1,0,13,0.07,-1,0.102028,3.308033,0.540986,364
'Entire home/apt',0,4,0,1,0.07,1266,0.583013,5.744252,1.942714,45
'Entire home/apt',0,4,0,1,0.07,60,0.460537,3.953278,0.393025,90
'Private room',0,3,0,1,0.07,80,0.164785,2.569967,2.647647,110
'Entire home/apt',0,2,0,157,0.07,2202,0.40367,3.769378,0.380952,231
'Entire home/apt',226,3,0,32,0.07,448,0.874392,4.247695,1.244373,216
'Entire home/apt',0,3,0,1,0.07,56,0.635139,6.862282,3.728575,249
'Private room',256,3,1,5,0.07,293,0.18753,6.56551,5.394601,60
'Private room',0,3,0,1,0.07,154,0.546543,3.621788,5.433178,64
'Entire home/apt',241,3,0,1,0.07,47,0.202281,1.825321,2.362815,100
'Entire home/apt',0,2,0,1,0.07,129,0.34112,2.078706,2.025721,85
'Entire home/apt',270,1,0,157,0.07,41,0.250162,3.524147,1.045705,115
'Private room',365,1,0,10,0.07,80,0.317054,3.674591,0.590082,522
'Entire home/apt',0,2,0,235,0.07,1481,0.385586,4.078415,0.519368,206
'Entire home/apt',45,1,0,157,0.07,49,0.408577,4.172914,0.433137,198
'Entire home/apt',0,2,0,20,0.07,44,0.631496,6.496892,2.814016,202
'Entire home/apt',161,1,0,1,0.07,129,0.520038,4.727552,1.419741,105
'Entire home/apt',271,1,0,235,0.07,54,0.499028,4.473884,0.733303,125
'Entire home/apt',0,1,0,1,0.07,52,1.561731,6.812698,4.642657,150
'Entire home/apt',289,1,0,157,0.07,80,1.111062,4.423923,1.562515,114
'Entire home/apt',0,1,0,1,0.07,93,0.644038,4.706395,1.546917,80
'Entire home/apt',295,1,0,235,0.07,143,0.122834,3.530523,0.857672,182
'Entire home/apt',45,2,0,1,0.07,44,0.688392,8.927155,5.490805,100
'Entire home/apt',267,1,0,31,0.07,37,0.2514,3.251672,1.933769,62
'Private room',264,1,0,1,0.07,56,0.483753,9.968883,6.168058,70
'Entire home/apt',276,1,0,31,0.07,37,0.23727,3.26645,1.968679,67
'Entire home/apt',347,4,0,6,0.07,36,0.133834,3.371607,1.976614,71
'Private room',266,10,0,3,0.08,49,0.958036,4.661618,2.75266,500
'Private room',360,11,5,4,0.08,57,0.802405,9.420391,5.625868,90
'Private room',365,9,1,4,0.08,74,0.802405,9.420391,5.625868,90
'Private room',160,6,4,2,0.08,-1,0.132818,5.228875,1.609287,275
'Entire home/apt',139,3,2,1,0.08,2406,1.398173,6.556585,3.784564,100
'Entire home/apt',87,1,0,1,0.08,64,0.273336,2.15504,2.083142,149
'Entire home/apt',82,6,3,17,0.08,387,0.024506,3.29088,0.983691,445
'Entire home/apt',288,6,2,2,0.08,960,0.016994,2.846737,2.258748,795
'Private room',192,6,0,1,0.08,76,0.433191,6.2138,5.224837,23
'Private room',0,6,0,1,0.08,144,0.261318,4.092971,0.938314,60
'Entire home/apt',365,6,0,1,0.08,106,0.401638,4.380959,0.674281,125
'Entire home/apt',0,5,0,1,0.08,77,0.084901,3.381015,3.314901,275
'Private room',0,4,0,3,0.08,2212,0.577167,4.790909,1.027763,69
'Entire home/apt',0,6,0,1,0.08,80,0.247681,2.885101,2.517219,450
'Entire home/apt',73,4,0,1,0.08,44,0.52522,5.801544,2.004302,65
'Entire home/apt',0,6,0,2,0.08,37,0.620044,4.1143,2.986563,95
'Entire home/apt',363,5,0,3,0.08,67,0.997173,6.315118,2.528078,250
'Entire home/apt',56,5,4,1,0.08,116,0.956532,4.452781,2.387177,750
'Entire home/apt',0,5,0,1,0.08,46,0.342818,4.178188,0.725705,89
'Entire home/apt',92,4,0,3,0.08,969,0.294025,2.8637,2.704707,115
'Entire home/apt',365,3,1,1,0.08,-1,0.652328,4.445488,3.290587,119
'Private room',0,5,0,2,0.08,66,0.432494,6.840302,3.279313,60
'Entire home/apt',0,5,0,4,0.08,48,0.388073,4.366666,0.654122,110
'Entire home/apt',0,5,0,4,0.08,107,0.380578,3.745986,0.37821,169
'Entire home/apt',0,4,0,1,0.08,1880,0.075242,5.879831,2.274716,80
'Private room',0,4,0,1,0.08,52,0.593376,5.468811,1.689628,39
'Private room',0,4,0,2,0.08,-1,0.094345,3.513047,0.79827,96
'Entire home/apt',8,3,2,2,0.08,65,0.757363,5.752313,3.121042,370
'Entire home/apt',292,4,0,3,0.08,233,0.455432,8.166319,4.400801,200
'Entire home/apt',0,4,0,1,0.08,52,0.472619,4.320107,0.51907,79
'Entire home/apt',0,4,0,2,0.08,103,0.558406,4.152976,3.071983,220
'Shared room',359,3,2,33,0.08,-1,0.314992,3.118785,3.245697,29
'Entire home/apt',269,2,0,157,0.08,292,0.323543,3.757716,1.095397,147
'Private room',178,2,0,1,0.08,833,0.460825,4.958176,1.203823,57
'Entire home/apt',318,3,2,157,0.08,1183,0.058074,2.36774,2.676101,101
'Private room',170,2,0,3,0.08,106,1.107505,4.609769,2.33746,80
'Entire home/apt',289,1,0,157,0.08,52,0.158787,4.130017,0.513629,122
'Entire home/apt',340,1,0,157,0.08,46,0.232625,4.207558,0.50714,190
'Entire home/apt',0,3,0,1,0.08,353,0.352234,3.698537,0.413383,92
'Entire home/apt',180,3,0,1,0.08,-1,1.009757,4.754917,5.467859,39
'Entire home/apt',352,3,2,157,0.08,1071,0.879681,4.084473,2.534833,122
'Entire home/apt',336,2,0,157,0.08,101,0.334985,4.264069,0.698614,140
'Entire home/apt',0,2,0,157,0.08,85,0.259311,4.116841,0.653439,127
'Private room',335,3,1,46,0.08,43,0.102057,5.883024,2.135627,38
'Private room',265,3,0,5,0.08,-1,0.696369,6.837998,3.1507,45
'Entire home/apt',263,2,0,1,0.08,-1,0.159542,3.573087,0.753557,175
'Private room',364,2,1,3,0.08,73,0.464965,6.369228,5.744908,420
'Entire home/apt',270,2,0,157,0.08,65,0.281001,3.130842,2.207622,110
'Entire home/apt',318,2,0,157,0.08,44,0.32033,3.542957,1.100118,89
'Entire home/apt',302,2,1,157,0.08,51,0.333902,3.410805,1.16257,86
'Entire home/apt',340,2,1,157,0.08,2262,0.270123,3.37733,1.105976,91
'Entire home/apt',316,2,0,157,0.08,67,0.310654,3.408901,1.140146,89
'Entire home/apt',269,2,1,157,0.08,39,0.330514,3.394634,1.162337,88
'Entire home/apt',261,2,0,3,0.08,-1,0.68006,4.218858,2.410721,108
'Entire home/apt',130,2,0,3,0.08,108,0.345051,2.802223,2.615257,160
'Entire home/apt',0,2,0,1,0.08,1096,0.272315,4.143241,2.006564,70
'Entire home/apt',0,1,1,1,0.08,177,1.352842,2.174279,5.454065,75
'Entire home/apt',13,1,0,32,0.08,2482,1.005463,4.508112,2.317308,199
'Private room',323,1,0,8,0.08,1159,0.147777,2.966166,2.365078,352
'Entire home/apt',137,1,1,4,0.08,2248,0.715974,7.939628,4.161532,116
'Entire home/apt',361,1,0,9,0.08,80,0.143365,4.590018,0.969478,199
'Private room',71,1,1,12,0.08,44,1.602033,2.280736,5.67003,115
'Entire home/apt',351,1,0,2,0.08,293,0.152533,5.89882,2.765731,126
'Private room',16,4,1,1,0.08,1522,1.171473,9.801784,6.02736,50
'Entire home/apt',256,1,1,1,0.08,38,0.271235,9.700871,5.906906,101
'Entire home/apt',271,3,2,157,0.08,-1,0.031956,3.502855,1.929898,102
'Private room',290,47,2,2,0.29,2388,0.189281,3.324236,2.627536,70
'Private room',349,32,1,4,0.29,57,0.212864,4.431291,1.115838,80
'Private room',333,28,6,46,0.29,39,0.062913,5.998177,2.267805,29
'Entire home/apt',0,20,1,1,0.29,2445,1.257898,6.747388,3.998854,55
'Private room',0,16,0,2,0.29,62,0.249802,3.618605,0.900956,100
'Private room',256,15,0,5,0.29,2033,0.212633,6.626383,5.473193,68
'Private room',269,15,2,2,0.29,1984,1.275492,6.132822,3.236684,175
'Entire home/apt',0,12,0,1,0.29,38,0.564753,4.476767,1.49748,100
'Entire home/apt',0,12,0,2,0.29,59,0.605794,5.826962,2.026053,75
'Entire home/apt',362,9,3,29,0.29,66,0.102028,3.308033,0.540986,364
'Entire home/apt',180,6,5,2,0.29,60,0.27461,3.358047,2.887936,300
'Entire home/apt',225,4,0,1,0.29,44,0.625139,5.417576,1.805131,245
'Entire home/apt',363,1,1,9,0.29,60,0.23985,4.723241,1.080363,199
'Entire home/apt',0,2,2,1,0.29,52,0.309235,3.984064,0.185795,132
'Entire home/apt',327,1,1,13,0.29,493,0.27732,5.466638,1.69403,170
'Entire home/apt',86,1,1,235,0.29,781,0.228432,3.240341,2.892328,250
'Private room',163,28,4,2,0.29,65,0.87229,7.593744,4.243559,40
'Entire home/apt',295,22,2,1,0.29,52,1.451677,5.23031,3.756903,725
'Entire home/apt',287,25,0,1,0.29,120,0.452885,10.201753,6.405712,174
'Entire home/apt',346,7,3,157,0.29,91,0.36223,3.402441,2.637002,118
'Entire home/apt',48,4,3,31,0.29,1796,0.186801,3.344173,2.045265,62
'Private room',364,102,3,4,0.73,1003,0.177046,4.409609,1.079983,88
'Private room',288,101,6,4,0.73,992,1.142833,5.548856,2.508401,60
'Entire home/apt',198,63,6,1,0.73,591,0.228389,2.971564,2.465876,55
'Private room',167,53,0,3,0.73,2363,0.329019,6.078487,2.411469,70
'Entire home/apt',364,29,15,2,0.73,239,0.840916,4.000982,2.717848,200
'Entire home/apt',362,24,15,29,0.73,70,0.102028,3.308033,0.540986,364
'Entire home/apt',67,15,7,10,0.73,66,0.258186,3.155337,2.413388,128
'Entire home/apt',313,14,10,1,0.73,2406,0.995255,7.014263,4.095427,131
'Entire home/apt',180,13,4,1,0.73,1044,0.661557,7.289176,3.595162,155
'Entire home/apt',128,7,7,9,0.73,56,0.269055,6.781835,3.452121,95
'Entire home/apt',208,11,8,32,0.73,-1,0.154097,4.416195,0.829393,106
'Private room',161,11,8,6,0.73,290,0.014503,4.32383,0.919043,99
'Entire home/apt',345,1,1,157,0.73,615,0.14884,3.269394,2.601319,91
'Entire home/apt',106,1,1,1,0.73,1971,0.716654,5.666588,1.887901,160
'Entire home/apt',361,10,7,3,0.73,275,0.050344,5.946778,6.691937,81
'Entire home/apt',0,121,13,1,1.03,39,0.650982,4.624816,0.869917,129
'Entire home/apt',364,98,22,1,1.03,36,0.676103,5.717202,3.044147,161
'Entire home/apt',346,79,17,1,1.03,42,0.211243,4.521642,1.084581,180
'Entire home/apt',0,71,0,1,1.03,256,0.323212,5.779614,2.00306,57
'Entire home/apt',58,59,11,1,1.03,440,0.846388,6.312157,2.510305,150
'Entire home/apt',93,27,15,79,1.03,114,0.190846,3.904063,0.984839,347
'Entire home/apt',0,9,9,96,1.03,47,0.103044,3.056079,2.698047,190
'Entire home/apt',41,2,2,4,1.03,185,1.193572,4.860303,5.442356,150
'Entire home/apt',105,9,9,1,1.03,66,0.466563,7.553118,4.39751,135
'Entire home/apt',240,210,33,4,2.24,62,0.286592,3.860448,0.516532,429
'Entire home/apt',345,268,6,1,2.24,430,0.518402,5.019637,1.23785,150
'Entire home/apt',41,146,7,3,2.24,-1,0.195597,4.134476,1.927082,89
'Private room',84,118,11,8,2.24,134,0.124131,5.911441,5.420986,31
'Entire home/apt',130,26,26,79,2.24,175,0.663032,4.825093,1.56475,187
'Entire home/apt',95,18,18,2,2.24,386,0.510146,3.861443,5.267865,118
'Entire home/apt',159,16,16,1,2.24,68,0.312688,6.234977,6.534969,420
'Entire home/apt',126,56,18,1,2.24,74,0.512117,8.810293,5.096767,110
'Private room',254,31,0,3,0.21,452,0.640565,4.787514,2.378581,500
'Entire home/apt',266,32,4,1,0.21,2488,0.07257,5.272648,1.489271,110
'Private room',361,26,7,2,0.21,1464,0.739786,8.873945,5.074774,95
'Entire home/apt',0,16,0,2,0.21,360,1.006854,4.39056,2.755265,174
'Entire home/apt',99,14,4,1,0.21,116,0.545518,7.3951,4.13675,485
'Entire home/apt',332,13,3,1,0.21,44,1.927017,6.269565,3.793816,100
'Entire home/apt',0,13,0,1,0.21,108,1.130652,7.219246,3.455751,99
'Private room',0,11,0,1,0.21,36,0.816409,4.305088,2.561254,75
'Entire home/apt',11,11,4,6,0.21,80,0.435517,6.35634,2.598579,110
'Private room',282,11,1,6,0.21,1973,0.679948,7.266507,3.568481,45
'Shared room',355,11,3,33,0.21,80,0.211709,3.230444,3.281564,29
'Entire home/apt',0,10,0,1,0.21,457,0.547921,4.459889,0.665642,130
'Private room',0,10,0,2,0.21,53,0.367273,7.502714,3.944379,38
'Private room',364,9,1,4,0.21,35,1.191794,5.262629,2.277481,195
'Private room',364,8,3,46,0.21,88,0.098998,5.970577,2.220821,39
'Entire home/apt',265,1,1,235,0.21,1537,0.276438,3.942552,0.157073,146
'Entire home/apt',24,8,2,2,0.21,40,0.372667,4.346494,0.561131,260
'Entire home/apt',216,7,3,20,0.21,39,0.123902,3.607341,0.202093,538
'Entire home/apt',60,7,0,2,0.21,1622,0.785772,7.834181,4.069873,566
'Private room',361,7,2,4,0.21,-1,0.059639,4.039015,0.413587,472
'Private room',0,7,0,1,0.21,182,1.197326,7.434139,3.660877,30
'Entire home/apt',266,4,2,157,0.21,37,0.078765,3.345688,3.253923,72
'Entire home/apt',365,5,0,156,0.21,51,0.141013,4.377085,0.703149,321
'Entire home/apt',334,4,3,156,0.21,-1,0.340063,3.775094,0.090619,123
'Entire home/apt',350,2,2,156,0.21,52,0.230864,2.924625,2.594643,112
'Private room',28,4,3,39,0.21,44,0.234093,3.989875,0.657654,118
'Entire home/apt',43,2,2,1,0.21,50,0.341789,4.122981,1.458012,100
'Entire home/apt',342,2,2,156,0.21,90,0.312953,2.76033,2.575345,368
'Private room',349,19,0,46,0.21,52,0.562366,9.721593,5.940494,40
'Entire home/apt',273,4,2,6,0.21,82,0.434437,9.566038,6.009006,260
'Entire home/apt',266,2,2,31,0.21,151,0.29853,3.204631,1.931998,62
'Entire home/apt',348,9,0,1,0.21,1144,0.740712,10.241581,6.44293,90
'Entire home/apt',233,2,2,6,0.21,1634,0.226773,3.281177,1.900255,68
'Private room',365,1,0,1,0.01,71,0.541578,4.389284,1.432859,350
'Entire home/apt',363,1,0,1,0.01,38,1.147902,4.523132,1.819127,854
'Entire home/apt',0,1,0,1,0.01,430,0.716356,3.884393,1.367446,180
'Entire home/apt',0,1,0,1,0.01,60,0.460879,3.317559,2.265221,500
'Private room',0,1,0,1,0.01,46,0.206665,5.439641,1.646639,200
'Private room',88,1,0,3,0.01,620,0.201274,6.136607,2.405576,350
'Private room',0,1,0,1,0.01,160,0.83692,3.125546,4.402938,90
'Entire home/apt',0,1,0,1,0.01,52,0.168424,4.260287,0.998295,130
'Private room',313,1,0,4,0.01,157,0.572102,4.544892,0.867468,220
'Entire home/apt',0,1,0,1,0.01,173,0.290773,6.335137,3.113619,150
'Entire home/apt',0,1,0,1,0.01,1154,0.264993,3.637021,3.19592,310
'Private room',0,1,0,1,0.01,57,0.461834,3.849198,0.334099,100
'Private room',0,1,0,1,0.01,1120,0.413681,4.144984,0.794347,80
'Entire home/apt',0,1,0,1,0.01,54,0.298186,7.804089,4.318915,50
'Entire home/apt',0,1,0,1,0.01,67,1.205423,4.778743,2.998782,70
'Entire home/apt',0,1,0,1,0.01,66,0.550099,4.529339,0.805749,90
'Private room',0,1,0,2,0.01,145,0.898395,6.812719,3.041443,35
'Private room',0,1,0,1,0.01,171,0.577529,4.79256,1.000684,40
'Private room',0,1,0,1,0.01,82,0.436742,5.430729,1.709057,30
'Entire home/apt',0,1,0,1,0.01,594,0.201965,4.15676,0.435452,100
'Shared room',0,1,0,1,0.01,213,0.669586,7.238896,3.66401,99
'Private room',0,1,0,3,0.01,77,0.571643,6.338267,2.689553,130
'Entire home/apt',0,1,0,1,0.01,151,0.221561,3.959375,0.199785,79
'Entire home/apt',0,1,0,1,0.01,1241,0.532176,4.238637,3.173016,225
'Entire home/apt',0,1,0,1,0.01,1089,0.236359,3.752715,1.819068,500
'Private room',0,1,0,1,0.01,109,0.65811,4.740193,1.716711,51
'Entire home/apt',0,1,0,1,0.01,44,0.800214,6.24244,2.966076,120
'Private room',0,1,0,1,0.01,1073,0.502473,5.48703,1.828334,300
'Private room',195,1,0,9,0.01,59,0.574601,3.807694,1.230658,221
'Entire home/apt',0,1,0,1,0.01,36,0.309173,4.697813,1.128381,100
'Private room',0,1,0,1,0.01,66,0.318225,2.890561,2.817692,499
'Entire home/apt',0,1,0,1,0.01,43,0.187273,2.366983,2.000263,375
'Private room',0,1,0,1,0.01,74,0.341983,4.925142,1.124186,80
'Entire home/apt',0,1,0,1,0.01,214,0.300707,3.71824,1.473524,500
'Private room',0,1,0,1,0.01,58,0.971425,4.326054,2.706008,100
'Private room',83,1,0,1,0.01,133,0.225578,3.487303,2.808683,900
'Private room',364,82,2,4,0.6,37,0.390108,4.622495,1.290827,75
'Entire home/apt',106,95,0,1,0.6,158,0.663237,4.608861,0.822679,70
'Entire home/apt',322,55,9,2,0.6,37,0.150757,4.183709,1.917722,266
'Entire home/apt',121,45,0,1,0.6,1993,0.274693,2.280605,2.057079,100
'Entire home/apt',206,40,6,1,0.6,795,0.125403,5.826491,2.271197,75
'Entire home/apt',46,40,7,1,0.6,-1,0.717565,7.06492,3.360093,85
'Entire home/apt',0,29,0,1,0.6,2239,0.71526,5.006949,1.752594,95
'Entire home/apt',179,33,13,1,0.6,294,0.609115,6.485078,2.707678,350
'Private room',363,33,1,6,0.6,36,0.660301,7.254147,3.55932,54
'Entire home/apt',180,27,15,1,0.6,100,0.282852,4.227968,0.643189,175
'Entire home/apt',250,24,0,2,0.6,647,0.755501,3.195147,3.836916,120
'Private room',71,22,11,2,0.6,58,1.175398,4.707769,2.964705,85
'Entire home/apt',235,15,8,1,0.6,1866,0.450863,3.673448,2.138203,135
'Entire home/apt',0,9,4,1,0.6,133,0.532486,5.096266,1.434392,199
'Entire home/apt',86,8,4,1,0.6,72,0.531956,5.407598,1.718875,299
'Private room',293,2,2,2,0.6,823,0.269713,6.022493,2.248056,79
'Entire home/apt',256,36,0,1,0.6,1411,0.553911,9.16498,5.408297,88
'Entire home/apt',71,31,1,1,0.23,44,0.429264,4.359074,0.579391,135
'Entire home/apt',321,31,17,1,0.23,2411,1.099095,7.341839,3.584002,103
'Entire home/apt',255,24,0,8,0.23,1899,0.559238,3.497738,2.295439,3500
'Entire home/apt',364,15,0,1,0.23,45,0.150961,3.001504,2.302834,180
'Private room',358,22,0,3,0.23,59,0.880838,9.050929,5.250863,300
'Private room',355,10,1,46,0.23,952,0.131695,5.831726,2.086472,39
'Entire home/apt',0,16,0,1,0.23,49,0.218172,3.439927,1.204996,108
'Private room',363,14,0,33,0.23,2097,0.326287,3.138547,3.319748,85
'Private room',240,12,4,12,0.23,39,0.1862,4.135049,0.556671,125
'Entire home/apt',269,12,4,2,0.23,69,1.332691,6.041029,3.155642,750
'Entire home/apt',362,12,3,13,0.23,2424,0.102028,3.308033,0.540986,364
'Entire home/apt',296,9,3,33,0.23,53,0.50297,3.543596,2.192078,60
'Entire home/apt',111,1,1,235,0.23,1288,0.386708,3.61506,1.200003,198
'Entire home/apt',340,8,3,157,0.23,147,0.17442,3.91527,0.655482,104
'Entire home/apt',0,9,0,1,0.23,59,0.603577,4.692726,0.942544,90
'Private room',0,7,1,7,0.23,55,0.445699,5.375478,1.665128,35
'Entire home/apt',226,1,1,157,0.23,131,0.16379,3.35817,3.377829,80
'Entire home/apt',247,5,3,157,0.23,2341,0.061945,3.35942,3.240633,76
'Entire home/apt',105,5,1,9,0.23,54,0.306578,6.729488,3.367845,95
'Entire home/apt',101,4,3,1,0.23,57,0.778241,4.955409,1.681007,400
'Entire home/apt',0,3,2,2,0.23,80,0.480917,4.453641,0.70952,290
'Entire home/apt',0,5,0,1,0.23,49,0.061241,4.372878,0.960748,100
'Private room',0,4,1,7,0.23,48,0.501002,5.377909,1.684011,39
'Entire home/apt',145,4,2,2,0.23,133,1.706684,8.16433,4.41978,224
'Private room',325,4,0,46,0.23,37,0.100821,5.946831,2.196142,29
'Entire home/apt',306,4,0,8,0.23,61,0.537877,3.461435,2.213042,243
'Entire home/apt',5,3,2,1,0.23,233,0.41903,4.578276,1.323441,200
'Entire home/apt',317,1,1,157,0.23,38,0.338981,7.281118,3.6547,180
'Entire home/apt',256,2,2,2,0.23,133,1.090734,7.378174,3.622275,250
'Entire home/apt',365,1,1,1,0.23,649,0.848806,6.846672,6.050819,331
'Entire home/apt',0,1,1,16,0.23,39,0.186415,6.085152,6.73574,638
'Private room',67,3,2,1,0.23,-1,0.174206,5.501534,7.816519,30
'Entire home/apt',224,20,0,1,0.23,44,0.378834,9.913161,6.122692,105
'Private room',356,17,5,4,0.23,81,0.654333,8.423453,4.931626,130
'Entire home/apt',71,10,2,3,0.23,137,1.535996,6.966609,4.442727,79
'Entire home/apt',351,4,1,2,0.23,126,0.469796,9.470992,5.680428,112
'Entire home/apt',334,166,2,2,1.7,2344,0.222567,3.522887,1.003707,207
'Entire home/apt',0,102,0,1,1.7,1742,0.064505,2.880906,2.211269,400
'Private room',316,94,24,5,1.7,-1,0.646673,4.763049,1.551568,62
'Entire home/apt',352,74,26,1,1.7,707,0.312986,5.044894,2.062067,139
'Entire home/apt',73,64,16,1,1.7,2095,0.458392,5.613849,1.979172,86
'Entire home/apt',333,53,18,3,1.7,37,0.308801,4.499054,1.212704,99
'Entire home/apt',348,36,0,10,1.7,373,0.665453,5.294443,2.000912,199
'Entire home/apt',72,30,23,1,1.7,40,0.446884,7.580968,4.010521,80
'Entire home/apt',88,34,15,1,1.7,1094,0.376641,5.858883,5.536944,93
'Entire home/apt',252,15,15,156,1.7,157,0.291876,2.949841,2.850098,255
'Entire home/apt',189,100,15,3,1.7,57,1.21108,9.560879,5.874655,87
'Entire home/apt',135,41,27,1,1.7,2386,0.923321,8.491544,4.847049,173
'Entire home/apt',95,5,5,1,1.7,-1,0.409455,7.006576,5.542288,129
'Entire home/apt',184,127,11,2,1.22,44,0.152438,3.373455,0.991192,207
'Entire home/apt',268,111,29,1,1.22,60,0.287618,3.833584,0.509927,151
'Entire home/apt',232,106,5,1,1.22,749,0.299762,5.019371,1.268717,119
'Entire home/apt',60,90,0,1,1.22,-1,0.205488,4.297754,0.741024,438
'Entire home/apt',77,88,26,2,1.22,413,0.511074,4.742825,1.964535,105
'Hotel room',335,74,33,33,1.22,348,0.264866,3.15652,3.169211,95
'Entire home/apt',0,73,0,1,1.22,81,0.833609,3.962448,2.706115,250
