@relation 'dc_listings - full-weka.filters.unsupervised.attribute.Remove-R1-5,10-18,22-30,32-34-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute neighbourhood_cleansed {'Historic Anacostia','Cathedral Heights, McLean Gardens, Glover Park','Edgewood, Bloomingdale, Truxton Circle, Eckington','Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View','River Terrace, Benning, Greenway, Dupont Park','Fairfax Village, Naylor Gardens, Hillcrest, Summit Park','Near Southeast, Navy Yard','Dupont Circle, Connecticut Avenue/K Street','Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill','Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir','Takoma, Brightwood, Manor Park','Friendship Heights, American University Park, Tenleytown','Brightwood Park, Crestwood, Petworth','Colonial Village, Shepherd Park, North Portal Estates','Georgetown, Burleith/Hillandale','Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace','Capitol Hill, Lincoln Park','Ivy City, Arboretum, Trinidad, Carver Langston','Shaw, Logan Circle','Union Station, Stanton Park, Kingman Park','Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street','Howard University, Le Droit Park, Cardozo/Shaw','Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights','North Michigan Park, Michigan Park, University Heights','North Cleveland Park, Forest Hills, Van Ness','Douglas, Shipley Terrace','West End, Foggy Bottom, GWU','Congress Heights, Bellevue, Washington Highlands','Kalorama Heights, Adams Morgan, Lanier Heights','Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point','Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont','Woodridge, Fort Lincoln, Gateway','Mayfair, Hillbrook, Mahaning Heights','Eastland Gardens, Kenilworth','Brookland, Brentwood, Langdon','Capitol View, Marshall Heights, Benning Heights','Hawthorne, Barnaby Woods, Chevy Chase','Woodland/Fort Stanton, Garfield Heights, Knox Hill','Sheridan, Barry Farm, Buena Vista'}
@attribute latitude numeric
@attribute longitude numeric
@attribute room_type {'Private room','Entire home/apt','Hotel room','Shared room'}
@attribute availability_365 numeric
@attribute number_of_reviews numeric
@attribute number_of_reviews_ltm numeric
@attribute calculated_host_listings_count numeric
@attribute reviews_per_month numeric
@attribute days_since_last_review numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.9116,-77.01055,'Entire home/apt',13,196,3,1,2.22,37,0.508775,4.350316,1.429169,143
'Shaw, Logan Circle',38.91074,-77.03026,'Entire home/apt',159,152,13,1,2.22,38,0.456734,4.065313,0.428381,169
'Georgetown, Burleith/Hillandale',38.91397,-77.07222,'Private room',140,138,25,2,2.22,-1,1.242773,4.644619,1.929364,75
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.92187,-77.01003,'Entire home/apt',233,104,19,1,2.22,407,0.748863,5.032498,1.747197,114
'Shaw, Logan Circle',38.91257,-77.02189,'Entire home/apt',174,99,32,79,2.22,-1,0.063124,4.255706,0.877588,175
'Cathedral Heights, McLean Gardens, Glover Park',38.92456,-77.07372,'Entire home/apt',47,60,23,1,2.22,44,1.0893,5.35187,2.289763,319
'Near Southeast, Navy Yard',38.87773,-76.99532,'Entire home/apt',304,36,31,37,2.22,-1,0.477479,2.858656,2.998551,196
'Brookland, Brentwood, Langdon',38.92509,-76.96712,'Private room',350,23,23,4,2.22,1053,1.55243,6.273465,3.898908,83
'Historic Anacostia',38.86438,-76.98278,'Entire home/apt',338,4,4,2,2.22,36,0.674474,3.031427,4.117892,131
'Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill',38.97325,-77.00265,'Entire home/apt',226,81,39,1,2.22,126,0.845985,8.563236,4.905658,67
'Capitol Hill, Lincoln Park',38.88306,-76.99497,'Entire home/apt',121,551,24,1,4.34,800,0.121392,3.113137,2.777228,126
'Howard University, Le Droit Park, Cardozo/Shaw',38.91648,-77.02868,'Entire home/apt',176,260,67,1,4.34,-1,0.072537,4.467853,0.774474,98
'Shaw, Logan Circle',38.90958,-77.02947,'Private room',99,218,72,2,4.34,512,0.455044,3.990016,0.42666,191
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.91989,-77.03344,'Entire home/apt',135,192,55,1,4.34,-1,0.372366,4.682948,0.894607,112
'Capitol Hill, Lincoln Park',38.8809,-76.98486,'Entire home/apt',209,89,52,3,4.34,-1,0.042396,3.4338,3.30157,167
'Historic Anacostia',38.86256,-76.98689,'Private room',364,105,1,2,0.83,-1,0.450493,2.787817,4.063582,396
'Capitol View, Marshall Heights, Benning Heights',38.8845,-76.92681,'Private room',269,64,2,2,0.83,-1,0.758499,5.992532,6.041344,44
'Howard University, Le Droit Park, Cardozo/Shaw',38.92671,-77.02201,'Private room',284,59,6,10,0.83,-1,0.564322,5.214794,1.560454,52
'Dupont Circle, Connecticut Avenue/K Street',38.90059,-77.03928,'Private room',347,19,13,14,0.83,121,0.090486,3.346862,0.473212,331
'Union Station, Stanton Park, Kingman Park',38.89764,-76.99397,'Entire home/apt',0,38,5,2,0.83,80,0.712728,3.904452,2.368981,115
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.9212,-77.03361,'Entire home/apt',173,30,12,1,0.83,942,0.434172,4.772818,0.981611,167
'Fairfax Village, Naylor Gardens, Hillcrest, Summit Park',38.86575,-76.96989,'Entire home/apt',121,26,6,6,0.83,262,1.230575,3.715141,4.559962,170
'Capitol Hill, Lincoln Park',38.88708,-76.99328,'Entire home/apt',60,15,11,10,0.83,352,0.222285,3.371551,2.696668,132
'Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill',38.9613,-77.00066,'Private room',1,16,4,3,0.83,-1,0.656861,7.786297,4.19806,45
'Union Station, Stanton Park, Kingman Park',38.89297,-76.97821,'Entire home/apt',159,12,6,2,0.83,44,0.435521,4.229987,3.261858,90
'Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill',38.94624,-77.00596,'Entire home/apt',321,4,4,1,0.83,1133,0.435525,6.709913,3.153625,100
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92489,-77.02806,'Private room',0,30,1,2,0.39,-1,0.313585,5.048414,1.30744,45
'Kalorama Heights, Adams Morgan, Lanier Heights',38.9139,-77.04834,'Entire home/apt',337,37,6,4,0.39,-1,0.394816,4.301347,0.76246,395
'Capitol View, Marshall Heights, Benning Heights',38.88845,-76.92914,'Private room',256,34,6,2,0.39,143,0.519342,6.27645,5.855981,48
'Capitol Hill, Lincoln Park',38.89086,-77.00007,'Entire home/apt',285,35,4,32,0.39,88,0.480872,3.336104,2.254203,159
'Capitol Hill, Lincoln Park',38.89053,-77.00139,'Entire home/apt',365,28,3,19,0.39,-1,0.425976,3.276305,2.205689,224
'Howard University, Le Droit Park, Cardozo/Shaw',38.91423,-77.01683,'Entire home/apt',263,26,0,1,0.39,51,0.274315,4.427329,1.16909,1250
'Shaw, Logan Circle',38.912,-77.03166,'Entire home/apt',32,26,7,1,0.39,44,0.410079,4.145466,0.432229,161
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.92545,-77.00795,'Entire home/apt',86,26,4,1,0.39,-1,0.704746,5.301026,1.984928,125
'Brightwood Park, Crestwood, Petworth',38.94489,-77.01958,'Entire home/apt',198,24,4,1,0.39,-1,0.553564,6.474112,2.757866,144
'Dupont Circle, Connecticut Avenue/K Street',38.91045,-77.04478,'Entire home/apt',330,16,12,156,0.39,35,0.092811,4.043613,0.474037,295
'Brightwood Park, Crestwood, Petworth',38.93899,-77.02758,'Entire home/apt',316,22,0,1,0.39,-1,0.24292,6.01934,2.24844,69
'Dupont Circle, Connecticut Avenue/K Street',38.90914,-77.03624,'Entire home/apt',0,17,0,1,0.39,705,0.381718,3.936517,0.138355,145
'Union Station, Stanton Park, Kingman Park',38.89356,-76.99712,'Entire home/apt',307,13,4,33,0.39,735,0.618342,3.578943,2.30887,72
'Dupont Circle, Connecticut Avenue/K Street',38.90481,-77.04759,'Private room',365,9,0,10,0.39,1089,0.317054,3.674591,0.590082,332
'Capitol Hill, Lincoln Park',38.88612,-77.00692,'Entire home/apt',106,5,4,3,0.39,39,0.118867,2.858486,2.154149,882
'Dupont Circle, Connecticut Avenue/K Street',38.89995,-77.04038,'Entire home/apt',353,9,5,14,0.39,-1,0.096064,3.304711,0.533168,264
'Shaw, Logan Circle',38.91234,-77.02913,'Entire home/apt',143,8,5,1,0.39,-1,0.333647,4.181286,0.543481,110
'Dupont Circle, Connecticut Avenue/K Street',38.91463,-77.04484,'Entire home/apt',309,1,1,156,0.39,-1,0.354779,4.331147,0.663265,88
'Shaw, Logan Circle',38.90819,-77.02259,'Private room',27,7,5,39,0.39,-1,0.125609,3.952164,0.7615,115
'Congress Heights, Bellevue, Washington Highlands',38.84617,-76.99858,'Entire home/apt',0,7,6,3,0.39,153,0.534622,2.113192,4.675244,200
'Shaw, Logan Circle',38.90784,-77.02439,'Private room',27,7,2,39,0.39,-1,0.162647,3.91019,0.664499,109
'Union Station, Stanton Park, Kingman Park',38.89644,-77.00187,'Entire home/apt',198,7,4,32,0.39,-1,0.308038,3.600813,1.999536,146
'Dupont Circle, Connecticut Avenue/K Street',38.90854,-77.04723,'Entire home/apt',0,2,2,1,0.39,-1,0.215072,3.926998,0.555242,499
'Dupont Circle, Connecticut Avenue/K Street',38.9006,-77.0411,'Private room',333,1,1,14,0.39,-1,0.054105,3.351357,0.506892,348
'Congress Heights, Bellevue, Washington Highlands',38.82131,-76.97292,'Private room',365,1,1,11,0.39,78,1.369754,4.03736,6.827943,30
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.89623,-77.0088,'Private room',89,6,3,15,0.39,-1,0.129319,3.40844,1.670616,677
'Capitol View, Marshall Heights, Benning Heights',38.87329,-76.90321,'Private room',4,5,4,3,0.39,74,1.046844,4.719743,7.461898,64
'Congress Heights, Bellevue, Washington Highlands',38.84943,-76.99787,'Entire home/apt',146,26,2,1,0.39,-1,0.559773,2.118855,4.490913,203
'Shaw, Logan Circle',38.91341,-77.02253,'Private room',37,267,73,3,2.44,-1,0.033052,4.306086,0.873873,71
'Brightwood Park, Crestwood, Petworth',38.93639,-77.04329,'Entire home/apt',140,232,50,2,2.44,199,0.789947,5.823559,2.042385,79
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92742,-77.02941,'Private room',71,166,23,18,2.44,-1,0.169223,5.215606,1.450556,91
'Capitol Hill, Lincoln Park',38.89184,-76.99908,'Entire home/apt',129,148,39,5,2.44,-1,0.523528,3.421678,2.267404,125
'Kalorama Heights, Adams Morgan, Lanier Heights',38.91438,-77.04643,'Entire home/apt',342,95,30,11,2.44,38,0.36609,4.322174,0.7075,151
'Sheridan, Barry Farm, Buena Vista',38.85998,-76.99541,'Entire home/apt',357,50,32,4,2.44,763,0.206381,2.306222,3.930802,56
'North Michigan Park, Michigan Park, University Heights',38.94998,-76.99136,'Entire home/apt',95,41,26,1,2.44,-1,0.589177,7.186375,3.812978,99
'Georgetown, Burleith/Hillandale',38.90428,-77.05929,'Entire home/apt',342,20,20,37,2.44,53,0.537452,3.777928,1.203653,229
'Colonial Village, Shepherd Park, North Portal Estates',38.98728,-77.02686,'Entire home/apt',166,55,28,2,2.44,511,0.510766,9.345087,5.551083,114
'Capitol Hill, Lincoln Park',38.87772,-76.985,'Entire home/apt',282,331,36,1,2.67,747,0.246438,3.305384,3.42111,133
'Union Station, Stanton Park, Kingman Park',38.89733,-77.00313,'Private room',0,128,48,1,2.67,-1,0.229243,3.618873,1.914999,100
'Georgetown, Burleith/Hillandale',38.91428,-77.0724,'Entire home/apt',315,124,32,1,2.67,107,1.26469,4.668038,1.943886,401
'Brightwood Park, Crestwood, Petworth',38.9421,-77.03803,'Entire home/apt',157,111,51,1,2.67,35,0.836258,6.210025,2.408845,132
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.9316,-77.03699,'Entire home/apt',336,89,38,2,2.67,513,0.349812,5.485628,1.683607,140
'Howard University, Le Droit Park, Cardozo/Shaw',38.91688,-77.02965,'Private room',134,36,34,5,2.67,-1,0.1144,4.490121,0.770562,125
'Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point',38.86616,-77.01106,'Entire home/apt',90,49,22,2,2.67,47,0.779817,1.712963,3.145544,161
'Capitol Hill, Lincoln Park',38.88279,-76.99746,'Entire home/apt',65,12,12,3,2.67,55,0.148592,3.005343,2.68445,206
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.899914,-77.03313,'Entire home/apt',362,26,0,13,0.25,49,0.102028,3.308033,0.540986,364
'Georgetown, Burleith/Hillandale',38.90832,-77.06227,'Private room',77,17,1,1,0.25,60,0.824527,4.091968,1.346829,95
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.899914,-77.03313,'Entire home/apt',362,17,4,29,0.25,992,0.102028,3.308033,0.540986,364
'Dupont Circle, Connecticut Avenue/K Street',38.9175,-77.03869,'Entire home/apt',365,20,0,2,0.25,60,0.594129,4.512907,0.717004,1128
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91602,-77.00311,'Entire home/apt',306,19,2,1,0.25,202,0.515496,4.776257,1.89145,160
'Capitol Hill, Lincoln Park',38.88365,-76.9876,'Entire home/apt',0,18,0,1,0.25,44,0.198394,3.433495,3.076964,110
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.90461,-77.01486,'Entire home/apt',10,13,7,1,0.25,718,0.394846,3.82001,1.181711,89
'Dupont Circle, Connecticut Avenue/K Street',38.91195,-77.04665,'Private room',271,15,2,12,0.25,710,0.235645,4.156822,0.611924,125
'Capitol Hill, Lincoln Park',38.8792,-76.98741,'Hotel room',339,15,3,33,0.25,976,0.175199,3.255745,3.257698,25
'Capitol Hill, Lincoln Park',38.87726,-76.98803,'Hotel room',361,15,2,33,0.25,44,0.307591,3.153269,3.313072,29
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92032,-77.03317,'Entire home/apt',0,14,0,1,0.25,37,0.377519,4.713291,0.926614,99
'Congress Heights, Bellevue, Washington Highlands',38.82689,-77.00995,'Private room',290,11,3,2,0.25,66,1.723096,2.27782,5.722516,48
'Dupont Circle, Connecticut Avenue/K Street',38.91097,-77.04358,'Entire home/apt',258,10,3,1,0.25,141,0.094524,4.073979,0.439331,95
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93348,-77.03344,'Entire home/apt',364,11,0,1,0.25,49,0.391586,5.619751,1.822569,250
'Congress Heights, Bellevue, Washington Highlands',38.82697,-77.01,'Private room',356,12,2,2,0.25,120,1.720702,2.271894,5.716509,116
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91799,-77.00214,'Entire home/apt',0,11,0,1,0.25,-1,0.391276,4.92151,1.987031,115
'Union Station, Stanton Park, Kingman Park',38.89898,-76.99965,'Entire home/apt',0,11,0,1,0.25,131,0.419958,3.811778,2.054107,105
'Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street',38.90541,-77.03136,'Entire home/apt',335,2,2,157,0.25,44,0.305614,3.693691,0.31854,170
'Brightwood Park, Crestwood, Petworth',38.95232,-77.02889,'Entire home/apt',365,9,2,1,0.25,152,1.066085,6.930915,3.142091,189
'West End, Foggy Bottom, GWU',38.89933,-77.05433,'Entire home/apt',124,2,2,157,0.25,38,0.234703,3.375998,1.071573,124
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92967,-77.04295,'Entire home/apt',41,3,3,1,0.25,115,0.565162,5.359566,1.58324,80
'Howard University, Le Droit Park, Cardozo/Shaw',38.91459,-77.02897,'Entire home/apt',349,5,3,156,0.25,142,0.184314,4.336547,0.660796,130
'Brightwood Park, Crestwood, Petworth',38.95025,-77.02102,'Entire home/apt',265,4,2,1,0.25,829,0.893159,6.829786,3.087383,95
'Union Station, Stanton Park, Kingman Park',38.89302,-76.99408,'Entire home/apt',364,5,3,1,0.25,141,0.587813,3.64911,2.471387,98
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.90644,-77.01208,'Entire home/apt',32,4,2,1,0.25,54,0.481724,3.987706,1.316505,60
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92325,-77.02344,'Entire home/apt',0,3,3,3,0.25,522,0.481281,4.96716,1.317329,178
'Howard University, Le Droit Park, Cardozo/Shaw',38.92663,-77.02184,'Private room',348,4,2,10,0.25,810,0.574026,5.21079,1.560284,45
'Congress Heights, Bellevue, Washington Highlands',38.83114,-77.00052,'Entire home/apt',365,1,1,4,0.25,945,1.187185,2.444179,5.591127,279
'Union Station, Stanton Park, Kingman Park',38.90328,-76.99851,'Entire home/apt',108,2,2,3,0.25,43,0.352054,4.096887,2.052569,165
'Takoma, Brightwood, Manor Park',38.96743,-77.0245,'Entire home/apt',105,1,1,1,0.25,-1,0.684825,7.988449,4.207513,50
'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.91503,-77.12355,'Entire home/apt',57,7,2,1,0.25,53,2.331729,6.289582,4.62412,180
'Takoma, Brightwood, Manor Park',38.99048,-77.01478,'Private room',51,40,1,2,0.25,-1,0.89354,9.625163,5.864693,40
'Colonial Village, Shepherd Park, North Portal Estates',38.99388,-77.02099,'Private room',349,8,2,46,0.25,-1,0.531623,9.822812,6.04007,29
'Congress Heights, Bellevue, Washington Highlands',38.81588,-76.98918,'Private room',0,11,0,2,0.25,125,1.89394,3.585806,6.789717,40
'North Michigan Park, Michigan Park, University Heights',38.94858,-76.99163,'Private room',360,78,17,3,1.08,69,0.604322,7.090728,3.729473,70
'Georgetown, Burleith/Hillandale',38.90538,-77.06741,'Entire home/apt',89,112,30,1,1.08,432,0.674163,3.999411,1.621899,199
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91369,-77.00326,'Entire home/apt',0,75,0,1,1.08,53,0.460126,4.625067,1.838297,104
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92742,-77.02941,'Private room',176,72,5,18,1.08,184,0.169223,5.215606,1.450556,78
'Shaw, Logan Circle',38.91277,-77.03106,'Entire home/apt',364,68,12,1,1.08,62,0.348189,4.200983,0.49347,400
'Howard University, Le Droit Park, Cardozo/Shaw',38.91696,-77.01804,'Entire home/apt',17,49,12,79,1.08,156,0.31569,4.595004,1.205272,191
'Dupont Circle, Connecticut Avenue/K Street',38.91472,-77.04249,'Entire home/apt',365,12,12,156,1.08,37,0.356278,4.328241,0.597505,208
'Union Station, Stanton Park, Kingman Park',38.89621,-77.0038,'Entire home/apt',358,11,11,1,1.08,1030,0.219963,3.534261,1.911178,390
'North Michigan Park, Michigan Park, University Heights',38.95319,-76.99235,'Entire home/apt',360,4,4,2,1.08,67,0.530399,7.377658,3.955367,70
'Capitol Hill, Lincoln Park',38.88466,-76.98084,'Private room',364,137,0,2,1.31,52,0.244171,3.758736,3.353617,69
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92904,-77.01963,'Entire home/apt',269,126,32,1,1.31,-1,0.614332,5.394525,1.763156,95
'Shaw, Logan Circle',38.91327,-77.0247,'Entire home/apt',251,107,17,1,1.31,949,0.1484,4.276571,0.770396,99
'Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point',38.87995,-77.01957,'Entire home/apt',182,88,5,1,1.31,37,0.263853,2.148428,2.092597,85
'Union Station, Stanton Park, Kingman Park',38.90088,-76.99458,'Entire home/apt',142,81,29,16,1.31,179,0.616398,4.068278,2.284958,163
'Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace',38.93796,-77.07382,'Entire home/apt',161,82,18,1,1.31,178,0.681142,6.226009,2.886808,89
'Capitol Hill, Lincoln Park',38.87732,-76.98804,'Hotel room',363,79,5,33,1.31,133,0.304106,3.155108,3.310078,29
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92878,-77.0401,'Entire home/apt',147,72,20,1,1.31,1073,0.405078,5.292453,1.498648,107
'Howard University, Le Droit Park, Cardozo/Shaw',38.91934,-77.03224,'Private room',61,68,13,1,1.31,-1,0.298333,4.648566,0.873312,76
'Shaw, Logan Circle',38.9112,-77.03197,'Entire home/apt',134,34,22,79,1.31,1047,0.46572,4.089181,0.380064,106
'Woodridge, Fort Lincoln, Gateway',38.93458,-76.96286,'Entire home/apt',42,18,15,3,1.31,113,1.456493,6.936921,4.355212,68
'Colonial Village, Shepherd Park, North Portal Estates',38.99225,-77.02729,'Entire home/apt',59,12,12,1,1.31,1095,0.23013,9.686067,5.890511,115
'Union Station, Stanton Park, Kingman Park',38.90192,-77.00103,'Entire home/apt',176,182,4,3,1.76,-1,0.367672,3.948869,1.935704,128
'Brookland, Brentwood, Langdon',38.92684,-76.98831,'Entire home/apt',56,11,11,1,1.76,300,0.550114,5.783306,2.910064,100
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92657,-77.02817,'Entire home/apt',0,99,0,1,1.76,52,0.248488,5.163179,1.414353,70
'Howard University, Le Droit Park, Cardozo/Shaw',38.91552,-77.01748,'Entire home/apt',155,98,21,79,1.76,116,0.273768,4.505254,1.178535,80
'Union Station, Stanton Park, Kingman Park',38.900444,-76.997208,'Entire home/apt',17,90,35,1,1.76,41,0.548723,3.966389,2.154709,119
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93136,-77.02408,'Entire home/apt',141,74,25,1,1.76,44,0.420958,5.516354,1.800191,120
'Capitol View, Marshall Heights, Benning Heights',38.88958,-76.93651,'Private room',100,27,19,8,1.76,114,0.138079,5.953892,5.457806,39
'Ivy City, Arboretum, Trinidad, Carver Langston',38.90296,-76.98054,'Entire home/apt',339,11,11,10,1.76,121,1.135583,4.635974,3.001373,182
'Friendship Heights, American University Park, Tenleytown',38.94904,-77.08062,'Entire home/apt',250,15,15,1,1.76,417,0.056016,7.065133,3.70186,500
'Union Station, Stanton Park, Kingman Park',38.90002,-76.98775,'Entire home/apt',311,4,4,20,1.76,527,0.942747,4.235614,2.651642,243
'Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont',38.866218,-76.950339,'Entire home/apt',301,2,2,2,1.76,67,1.075606,4.731329,5.389172,87
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93441,-77.02773,'Entire home/apt',172,463,57,2,4.21,48,0.308091,5.703904,1.939375,151
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91673,-76.99942,'Private room',318,39,39,8,4.21,892,0.351577,4.899226,2.092449,46
'Capitol Hill, Lincoln Park',38.88188,-77.00066,'Entire home/apt',92,23,23,1,4.21,39,0.311314,2.841743,2.596431,132
'North Cleveland Park, Forest Hills, Van Ness',38.95442,-77.07159,'Entire home/apt',299,230,33,1,2.33,305,0.571821,7.285021,3.741133,139
'Dupont Circle, Connecticut Avenue/K Street',38.91283,-77.0443,'Entire home/apt',140,151,37,4,2.33,136,0.227339,4.204958,0.552023,439
'Capitol View, Marshall Heights, Benning Heights',38.88414,-76.94173,'Private room',162,121,62,3,2.33,39,0.504716,5.545936,5.289023,50
'Union Station, Stanton Park, Kingman Park',38.89798,-76.9872,'Entire home/apt',37,112,0,1,2.33,-1,0.943937,4.145429,2.709835,86
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92736,-77.04193,'Entire home/apt',117,51,36,1,2.33,1085,0.498035,5.197784,1.416355,145
'West End, Foggy Bottom, GWU',38.90369,-77.0507,'Entire home/apt',108,24,24,16,2.33,40,0.20711,3.625807,0.770456,250
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.91971,-77.00452,'Entire home/apt',1,14,14,1,2.33,59,0.464328,4.985476,1.920998,139
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.9334,-77.02968,'Private room',341,9,9,4,2.33,44,0.412412,5.625769,1.847855,99
'Colonial Village, Shepherd Park, North Portal Estates',38.99037,-77.05373,'Entire home/apt',277,52,30,1,2.33,641,1.22881,9.578397,5.807639,175
'Takoma, Brightwood, Manor Park',38.98783,-77.02184,'Entire home/apt',269,160,15,1,2.33,45,0.644567,9.403003,5.620435,150
'Takoma, Brightwood, Manor Park',38.97735,-77.02458,'Entire home/apt',28,139,15,1,1.62,68,0.350279,8.670167,4.884193,84
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.9284,-77.03715,'Private room',2,106,32,7,1.62,951,0.24655,5.26478,1.46286,58
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.93563,-77.0314,'Private room',343,93,24,4,1.62,289,0.438847,5.773225,1.98321,76
'Kalorama Heights, Adams Morgan, Lanier Heights',38.91996,-77.04683,'Entire home/apt',204,77,21,1,1.62,43,0.461762,4.707293,1.025746,86
'Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View',38.92938,-77.03038,'Entire home/apt',88,74,0,1,1.62,52,0.156486,5.346403,1.568948,239
'Brightwood Park, Crestwood, Petworth',38.94723,-77.02559,'Entire home/apt',166,58,13,1,1.62,-1,0.684685,6.595259,2.826366,100
'Brightwood Park, Crestwood, Petworth',38.94037,-77.02389,'Entire home/apt',153,21,17,1,1.62,-1,0.203266,6.134433,2.390342,149
'Capitol View, Marshall Heights, Benning Heights',38.88423,-76.9283,'Private room',71,18,18,1,1.62,1104,0.708399,6.018989,5.970028,45
'Edgewood, Bloomingdale, Truxton Circle, Eckington',38.9248,-77.00285,'Entire home/apt',364,18,18,1,1.62,56,0.447755,5.345491,2.175208,140
'Mayfair, Hillbrook, Mahaning Heights',38.89431,-76.94132,'Entire home/apt',69,6,6,3,1.62,64,0.277808,5.879972,5.143226,108
'Takoma, Brightwood, Manor Park',38.986727,-77.022698,'Private room',84,2,2,5,1.62,270,0.665933,9.323193,5.538725,60
'Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir',38.94711,-77.11738,'Private room',154,72,18,1,1.62,142,1.917125,7.798236,5.077139,80
'Colonial Village, Shepherd Park, North Portal Estates',39.00325,-77.04657,'Entire home/apt',294,97,47,3,1.62,952,0.830979,10.439947,6.647237,138
'Hawthorne, Barnaby Woods, Chevy Chase',38.97807,-77.09141,'Entire home/apt',343,21,18,1,1.62,299,0.460066,9.146248,5.679691,179
'Georgetown, Burleith/Hillandale',38.89394,-77.07482,'Entire home/apt',173,14,14,4,1.62,45,0.250739,3.493661,2.208223,197
'Capitol Hill, Lincoln Park',38.89105,-77.00117,'Entire home/apt',365,26,6,19,0.33,-1,0.463195,3.312213,2.197234,247
'West End, Foggy Bottom, GWU',38.9076,-77.04689,'Entire home/apt',0,35,2,1,0.33,72,0.230312,3.860371,0.530189,93
'Kalorama Heights, Adams Morgan, Lanier Heights',38.9245,-77.04133,'Entire home/apt',279,30,5,8,0.33,742,0.519248,4.999309,1.216571,95
