@relation 'chicago_listings - cleaned-weka.filters.unsupervised.attribute.Remove-R1-3'

@attribute room_type {'Private room','Entire home/apt','Shared room','Hotel room'}
@attribute number_of_reviews numeric
@attribute reviews_per_month string
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute days_since_last_review numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',46,2.35,2,1,17,261,10.464639,0.366363,6.147486,526
'Private room',3,0.19,3,121,2,267,7.428481,0.311669,4.755868,44
'Entire home/apt',17,0.89,1,2,4,156,8.708366,0.668301,2.8366,176
'Entire home/apt',55,2.86,2,109,32,58,5.4952,0.137441,4.306973,119
'Entire home/apt',26,3.42,1,149,26,51,4.318812,0.673359,5.600074,232
'Private room',7,0.6,8,330,7,50,3.986284,0.966457,5.255713,47
'Entire home/apt',59,3.06,3,332,35,41,12.850617,0.339056,9.056499,65
'Entire home/apt',50,2.6,3,352,29,39,12.860752,0.256197,9.1607,65
'Entire home/apt',30,2.95,1,68,30,37,7.454865,0.047542,5.273629,192
'Entire home/apt',1,0.05,24,334,0,633,9.265683,0.211895,5.668224,214
'Entire home/apt',37,2.16,11,78,25,44,11.597594,0.11533,4.075173,196
'Entire home/apt',60,3.44,12,328,45,51,12.203869,0.422496,4.460265,173
'Entire home/apt',20,1.08,1,45,5,288,9.517078,0.318657,3.114969,198
'Entire home/apt',45,2.59,12,357,33,43,12.356073,0.213357,4.800245,130
'Entire home/apt',46,2.7,12,358,35,43,11.836659,0.079938,5.116582,134
'Entire home/apt',62,3.77,12,71,49,47,11.747225,0.053526,5.004064,158
'Entire home/apt',122,7.09,12,85,91,44,11.838067,0.084558,5.125834,125
'Entire home/apt',52,3.2,12,338,39,45,12.349094,0.429656,4.656445,131
'Entire home/apt',29,1.67,12,82,24,44,12.395754,0.496169,4.652322,239
'Entire home/apt',49,2.97,10,80,38,44,12.442831,0.273774,5.184352,340
'Entire home/apt',46,2.83,1,154,30,52,11.098862,0.530256,4.013526,394
'Entire home/apt',0,NA,1,0,0,-1,9.470061,0.138915,8.167636,179
'Entire home/apt',2,0.11,1,37,0,473,10.701901,0.235826,1.893033,70
'Private room',41,2.21,6,75,25,45,6.647245,0.281848,4.587769,50
'Entire home/apt',81,4.84,10,360,61,40,12.182806,0.183198,5.744278,145
'Entire home/apt',98,5.62,10,351,70,40,12.198242,0.175483,5.762251,255
'Entire home/apt',37,2.18,10,70,21,44,12.575177,0.181446,5.283652,300
'Entire home/apt',0,NA,525,352,0,-1,9.006751,0.172202,0.84449,198
'Entire home/apt',38,2,1,154,25,45,7.554305,0.145976,6.953718,210
'Entire home/apt',6,0.45,4,331,3,59,10.215913,0.264067,1.511153,1400
'Private room',12,0.76,9,83,10,42,6.536179,0.420329,6.173447,69
'Entire home/apt',0,NA,525,358,0,-1,9.006751,0.172202,0.84449,244
'Entire home/apt',1,0.16,525,325,1,227,9.006751,0.172202,0.84449,138
'Entire home/apt',68,4.45,4,307,48,45,12.226338,0.184921,4.755514,269
'Entire home/apt',79,4.11,1,84,45,52,12.721455,0.144482,6.474161,258
'Entire home/apt',7,0.39,1,180,4,110,10.257709,0.08689,1.263953,141
'Entire home/apt',85,4.51,3,265,63,38,12.132897,0.665179,4.197008,324
'Entire home/apt',2,0.16,1,0,1,388,9.734636,0.01051,0.523142,131
'Entire home/apt',2,0.1,24,334,0,574,10.957777,0.284158,9.124241,199
'Entire home/apt',39,2.03,2,192,18,51,11.078172,0.034924,3.500127,264
'Entire home/apt',0,NA,525,165,0,-1,9.006751,0.172202,0.84449,260
'Entire home/apt',0,NA,525,0,0,-1,9.006751,0.172202,0.84449,381
'Private room',18,1.46,1,46,16,151,10.521318,0.167442,7.820057,80
'Entire home/apt',56,3.18,1,67,37,37,9.462758,0.712138,5.183936,141
'Entire home/apt',98,5.24,1,345,65,38,10.627593,0.188395,2.16822,99
'Entire home/apt',34,2,1,176,21,52,9.096907,0.301712,2.836507,512
'Entire home/apt',12,0.65,11,176,10,179,0.721009,0.35163,8.980529,216
'Entire home/apt',5,0.48,13,7,5,80,10.742211,0.529857,1.674447,245
'Entire home/apt',52,2.71,3,80,32,57,8.169534,0.471944,3.656462,201
'Entire home/apt',0,NA,525,353,0,-1,9.006751,0.172202,0.84449,177
'Entire home/apt',1,0.08,525,264,1,387,9.006751,0.172202,0.84449,191
'Entire home/apt',28,1.45,8,348,11,109,11.626499,1.063991,8.89645,83
'Entire home/apt',13,0.71,1,77,8,164,12.308234,0.448358,4.596203,399
'Entire home/apt',89,4.8,2,336,53,44,8.885457,0.03576,0.673932,177
'Private room',2,0.11,2,179,0,584,9.209256,0.598873,6.447912,130
'Entire home/apt',34,1.79,1,361,13,269,8.951144,0.119835,0.535766,210
'Entire home/apt',39,2.68,1,139,29,58,11.626285,0.595063,3.674709,292
'Entire home/apt',0,NA,525,365,0,-1,9.006751,0.172202,0.84449,373
'Entire home/apt',49,2.69,1,166,31,38,11.238478,0.529689,4.8838,131
'Entire home/apt',5,1.52,2,357,5,66,7.3348,0.351807,2.296872,178
'Entire home/apt',1,0.06,1,0,0,549,8.492907,0.266943,1.156023,75
'Entire home/apt',59,3.18,1,6,39,49,10.047887,0.265419,5.78973,247
'Private room',0,NA,1,0,0,-1,7.347619,0.539063,1.89003,80
'Entire home/apt',0,NA,19,333,0,-1,9.257903,0.650357,4.791332,297
'Entire home/apt',53,2.85,19,344,31,58,9.187635,0.747836,4.853837,122
'Entire home/apt',32,1.8,1,229,26,38,11.611209,0.631605,7.520087,101
'Entire home/apt',3,0.17,3,41,1,52,10.196925,0.113364,1.195862,110
'Entire home/apt',1,0.06,18,0,0,520,10.196925,0.113364,1.195862,95
'Entire home/apt',80,4.31,3,319,53,38,9.4259,0.510494,5.728033,392
'Entire home/apt',4,0.3,1,365,1,394,6.719801,0.317109,7.300755,75
'Entire home/apt',56,3.05,1,136,23,80,11.466898,0.527573,3.544919,124
'Entire home/apt',48,3.85,12,164,46,59,13.021389,0.324478,5.500683,150
'Entire home/apt',28,1.49,12,90,7,249,12.953109,0.283837,5.434875,90
'Entire home/apt',70,3.87,3,317,49,39,12.438203,0.251988,5.166727,293
'Entire home/apt',2,0.13,10,320,1,251,10.142093,0.187753,1.355479,160
'Entire home/apt',32,1.73,6,85,14,142,8.711393,0.934355,3.932124,81
'Entire home/apt',0,NA,10,363,0,-1,10.095422,0.358194,0.867885,255
'Entire home/apt',0,NA,10,348,0,-1,10.042126,0.326253,0.811939,167
'Entire home/apt',0,NA,525,297,0,-1,10.092134,0.179749,1.293908,183
'Entire home/apt',0,NA,525,348,0,-1,10.092134,0.179749,1.293908,178
'Entire home/apt',29,1.54,7,177,20,52,9.678127,0.192001,1.006493,389
'Entire home/apt',14,0.74,1,0,0,422,6.276065,0.090522,3.009732,65
'Entire home/apt',34,2.34,1,135,26,52,9.522922,0.407056,4.857151,269
'Entire home/apt',6,0.47,3,149,5,49,10.196925,0.113364,1.195862,130
'Entire home/apt',0,NA,6,0,0,-1,13.181426,0.288913,7.811502,893
'Private room',27,1.76,6,335,18,69,13.180203,0.296369,7.798225,164
'Entire home/apt',0,NA,1,0,0,-1,10.364108,0.422917,1.212278,268
'Private room',23,1.5,6,347,19,50,13.090445,0.382882,7.802442,153
'Private room',14,0.97,6,336,10,91,13.060502,0.405313,7.822118,200
'Private room',15,1.09,6,330,13,40,13.067011,0.377912,7.9024,164
'Private room',7,0.48,6,330,6,156,13.16802,0.279037,7.880537,224
'Entire home/apt',21,1.23,57,327,11,79,10.245359,0.038095,1.327677,179
'Entire home/apt',34,1.95,57,325,22,54,10.313225,0.09422,1.338279,182
'Private room',4,0.26,2,179,0,406,9.272544,0.552591,6.468194,100
'Entire home/apt',8,0.47,3,50,4,44,9.345407,0.133243,3.422066,399
'Entire home/apt',12,0.66,1,0,0,480,3.257466,0.856429,13.45331,95
'Entire home/apt',78,4.16,2,34,43,40,8.144653,0.130128,2.154011,180
'Entire home/apt',1,0.58,525,339,1,86,10.092134,0.179749,1.293908,169
'Entire home/apt',0,NA,525,255,0,-1,10.092134,0.179749,1.293908,191
'Private room',40,2.23,4,62,27,44,6.47045,0.876011,3.237883,57
'Private room',28,1.51,6,335,12,136,8.111204,0.695997,5.076696,65
'Private room',33,1.85,6,350,19,137,8.225062,0.726919,5.142102,66
'Private room',17,1,6,358,9,129,8.109253,0.710741,5.115322,60
'Entire home/apt',0,NA,525,309,0,-1,10.092134,0.179749,1.293908,195
'Entire home/apt',3,0.22,525,196,2,157,10.092134,0.179749,1.293908,193
'Private room',42,2.32,4,73,33,45,6.417129,0.885171,3.30886,57
'Entire home/apt',54,2.91,2,341,32,53,13.339855,0.274977,9.913266,111
'Entire home/apt',46,2.65,1,332,32,52,9.938968,0.544211,7.043159,150
'Entire home/apt',63,3.71,1,157,40,51,8.974687,0.301561,1.970496,356
'Entire home/apt',1,0.08,2,363,1,393,8.496814,0.280292,8.294335,180
'Entire home/apt',19,1.07,1,317,10,91,8.767089,1.135454,11.942679,56
'Entire home/apt',103,5.82,20,199,69,38,9.73516,0.007769,0.518877,401
'Entire home/apt',99,5.58,20,218,67,54,9.692048,0.058454,0.517783,333
'Entire home/apt',89,5.03,20,194,57,38,9.779969,0.092184,0.620786,354
'Entire home/apt',88,5,13,313,56,43,12.145756,0.227075,4.839698,158
'Private room',74,4.03,5,348,42,44,9.301198,0.184376,0.422602,344
'Private room',4,0.33,5,350,4,59,9.308564,0.105751,0.281379,344
'Private room',112,6.12,5,348,81,40,9.318987,0.09581,0.29607,232
'Entire home/apt',7,0.41,24,350,6,145,8.147434,0.72102,5.057503,193
'Entire home/apt',0,NA,525,323,0,-1,10.092134,0.179749,1.293908,177
'Entire home/apt',1,0.22,525,348,1,169,10.092134,0.179749,1.293908,177
'Entire home/apt',8,0.59,1,0,4,374,5.896551,0.329684,3.410889,269
'Entire home/apt',71,4.1,11,16,54,40,11.24788,0.201272,3.672366,157
'Entire home/apt',21,2.48,1,74,21,37,7.839516,0.403906,3.561355,106
'Shared room',14,0.81,23,43,8,150,10.288694,1.282344,10.707519,26
'Entire home/apt',56,3.08,4,349,35,37,9.165995,0.578864,6.442489,107
'Entire home/apt',44,4.04,1,77,44,38,8.969798,0.392334,2.750927,311
'Entire home/apt',15,0.91,1,83,8,81,8.424197,0.455598,6.762283,265
'Entire home/apt',2,1.54,1,9,2,44,7.803522,0.316219,6.556245,312
'Entire home/apt',6,0.33,2,0,2,308,11.258175,0.496892,4.854989,155
'Entire home/apt',11,0.91,8,53,11,79,12.397321,0.3644,5.217629,123
'Entire home/apt',95,7.42,1,87,90,38,12.019174,0.823512,7.514734,164
'Entire home/apt',37,2.09,3,337,23,45,10.216611,0.47575,7.251689,195
'Entire home/apt',31,1.74,3,342,14,59,9.879516,0.335733,7.189448,238
'Entire home/apt',1,0.09,1,0,1,382,12.240955,0.709743,4.287424,136
'Private room',5,0.31,1,335,3,111,8.798144,0.825997,3.79515,49
'Entire home/apt',1,0.09,525,356,1,368,10.092134,0.179749,1.293908,156
'Entire home/apt',3,0.17,525,302,1,371,10.092134,0.179749,1.293908,136
'Entire home/apt',0,NA,525,330,0,-1,10.092134,0.179749,1.293908,132
'Entire home/apt',13,1.51,1,57,13,82,8.855509,0.240333,5.749841,350
'Entire home/apt',36,2.89,1,111,34,44,9.532089,0.330644,3.109707,936
'Entire home/apt',1,0.07,23,73,0,466,9.663334,0.117177,0.651792,133
'Entire home/apt',0,NA,21,365,0,-1,9.576026,0.167399,0.936636,299
'Entire home/apt',13,0.77,1,196,8,60,10.062732,0.180427,1.254667,120
'Entire home/apt',3,0.2,2,35,1,44,8.119204,0.160977,2.191985,350
'Entire home/apt',3,0.24,21,301,2,284,9.569069,0.288458,1.047218,150
'Entire home/apt',0,NA,21,365,0,-1,9.686153,0.221155,1.063286,350
'Entire home/apt',4,0.26,21,365,3,272,9.525762,0.280709,1.012638,170
'Entire home/apt',2,0.25,15,331,2,150,7.850458,0.35795,3.388172,50
'Entire home/apt',47,2.67,1,60,29,52,12.167873,0.285885,4.980098,450
'Entire home/apt',68,3.76,1,153,48,43,11.03271,0.090495,3.559044,329
'Entire home/apt',0,NA,6,0,0,-1,10.203459,0.542824,0.983819,616
'Entire home/apt',65,3.76,1,249,42,44,9.767452,0.150148,1.283899,757
'Entire home/apt',0,NA,23,15,0,-1,9.58876,0.120578,0.65956,276
'Entire home/apt',2,0.16,21,365,1,46,9.588965,0.240163,1.012936,400
'Entire home/apt',34,2.07,19,345,25,52,8.263055,0.571158,2.740575,213
'Entire home/apt',0,NA,1,0,0,-1,10.071771,0.12774,1.178557,1500
'Entire home/apt',0,NA,525,322,0,-1,10.092134,0.179749,1.293908,132
'Private room',70,3.87,5,255,33,45,8.393072,0.696997,3.159169,144
'Entire home/apt',30,1.68,1,106,14,81,13.404779,0.328259,9.912291,159
'Entire home/apt',20,2.54,1,345,20,44,5.868358,0.412728,3.399262,100
'Entire home/apt',0,NA,23,86,0,-1,8.568295,0.196941,0.969357,130
'Entire home/apt',0,NA,23,89,0,-1,8.699474,0.279926,0.882976,148
'Entire home/apt',0,NA,23,63,0,-1,9.46845,0.171638,0.833755,276
'Entire home/apt',56,3.11,12,99,39,52,12.909013,0.201661,5.444543,138
'Entire home/apt',1,0.12,1,0,1,289,8.505703,0.337818,1.255438,200
'Entire home/apt',1,0.12,1,159,1,290,10.980973,0.442085,5.928213,349
'Entire home/apt',32,2.18,2,162,19,66,12.033797,0.72675,9.812152,138
'Entire home/apt',22,1.46,1,341,19,64,12.366328,0.337581,5.17768,1011
'Entire home/apt',83,5.03,1,170,54,39,6.688701,0.941988,9.8578,79
'Entire home/apt',0,NA,23,78,0,-1,10.249998,0.368259,1.077402,133
'Entire home/apt',0,NA,23,67,0,-1,10.100236,0.291077,0.928839,533
'Entire home/apt',0,NA,23,65,0,-1,8.66678,0.323605,0.974833,166
'Entire home/apt',0,NA,23,69,0,-1,8.576491,0.216938,0.979222,147
'Entire home/apt',0,NA,2,270,0,-1,8.713414,0.422448,2.855081,400
'Entire home/apt',58,3.32,11,244,48,66,10.305749,0.081797,1.340234,279
'Entire home/apt',58,3.35,11,221,34,51,10.399072,0.176872,1.458241,272
'Entire home/apt',8,3.33,1,337,8,36,13.764054,0.347086,6.895159,151
'Entire home/apt',4,0.3,68,364,3,79,11.572105,0.358666,4.591483,140
'Private room',30,1.86,1,93,25,42,12.945007,0.4752,8.564454,65
'Entire home/apt',48,2.79,36,327,34,47,9.860656,0.167898,1.411675,426
'Entire home/apt',46,2.65,36,347,34,38,9.467094,0.363541,2.212319,225
'Entire home/apt',121,6.79,19,286,85,38,10.214493,0.01114,1.279424,205
'Entire home/apt',38,2.69,6,156,30,43,13.088543,0.232492,5.864831,112
'Entire home/apt',0,NA,68,276,0,-1,11.544882,0.367536,4.642401,110
'Entire home/apt',2,0.15,21,344,1,174,9.525349,0.268481,0.999998,200
'Entire home/apt',41,2.43,1,158,23,44,8.941513,0.661229,3.729836,192
'Private room',185,10.63,10,3,126,45,12.324166,0.372747,4.674043,50
'Private room',2,0.14,10,292,1,94,12.392578,0.245509,4.809374,1079
'Entire home/apt',20,1.48,1,79,18,101,12.65598,0.517956,8.649913,128
'Entire home/apt',7,0.43,68,332,3,203,10.568247,0.352784,1.531732,120
'Entire home/apt',89,5.35,3,85,65,37,11.278167,0.747656,3.124709,362
'Entire home/apt',58,3.29,1,320,37,44,9.001379,0.468898,2.97964,150
'Entire home/apt',6,0.44,2,16,4,293,12.111248,0.147086,5.500178,169
'Private room',0,NA,1,0,0,-1,9.025694,0.543517,3.655929,65
'Entire home/apt',77,5.12,11,38,67,40,9.308998,0.078292,1.949203,100
'Entire home/apt',22,1.48,8,42,11,47,12.338471,0.29523,5.127742,115
'Private room',43,2.67,1,74,28,44,12.816806,0.116301,5.515178,97
'Entire home/apt',1,0.12,22,358,1,294,11.457784,0.446917,5.183696,230
'Entire home/apt',2,0.13,22,365,1,387,11.446128,0.452184,5.162126,184
'Private room',156,8.97,10,54,113,43,12.344802,0.297354,4.737593,159
'Entire home/apt',60,4.01,1,125,47,48,6.823997,0.251777,2.422221,127
'Entire home/apt',63,3.67,1,6,36,45,5.091102,0.173618,5.232906,122
'Entire home/apt',3,0.24,22,365,2,123,11.330272,0.576325,5.128012,165
'Entire home/apt',69,5.51,3,309,65,43,6.942493,0.53223,3.628754,114
'Entire home/apt',63,3.73,24,63,43,49,10.456418,0.299599,1.384064,368
'Entire home/apt',0,NA,23,72,0,-1,9.493946,0.046419,0.545774,228
'Entire home/apt',4,0.23,1,364,0,465,7.608285,0.246448,4.989193,295
'Entire home/apt',9,2.33,2,158,9,64,10.173494,0.585393,7.56142,210
'Private room',72,4.13,1,153,48,56,12.380428,0.548242,7.158721,57
'Entire home/apt',21,1.3,2,7,18,88,5.237987,0.63273,4.266264,83
'Entire home/apt',1,0.07,31,348,0,438,10.570379,0.356299,1.531169,120
'Entire home/apt',90,5.58,1,24,62,38,11.050249,0.699058,6.413255,154
'Entire home/apt',43,3.04,1,89,36,38,11.379151,0.110183,3.864794,508
'Entire home/apt',38,2.18,1,357,22,52,5.172191,1.505956,11.36706,134
'Entire home/apt',74,4.61,2,182,59,52,8.855812,0.532767,2.218889,88
'Entire home/apt',57,3.46,1,157,35,43,5.901402,0.162539,3.459701,178
'Entire home/apt',1,0.06,1,256,0,542,9.117832,0.768381,4.701567,133
'Entire home/apt',0,NA,525,333,0,-1,9.006751,0.172202,0.84449,150
'Entire home/apt',43,2.88,4,96,30,53,9.113243,0.512596,3.732789,129
'Private room',33,1.94,4,81,24,45,6.493152,0.963935,3.298741,59
'Private room',29,1.77,4,71,20,44,6.467993,0.979826,3.321251,56
'Entire home/apt',10,0.57,2,241,3,73,13.053118,0.384545,5.491492,66
'Entire home/apt',71,4.06,1,247,50,67,8.766999,0.578092,2.340241,195
'Entire home/apt',30,2.52,6,209,30,63,12.115954,0.199437,5.027377,103
'Entire home/apt',67,3.9,1,150,44,52,7.066574,0.131363,3.230793,162
'Entire home/apt',55,3.16,46,355,31,59,8.363486,0.093227,1.65623,479
'Entire home/apt',11,0.7,1,180,5,73,9.088807,0.565658,4.054572,1000
'Entire home/apt',33,1.92,1,31,25,37,10.785817,0.212972,2.345971,109
'Entire home/apt',1,0.08,525,340,0,423,9.647719,0.051384,0.466551,160
'Entire home/apt',1,0.65,525,346,1,80,9.718689,0.073168,0.528337,160
'Entire home/apt',5,1.38,3,244,5,74,9.65572,0.153788,3.935714,161
'Entire home/apt',0,NA,1,365,0,-1,9.497257,0.257578,0.966239,298
'Entire home/apt',39,2.34,1,90,20,37,9.476701,0.394266,4.602715,141
'Private room',8,0.54,2,365,3,38,9.855896,0.180225,8.414333,65
'Entire home/apt',48,3.77,1,46,45,40,9.743674,0.358659,5.041368,129
'Entire home/apt',0,NA,525,329,0,-1,9.667093,0.043123,0.493966,166
'Entire home/apt',19,3.1,1,306,19,53,11.581894,0.336155,4.368224,89
'Entire home/apt',0,NA,11,335,0,-1,10.557014,0.34642,1.514769,120
'Entire home/apt',0,NA,68,335,0,-1,10.619833,0.421937,1.550521,120
'Entire home/apt',39,2.4,1,136,25,180,7.778248,0.532364,2.827654,1000
'Private room',26,1.57,1,346,20,92,10.745581,0.533608,3.672396,83
'Entire home/apt',70,4.09,1,353,46,44,7.598062,0.132802,4.032717,103
'Entire home/apt',3,0.31,1,192,3,81,9.14388,0.263232,1.097822,105
'Entire home/apt',1,0.09,68,342,1,370,10.632892,0.428551,1.569209,140
'Private room',14,1.66,1,299,14,52,12.224952,0.365209,8.378128,60
'Entire home/apt',56,3.27,8,304,25,142,11.707073,0.975538,8.837957,81
'Entire home/apt',0,NA,525,196,0,-1,9.984635,0.137428,4.886277,224
'Entire home/apt',33,1.95,2,267,19,45,8.379679,0.555834,9.092234,139
'Entire home/apt',1,0.94,2,361,1,66,11.602108,0.247115,4.314765,95
'Entire home/apt',37,2.32,1,326,26,42,7.823556,0.349816,4.833909,183
'Entire home/apt',71,4.27,1,36,39,37,9.753823,0.325647,4.445423,95
'Entire home/apt',9,0.59,6,76,7,87,12.398572,0.043331,4.956365,1036
'Private room',1,0.06,1,0,0,543,12.691077,0.424356,5.028705,45
'Entire home/apt',15,3.17,1,127,15,45,11.502601,0.391395,5.178603,189
'Entire home/apt',82,4.83,11,53,56,44,11.942396,0.597008,4.026797,216
'Entire home/apt',46,2.73,12,72,32,44,12.331627,0.511445,4.564801,171
'Entire home/apt',150,8.84,11,346,112,40,11.813753,0.493811,3.960258,236
'Entire home/apt',1,0.13,525,286,1,264,9.984635,0.137428,4.886277,199
'Entire home/apt',82,4.84,9,227,46,51,10.646611,0.453083,1.568112,165
'Private room',41,2.55,5,329,26,38,7.866703,0.275233,6.576729,35
'Entire home/apt',32,2.07,57,334,21,69,11.748004,0.032519,5.020767,131
'Entire home/apt',23,2.04,1,352,23,43,6.999935,0.39062,5.281107,349
'Entire home/apt',28,2.12,1,348,25,52,8.131938,0.229157,3.368314,769
'Entire home/apt',114,6.72,6,314,82,37,12.104035,0.248056,4.915835,118
'Entire home/apt',47,3.07,1,335,34,45,12.10888,0.249688,4.775856,968
'Entire home/apt',1,0.08,1,0,0,416,8.503379,0.570811,5.599783,47
'Private room',5,0.34,2,141,3,92,8.819028,0.55771,2.486864,279
'Entire home/apt',58,3.59,11,225,42,56,10.293942,0.083433,1.314669,269
'Entire home/apt',50,3.04,11,233,37,114,10.418703,0.1949,1.47199,297
'Entire home/apt',46,2.75,24,65,33,52,10.551448,0.415609,1.443812,252
'Private room',40,2.54,3,65,33,59,8.94774,0.681312,3.772561,99
'Entire home/apt',0,NA,7,348,0,-1,10.553837,0.416634,1.446585,120
'Entire home/apt',2,0.19,3,124,2,78,9.773249,0.200263,6.129757,109
'Entire home/apt',28,1.75,5,322,20,44,10.571821,0.237076,2.09278,932
'Entire home/apt',10,0.8,1,177,9,61,7.34122,0.49733,10.604111,128
'Entire home/apt',2,0.33,24,137,2,59,10.526078,0.391285,1.423007,1925
'Entire home/apt',10,0.71,1,199,7,115,9.87194,0.670899,7.926421,375
'Entire home/apt',28,1.78,1,140,20,42,8.555463,0.532741,5.805688,92
'Entire home/apt',12,0.76,2,363,3,54,8.555121,0.920164,5.891932,115
'Private room',46,2.74,7,79,43,39,6.52422,0.692412,11.837395,60
'Entire home/apt',0,NA,525,332,0,-1,9.718689,0.073168,0.528337,166
'Entire home/apt',2,0.27,525,324,2,187,9.984635,0.137428,4.886277,194
'Entire home/apt',0,NA,525,317,0,-1,12.534834,0.665872,4.673873,135
'Entire home/apt',0,NA,525,282,0,-1,12.534834,0.665872,4.673873,142
'Entire home/apt',0,NA,525,274,0,-1,12.534834,0.665872,4.673873,128
'Shared room',15,0.92,23,0,9,80,10.379144,1.385053,10.721757,24
'Entire home/apt',2,0.26,68,348,2,136,10.625167,0.422863,1.560167,165
'Entire home/apt',0,NA,68,348,0,-1,10.566245,0.408197,1.470801,160
'Entire home/apt',78,4.72,9,226,49,62,10.655009,0.471264,1.565471,165
'Entire home/apt',0,NA,68,342,0,-1,10.619848,0.419033,1.553921,120
'Entire home/apt',58,3.45,3,314,40,48,8.282763,0.514166,2.826753,238
'Entire home/apt',43,2.62,24,58,28,51,10.5182,0.324969,1.462904,336
'Entire home/apt',112,6.68,3,0,73,55,9.625732,0.018515,0.406669,371
'Entire home/apt',34,2.13,2,119,25,54,13.306224,0.085991,8.666025,125
'Private room',24,1.63,1,12,15,72,11.855943,0.14417,4.50268,55
'Entire home/apt',20,1.27,2,10,10,44,9.511279,0.167951,3.956669,414
'Entire home/apt',1,0.21,23,73,1,176,9.650683,0.113504,0.649383,377
'Entire home/apt',3,3,2,102,3,39,10.022708,0.705685,6.714201,159
'Entire home/apt',47,2.9,1,130,33,52,10.121654,0.459619,4.401489,296
'Entire home/apt',3,0.19,5,203,1,49,7.815438,0.219467,4.26757,165
'Entire home/apt',18,1.56,12,109,18,177,12.870913,0.123794,5.522162,250
'Entire home/apt',80,4.85,2,62,55,44,12.565861,0.362665,5.747309,143
'Entire home/apt',94,5.99,6,295,75,42,10.271149,0.223808,1.550366,88
'Private room',60,3.63,7,74,37,38,6.470672,0.618495,11.765031,42
'Private room',57,3.51,8,341,40,48,8.846792,1.162022,5.19502,45
'Entire home/apt',0,NA,23,53,0,-1,10.43699,0.565294,1.237835,294
'Entire home/apt',0,NA,1,60,0,-1,10.051947,0.155376,1.133044,100
'Private room',84,5.25,8,325,69,38,8.718167,1.292457,5.111377,45
'Private room',88,5.49,8,329,62,38,8.788389,1.155193,5.247024,51
'Entire home/apt',52,3.31,24,75,42,53,10.56591,0.358648,1.517435,237
'Entire home/apt',34,2.06,1,338,27,45,8.455515,0.859635,4.242486,169
'Private room',3,0.33,5,161,3,147,7.898286,0.3244,4.37854,70
'Private room',2,0.17,5,248,2,145,7.836935,0.246314,4.211752,47
'Private room',2,0.22,5,175,2,163,7.835503,0.243609,4.218626,78
'Private room',3,0.33,5,238,3,145,7.91922,0.331062,4.330292,47
